Sample number,Moisture treatment,Residue type,Lab rep,Glucose addition treatment,Harvest day,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193
22,Drought,CLOV,R1,G-50,T90,0,11.75516195,12.87916332,13.72839474,14.30285624,14.80288183,15.22847151,15.60653955,15.93708597,16.22202657,16.46136137,16.70777413,16.96126486,17.22183356,17.45447401,17.65918621,17.86117995,18.06045526,18.25701211,18.45085052,18.64070359,18.82657133,19.00845373,19.18043151,19.34250468,19.49467324,19.63693718,19.77388453,19.90551527,20.03182943,20.15317208,20.26954324,20.3809429,20.48737106,20.59103814,20.69194414,20.79008906,20.88674955,20.98192561,21.07561723,21.16782443,21.25854719,21.34778552,21.43553942,21.52329332,21.61104722,21.69880112,21.78655503,21.87430893,21.96206283,22.04981673,22.13419454,22.21519626,22.2928219,22.36707145,22.4379449,22.50544227,22.56956355,22.63293988,22.69557126,22.75745769,22.81859917,22.8789957,22.93864728,22.99755391,23.05590464,23.11369947,23.1709384,23.22762143,23.28374857,23.33931981,23.39433514,23.44879458,23.50269812,23.55604577,23.60864082,23.66048328,23.71157315,23.76191044,23.81149513,23.86032723,23.90840674,23.95504316,24.00023648,24.04398671,24.08629385,24.12715789,24.16657883,24.20455668,24.24279831,24.28130372,24.32007291,24.35910588,24.39840263,24.43796316,24.47778747,24.5172605,24.55638224,24.59515269,24.63357187,24.67163976,24.70935636,24.74672168,24.78406456,24.821385,24.85868299,24.89595854,24.93321165,24.97044231,25.00765054,25.0443172,25.08044231,25.11602586,25.15106786,25.1855683,25.21952718,25.25294451,25.28582028,25.31815449,25.35071022,25.38282292,25.41471411,25.44638379,25.47783195,25.5090586,25.54006373,25.57084735,25.60140946,25.63175006,25.66186914,25.69154519,25.72148777,25.75089731,25.78004033,25.80891684,25.83752684,25.86587031,25.89368076,25.92105884,25.94800454,25.97451787,26.00059883,26.02624742,26.05146363,26.07624747,26.10059894,26.12479468,26.1488347,26.17271898,26.19644753,26.22002036,26.24343745,26.26669882,26.28980446,26.3130846,26.33653924,26.36016839,26.38397205,26.40795021,26.43210287,26.45643003,26.48067802,26.50484682,26.52893644,26.55294688,26.57687813,26.60073021,26.6245031,26.64819681,26.67181133,26.69534668,26.71880284,26.74217982,26.76547762,26.78859357,26.81152767,26.83427993,26.85685034,26.8792389,26.90144562,26.92347049,26.94531352,26.9669747,26.98845403,27.00975152,27.03086716,27.05180095,27.0725529,27.093123,27.11351125,27.13371766,27.15374222,27.17358493,27.1932458
24,Drought,CLOV,R1,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Drought,NONE,R1,G-50,T90,0,12.91502583,13.74203011,14.38455232,14.84259247,15.25475665,15.62104487,15.94268843,16.21968734,16.45280006,16.64202657,16.8371721,17.03823663,17.24522017,17.42313603,17.57198422,17.71803729,17.86129525,18.00175809,18.13942582,18.27460463,18.40729453,18.53749551,18.6595809,18.7735507,18.87940491,18.97714352,19.07256681,19.16567477,19.2564674,19.34424959,19.42902132,19.5107826,19.58953343,19.6635606,19.73286411,19.79744397,19.86202911,19.92661953,19.99121522,20.0558162,20.12042245,20.18503399,20.2496508,20.31426761,20.37888443,20.44350124,20.50811805,20.57273487,20.63735168,20.70196849,20.7638698,20.82305561,20.87952591,20.93328071,20.98432001,21.03264381,21.0782521,21.12331043,21.1678188,21.21177721,21.25518566,21.29804415,21.34035268,21.38211125,21.42384767,21.46556192,21.50725401,21.54892394,21.59057171,21.63219732,21.67380078,21.71538207,21.7569412,21.79847817,21.83965376,21.88046798,21.92092082,21.96101228,22.00074236,22.04011107,22.07911839,22.11706447,22.1539493,22.18977288,22.22453521,22.25823629,22.29087612,22.3224547,22.35444101,22.38683504,22.41963679,22.45284627,22.48646347,22.52048839,22.55492104,22.58879553,22.62211185,22.65487002,22.68707002,22.71871187,22.74979555,22.78032107,22.81099428,22.84181518,22.87278376,22.90390003,22.93516399,22.96657563,22.99813496,23.02948903,23.06063782,23.09158135,23.12231961,23.15285261,23.18318033,23.2133028,23.24321999,23.27293192,23.30285009,23.33235577,23.3616552,23.39074838,23.41963531,23.448316,23.47679043,23.50505862,23.53312056,23.56097625,23.58862569,23.61586263,23.64342878,23.67033652,23.69691505,23.72316437,23.74908448,23.77467538,23.79960787,23.82424206,23.84857795,23.87261554,23.89635483,23.91979582,23.94293852,23.96578292,23.98832902,24.01050081,24.0322983,24.05372149,24.07477038,24.09544496,24.11574524,24.13567121,24.15522288,24.1750592,24.19518015,24.21558575,24.23627599,24.25725088,24.2785104,24.30005457,24.32159886,24.34314327,24.36468781,24.38623246,24.40777723,24.42932213,24.45086714,24.47241228,24.49395753,24.51550291,24.53704841,24.55859403,24.58013977,24.60147134,24.62258874,24.64349197,24.66418104,24.68465594,24.70491666,24.72496322,24.74479561,24.76441384,24.78381789,24.80300778,24.82198349,24.84074504,24.85929242,24.87762563,24.89574468,24.91364955,24.93134026,24.94881679,24.96607916
28,Drought,NONE,R1,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Drought,SHMX,R1,G-50,T90,0,11.29254011,12.58535148,13.57396242,14.25837291,14.85313321,15.35824332,15.79888662,16.17506312,16.49253352,16.75129779,17.01500076,17.2836424,17.55722274,17.79803549,18.00608066,18.2103161,18.4107418,18.60735778,18.80016402,18.9882529,19.17162443,19.3502786,19.51959518,19.67957419,19.8302156,19.97151944,20.10738213,20.23780369,20.36278411,20.48446842,20.60285661,20.71794868,20.82974464,20.93757825,21.04144951,21.14135841,21.2396686,21.33638006,21.43149281,21.52500683,21.61692213,21.70723871,21.79595657,21.88467443,21.97339229,22.06211015,22.150828,22.23954586,22.32826372,22.41698158,22.50191677,22.58306929,22.66043913,22.73402631,22.80383081,22.86985264,22.9320918,22.99358995,23.05434709,23.11436321,23.17363833,23.23217243,23.28996552,23.3470176,23.40367531,23.45993864,23.5158076,23.57128218,23.62636239,23.68104823,23.73533969,23.78923678,23.84273949,23.89584783,23.94847773,24.0006292,24.05230223,24.10349683,24.15421299,24.20445071,24.25421,24.30240936,24.34904881,24.39412833,24.43764793,24.47960761,24.52000736,24.5588472,24.5981816,24.63801056,24.67833409,24.71915218,24.76046483,24.80227205,24.84457383,24.88646404,24.92794266,24.9690097,25.00966517,25.04990906,25.08974136,25.12916209,25.16839465,25.20743904,25.24629526,25.28496331,25.3234432,25.36173491,25.39983845,25.4375348,25.47482394,25.51170589,25.54818063,25.58424818,25.61990853,25.65516167,25.69000762,25.72444637,25.75916101,25.79332387,25.82721082,25.86082188,25.89415705,25.92721631,25.95999969,25.99250716,26.02473874,26.05669442,26.08837421,26.11950221,26.15079514,26.1817582,26.21255631,26.24318947,26.2736577,26.30396098,26.33393438,26.36352967,26.39274685,26.42158592,26.45004689,26.47812976,26.50583451,26.53316116,26.5601097,26.58675204,26.61308816,26.63911807,26.66484177,26.69025927,26.71537055,26.74017562,26.76467448,26.78946113,26.81453558,26.83989781,26.86554783,26.89148564,26.91771124,26.94422463,26.97070176,26.99714262,27.02354723,27.04991557,27.07624764,27.10254346,27.12880301,27.1550263,27.18121332,27.20736408,27.23347858,27.25955682,27.28559879,27.31142549,27.3370369,27.36243304,27.38761389,27.41257947,27.43732976,27.46186478,27.48618451,27.51028897,27.53417815,27.55785205,27.58131067,27.604554,27.62758206,27.65039484,27.67299234,27.69537456,27.7175415,27.73949316,27.76122954
32,Drought,SHMX,R1,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Drought,WHCL,R1,G-50,T90,0,11.83029422,13.11958169,14.10688884,14.79221567,15.38628457,15.88909557,16.33328673,16.71885807,17.03796885,17.29061907,17.54547319,17.80253122,18.06179314,18.28916632,18.48465076,18.67315267,18.85467205,19.02920891,19.19676324,19.36115687,19.5223898,19.68046202,19.83178012,19.97634409,20.11415394,20.24520966,20.37118534,20.49208096,20.60789654,20.72401411,20.84043367,20.95715522,21.07417876,21.18850792,21.30014269,21.40908307,21.51766534,21.62588949,21.73375551,21.84126341,21.9484132,22.05520486,22.1616384,22.26807194,22.37450548,22.48093903,22.58737257,22.69380611,22.80023965,22.90667319,23.00807969,23.10445915,23.19581157,23.28213694,23.36343527,23.43970656,23.51095081,23.58038699,23.64801511,23.71383516,23.77784716,23.84005108,23.90044695,23.95903474,24.01682237,24.07380982,24.1299971,24.1853842,24.23997114,24.29375789,24.34674448,24.39893089,24.45031712,24.50090319,24.55058051,24.5993491,24.64720895,24.69416007,24.74020244,24.78533608,24.82956098,24.87228355,24.9135038,24.95322173,24.99143733,25.0281506,25.06336155,25.09707018,25.13090592,25.16486879,25.19895878,25.2331759,25.26752013,25.30199149,25.33658997,25.37066845,25.40422694,25.43726544,25.46978393,25.50178244,25.53326094,25.56421945,25.59484463,25.62513648,25.65509499,25.68472018,25.71401203,25.74297055,25.77159574,25.79977296,25.82750222,25.85478351,25.88161684,25.9080022,25.93393959,25.95942902,25.98447049,26.00906398,26.03380919,26.05825097,26.08254105,26.10667941,26.13066607,26.15450101,26.17818424,26.20171576,26.22509557,26.24832367,26.27140006,26.29417303,26.3172006,26.33971896,26.36198272,26.38399189,26.40574645,26.42724641,26.44823716,26.46898731,26.48949685,26.50976578,26.52979411,26.54958182,26.56912893,26.58843543,26.60750133,26.62631122,26.64486511,26.66316299,26.68120488,26.69899076,26.71652063,26.73379451,26.75081238,26.76807902,26.78559444,26.80335862,26.82137157,26.83963329,26.85814378,26.87690304,26.89555792,26.91410841,26.93255452,26.95089625,26.9691336,26.98726657,27.00529515,27.02321935,27.04103917,27.05875461,27.07636566,27.09387234,27.11127463,27.12840597,27.14526637,27.16185582,27.17817433,27.19422189,27.2099985,27.22550417,27.24073889,27.25570267,27.2703955,27.28481739,27.29896832,27.31284832,27.32645737,27.33979547,27.35286262,27.36565883,27.3781841,27.39043841,27.40242179
36,Drought,WHCL,R1,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Drought,WHEA,R1,G-50,T90,0,11.82962635,13.23220367,14.31194755,15.06885797,15.71550505,16.25188877,16.72257882,17.12757522,17.47183523,17.75535887,18.036152,18.31421464,18.58954678,18.83544761,19.05191714,19.26380979,19.47112558,19.67386449,19.87202654,20.07385223,20.27934156,20.48849455,20.68652796,20.8734418,21.04923608,21.21391079,21.37665365,21.53746467,21.69634385,21.84928606,21.99629129,22.13735955,22.27249085,22.40504995,22.53503686,22.66245159,22.78764418,22.91061462,23.03136292,23.14988907,23.26619309,23.38027496,23.49213468,23.60399441,23.71585414,23.82771387,23.9395736,24.05143333,24.16329305,24.27515278,24.380654,24.47979672,24.57258093,24.65900664,24.73907384,24.81278253,24.88013272,24.94629131,25.0112583,25.0750337,25.1376175,25.1990097,25.25921031,25.31821932,25.37647877,25.43398865,25.49074897,25.54675973,25.60202092,25.65653256,25.71029462,25.76330713,25.81557007,25.86708345,25.91759692,25.96711046,26.01562408,26.06313778,26.10965157,26.15516543,26.19967938,26.24264198,26.28405325,26.32391318,26.36222177,26.39897902,26.43418493,26.4678395,26.50162768,26.53554945,26.56960482,26.60379379,26.63811636,26.67257253,26.7071623,26.74136419,26.77517821,26.80860436,26.84164264,26.87429304,26.90655557,26.93843022,26.96998931,27.00123282,27.03216077,27.06277315,27.09306995,27.12305119,27.15271686,27.18201637,27.21094972,27.23951692,27.26771795,27.29555283,27.32302155,27.35012411,27.37686051,27.40323075,27.42973933,27.45597124,27.48206481,27.50802004,27.53383694,27.55951551,27.58505573,27.61045762,27.63572118,27.6608464,27.68583328,27.71054349,27.73550687,27.75996391,27.78416779,27.80811849,27.83181603,27.8552604,27.87819844,27.90091701,27.92341611,27.94569576,27.96775594,27.98959666,28.01121791,28.0326197,28.05380203,28.07458981,28.09498305,28.11498174,28.13458589,28.15379549,28.17261055,28.19103107,28.20905704,28.22725612,28.2456283,28.26417359,28.28289199,28.30178349,28.32084811,28.34008582,28.35947124,28.37900436,28.39868519,28.41851371,28.43848993,28.45861386,28.47888549,28.49930481,28.51987184,28.54058657,28.56144901,28.58245914,28.60361697,28.62462545,28.64548457,28.66619433,28.68675474,28.70716579,28.72742748,28.74753981,28.76750279,28.78731641,28.80698067,28.82649558,28.84586113,28.86507732,28.88414416,28.90306163,28.92182975,28.94044852,28.95891792,28.97723797,28.99540866
40,Drought,WHEA,R1,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Ambient,CLOV,R2,G-50,T90,0,13.30129231,14.3902602,15.23077309,15.82283097,16.33302982,16.76136964,17.15408793,17.51118469,17.81394669,18.06237393,18.3132026,18.56643269,18.8220642,19.04513226,19.23563686,19.42248633,19.60568069,19.78521992,19.96110403,20.13163248,20.29680525,20.45662236,20.60842353,20.75220876,20.88797806,21.01573142,21.13893157,21.25757851,21.37167224,21.48264256,21.59048946,21.69521295,21.79681302,21.89526265,21.99056184,22.08271059,22.17333557,22.26243678,22.35001422,22.43606789,22.52059779,22.60360392,22.68508628,22.76656864,22.848051,22.92953336,23.01101572,23.09249808,23.17398044,23.2554628,23.33353169,23.40818712,23.47942908,23.54725758,23.61167261,23.67267418,23.73026228,23.78737266,23.84400529,23.9001602,23.95583738,24.01103682,24.06575854,24.12000252,24.17387755,24.22738362,24.28052074,24.33328891,24.38568812,24.43771838,24.48937968,24.54067203,24.59159542,24.64214986,24.69219131,24.74171977,24.79073523,24.8392377,24.88722718,24.93470366,24.98166715,25.02712275,25.07107045,25.11351026,25.15444218,25.1938662,25.23178233,25.26819056,25.3052349,25.34291534,25.38123189,25.42018455,25.45977332,25.49999819,25.54085917,25.58125949,25.62119916,25.66067819,25.69969656,25.73825427,25.77635134,25.81398775,25.85139275,25.88856634,25.92550851,25.96221927,25.99869862,26.03494655,26.07096307,26.10651103,26.14159044,26.17620129,26.21034358,26.24401732,26.27722249,26.30995912,26.34222718,26.37402669,26.4058045,26.4376257,26.4694686,26.5013332,26.53321949,26.56512748,26.59705717,26.62900855,26.66098163,26.69297641,26.72499288,26.75705275,26.78941056,26.82117248,26.85263645,26.88380246,26.91467053,26.94524065,26.97521487,27.00489495,27.03428089,27.06337269,27.09217036,27.12067389,27.14888328,27.17679854,27.20441965,27.23175373,27.25880077,27.28556077,27.31203373,27.33821965,27.36411853,27.38973037,27.41505518,27.44041954,27.46582348,27.49126698,27.51675005,27.54227268,27.56783488,27.59343664,27.61920284,27.64513349,27.67122857,27.6974881,27.72391206,27.75050047,27.77725331,27.8041706,27.83125233,27.8584985,27.88590911,27.91348416,27.94122365,27.96871521,27.99595884,28.02295455,28.04970233,28.07620218,28.10245411,28.12845811,28.15421418,28.17972232,28.20498253,28.22999482,28.25475918,28.27927562,28.30354412,28.3275647,28.35133735,28.37486207,28.39813887,28.42116774,28.44394868
44,Ambient,CLOV,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Ambient,NONE,R2,G-50,T90,0,14.6870287,15.56630521,16.24160882,16.71293952,17.13004778,17.49293358,17.81675969,18.10152613,18.34698037,18.55312241,18.76234514,18.97464856,19.19003267,19.37119179,19.51812591,19.66412511,19.80918938,19.95331872,20.09651314,20.23364937,20.36472742,20.48974728,20.60700658,20.71650533,20.8182435,20.91222112,21.00109142,21.08485441,21.16351009,21.23996003,21.31420423,21.3862427,21.45607544,21.52402183,21.59008187,21.65425557,21.71707644,21.77854451,21.83865975,21.89742219,21.95483181,22.01088861,22.0655926,22.12029658,22.17500057,22.22970456,22.28440855,22.33911254,22.39381653,22.44852051,22.50122598,22.55193291,22.60064132,22.6473512,22.69206255,22.73477538,22.77548968,22.81622462,22.8569802,22.89775642,22.93855328,22.97937078,23.02020892,23.0610677,23.10109638,23.14029496,23.17866343,23.2162018,23.25291008,23.28878825,23.32383631,23.35805428,23.39144214,23.42399991,23.45686364,23.49003336,23.52350905,23.55729071,23.59137835,23.62577196,23.66047155,23.69408666,23.72661729,23.75806345,23.78842513,23.81770233,23.84589505,23.8730033,23.90050781,23.92840858,23.95670562,23.98539893,24.0144885,24.04397434,24.07385644,24.10339213,24.13258142,24.1614243,24.18992078,24.21807086,24.24587453,24.27333179,24.30044374,24.32721036,24.35363167,24.37970766,24.40543834,24.43082369,24.45586373,24.48079304,24.50561161,24.53031945,24.55491655,24.57940293,24.60377857,24.62804348,24.65219766,24.6762411,24.70048878,24.72432799,24.74796297,24.77139373,24.79462025,24.81764254,24.8404606,24.86307443,24.88548403,24.9076894,24.92969054,24.95128322,24.97309116,24.99446858,25.01563076,25.03657768,25.05730934,25.07782576,25.09791167,25.11766209,25.13707702,25.15615645,25.1749004,25.19330885,25.21138181,25.22911928,25.24652126,25.26376661,25.28085531,25.29778738,25.31456282,25.33118162,25.34764378,25.36394931,25.3800982,25.39616482,25.41214915,25.42805121,25.44387099,25.4596085,25.47526373,25.49083668,25.50649628,25.52224254,25.53807545,25.55399501,25.57000123,25.58609411,25.60227363,25.61853981,25.63489265,25.65133213,25.66785828,25.68447107,25.70117052,25.71775117,25.73421302,25.75055607,25.76678032,25.78288577,25.79887242,25.81474027,25.83048933,25.84611958,25.86163103,25.87702368,25.89229754,25.90745259,25.92248885,25.9374063,25.95220496,25.96688481,25.98144587,25.99588813,26.01021159
48,Ambient,NONE,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Ambient,SHMX,R2,G-50,T90,0,14.04270022,15.07617293,15.86739212,16.41635781,16.89231067,17.2952507,17.66101836,17.98961365,18.27331506,18.5121226,18.75025948,18.98772572,19.2245213,19.42876667,19.60046184,19.7703975,19.93857365,20.10499028,20.26964741,20.42873364,20.58224896,20.73019338,20.86899447,20.99865224,21.11916667,21.23053778,21.33803121,21.44164697,21.54138505,21.63961419,21.73633439,21.83154566,21.92524799,22.01633444,22.104805,22.19065969,22.27483333,22.35732592,22.43813748,22.51726799,22.59471746,22.67048589,22.74457327,22.81866066,22.89274804,22.96683542,23.04092281,23.11501019,23.18909758,23.26318496,23.33428943,23.40241098,23.46754961,23.52970533,23.58887812,23.645068,23.69827497,23.7513906,23.8044149,23.85734788,23.91018952,23.96293983,24.01559881,24.06816646,24.12021708,24.17175068,24.22276725,24.2732668,24.32324932,24.37271482,24.42166329,24.47009474,24.51800916,24.56540655,24.61252621,24.65936813,24.70593231,24.75221875,24.79822745,24.84395841,24.88941163,24.93343741,24.97603575,25.01720665,25.0569501,25.09526611,25.13215468,25.16761581,25.20357229,25.24002413,25.27697132,25.31441387,25.35235177,25.39078503,25.42971365,25.46845625,25.50701284,25.54538341,25.58356797,25.62156651,25.65937903,25.69700555,25.73447761,25.77179522,25.80895838,25.84596709,25.88282135,25.91952116,25.95606652,25.99240983,26.02855111,26.06449035,26.10022755,26.13576272,26.17109584,26.20622692,26.24115596,26.27588297,26.31079669,26.34533698,26.37969054,26.41385738,26.44783751,26.48163091,26.51523759,26.54865755,26.58189079,26.61493732,26.64779712,26.68028348,26.71370936,26.7452562,26.77586352,26.80553132,26.8342596,26.86204836,26.88795808,26.91403,26.94026414,26.96666048,26.99321903,27.01993978,27.04682274,27.07386791,27.10107529,27.12800992,27.1546718,27.18106094,27.20717734,27.23302099,27.2585919,27.28389006,27.30891547,27.33390703,27.35886473,27.38378856,27.40867854,27.43353465,27.4583569,27.48314529,27.50809855,27.53321666,27.55849964,27.58394748,27.60956018,27.63533775,27.66128017,27.68738746,27.71365961,27.74009662,27.76669849,27.79346522,27.82039682,27.84708678,27.87353511,27.8997418,27.92570686,27.95143028,27.97691207,28.00215223,28.02715075,28.05190764,28.07642289,28.10069651,28.1247285,28.14851885,28.17206756,28.19537464,28.21844009,28.2412639,28.26384608,28.28618663,28.30828554
52,Ambient,SHMX,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
