Sample number,Moisture treatment,Residue type,Lab rep,Glucose addition treatment,Harvest day,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193
54,Ambient,WHCL,R2,G-50,T90,0,12.41026138,13.50698849,14.3624763,14.97672481,15.50938449,15.96045533,16.37577879,16.75535486,17.08732711,17.37169554,17.66070682,17.95436097,18.25265799,18.51173708,18.73159824,18.9515583,19.17161726,19.39177511,19.61203186,19.82663378,20.03558085,20.2388731,20.43397691,20.62089229,20.79961923,20.97015775,21.13352156,21.28971066,21.43872505,21.58370914,21.72466293,21.86158642,21.99447962,22.12251249,22.24568503,22.36399724,22.47863522,22.58959896,22.69688847,22.80050373,22.90044476,22.99671155,23.08930411,23.18189666,23.27448922,23.36708177,23.45967433,23.55226688,23.64485944,23.73745199,23.82426544,23.9052998,23.98055505,24.0500312,24.11372825,24.17164619,24.22378504,24.27500397,24.32530297,24.37468206,24.42314122,24.47068046,24.51729979,24.56299919,24.60813514,24.65270763,24.69671668,24.74016227,24.78304441,24.82536309,24.86711833,24.90831011,24.94893844,24.98900331,25.02858816,25.06769297,25.10631776,25.14446251,25.18212723,25.21931193,25.25601659,25.29140722,25.32548383,25.35824641,25.38969496,25.41982948,25.44864998,25.47615644,25.50398514,25.53213607,25.56060923,25.58940461,25.61852223,25.64796207,25.67772415,25.70718583,25.7363471,25.76520797,25.79376844,25.82202851,25.84998818,25.87764745,25.90524768,25.93278889,25.96027107,25.98769423,26.01505835,26.04236344,26.06960951,26.09669171,26.12361004,26.1503645,26.17695509,26.20338182,26.22964467,26.25574366,26.28167878,26.30745004,26.33337038,26.35899254,26.38446562,26.40978961,26.43496452,26.45999034,26.48486707,26.50959472,26.53417327,26.55860275,26.58288313,26.60686534,26.63111797,26.65482976,26.67827113,26.70144208,26.7243426,26.7469727,26.76906196,26.79082624,26.81226554,26.83337987,26.85416922,26.87463359,26.89477299,26.91458741,26.93407685,26.95348736,26.97281893,26.99207156,27.01124525,27.03034,27.04935582,27.0682927,27.08715064,27.1061059,27.12515847,27.14430837,27.16355558,27.18290011,27.20234196,27.22188113,27.24144954,27.26104719,27.28067409,27.30033023,27.32001561,27.33973024,27.35947411,27.37924722,27.39904957,27.41888117,27.43874201,27.45863209,27.47855141,27.49830416,27.51789032,27.5373099,27.5565629,27.57564931,27.59456915,27.6133224,27.63190907,27.65032916,27.66858267,27.6866696,27.70458994,27.7223437,27.73993089,27.75735148,27.7746055,27.79169294,27.80861379,27.82536807,27.84195576
56,Ambient,WHCL,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Ambient,WHEA,R2,G-50,T90,0,12.36118631,13.56139145,14.48076482,15.11930642,15.6637492,16.11409314,16.51765186,16.87442538,17.17746462,17.42676961,17.68182587,17.9426334,18.20919221,18.44177073,18.64036898,18.8383389,19.03568051,19.2323938,19.42847876,19.61801037,19.80098861,19.97741349,20.14484268,20.30327617,20.45271397,20.59315608,20.72869603,20.85933381,20.98506944,21.10669471,21.22420963,21.33761421,21.44690843,21.5549341,21.66169122,21.76717978,21.87075565,21.97241883,22.07216931,22.17000711,22.26593221,22.35994462,22.45204434,22.54414405,22.63624377,22.72834349,22.82044321,22.91254293,23.00464264,23.09674236,23.1845623,23.26810246,23.34736285,23.42234345,23.49304428,23.55946533,23.6216066,23.68251668,23.74219556,23.80064326,23.85785977,23.91384509,23.96859922,24.02212216,24.0748503,24.12678365,24.1779222,24.22826595,24.2778149,24.32656906,24.37452842,24.42169298,24.46806274,24.51363771,24.55865466,24.60311358,24.64701448,24.69035735,24.7331422,24.77536903,24.81703784,24.85717684,24.89578605,24.93286545,24.96841506,25.00243487,25.03492487,25.06588508,25.09722242,25.12893691,25.16102854,25.19349731,25.22634323,25.25956628,25.29316648,25.32636845,25.35917218,25.39157769,25.42358496,25.455194,25.48640481,25.51721739,25.54786679,25.57835302,25.60867606,25.63883593,25.66883263,25.69866614,25.72833648,25.75781359,25.78709746,25.8161881,25.84508551,25.87378969,25.90230064,25.93061835,25.95874283,25.98667408,26.01478825,26.04253658,26.07010201,26.09748452,26.12468413,26.15170082,26.1785346,26.20518546,26.23165342,26.25793846,26.28404059,26.3097769,26.33577659,26.36124952,26.38645905,26.4114052,26.43608796,26.46050734,26.48439995,26.50807316,26.53152699,26.55476143,26.57777648,26.60057215,26.62314843,26.64550532,26.66764282,26.68967713,26.71160826,26.7334362,26.75516096,26.77678253,26.79830092,26.81971612,26.84102814,26.86219184,26.88320725,26.90407435,26.92479314,26.94536363,26.96578581,26.98605969,27.00659014,27.02737716,27.04842074,27.06972089,27.09127762,27.11309091,27.13516077,27.1574872,27.18007019,27.20290976,27.22600589,27.2493586,27.27296787,27.29642825,27.31973974,27.34290233,27.36591603,27.38878084,27.41149675,27.43406378,27.45648191,27.47875114,27.50087148,27.52284294,27.54466549,27.56633916,27.58786393,27.60923981,27.63046679,27.65154489,27.67247409,27.69325439,27.71388581
60,Ambient,WHEA,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Drought,CLOV,R2,G-50,T90,0,11.76145821,12.8635416,13.71411673,14.31318362,14.82979284,15.26394441,15.65514456,16.00339328,16.30622671,16.56364486,16.82777887,17.09862877,17.37619453,17.62251246,17.83758254,18.05333657,18.26977457,18.48689652,18.70470243,18.9122796,19.10962803,19.29674772,19.4725972,19.63717645,19.79048548,19.9325243,20.06863936,20.19883067,20.32309823,20.44354508,20.56017124,20.67297669,20.78196144,20.88760637,20.98991146,21.08887672,21.18600518,21.28129682,21.37475165,21.46636966,21.55615087,21.64409526,21.73020284,21.81631041,21.90241799,21.98852557,22.07463315,22.16074073,22.24684831,22.33295589,22.41535562,22.49404752,22.56903157,22.64030778,22.70787614,22.77173667,22.83188935,22.89141592,22.95031639,23.00859076,23.06623902,23.12326117,23.17965722,23.23542717,23.29036354,23.34446635,23.3977356,23.45017127,23.50177338,23.55254192,23.60247689,23.6515783,23.69984613,23.7472804,23.79433217,23.84100143,23.88728819,23.93319244,23.97871419,24.02385343,24.06861017,24.11181313,24.1534623,24.1935577,24.23209931,24.26908714,24.30452119,24.33840146,24.37291485,24.40806134,24.44384094,24.48025366,24.51729948,24.55497842,24.59329046,24.6310765,24.66833651,24.70507051,24.7412785,24.77696047,24.81211643,24.84674637,24.88134845,24.91592268,24.95046906,24.98498758,25.01947825,25.05394106,25.08837602,25.12250498,25.15632796,25.18984494,25.22305593,25.25596092,25.28855993,25.32085294,25.35283995,25.38452098,25.41650354,25.44788303,25.47896098,25.50973739,25.54021227,25.5703856,25.6002574,25.62982766,25.65909638,25.68806357,25.71672921,25.74479178,25.7740252,25.80091692,25.8266378,25.85118783,25.87456703,25.89677537,25.91664203,25.93699557,25.95783599,25.9791633,26.00097749,26.02327857,26.04606653,26.06934137,26.0931031,26.11662766,26.13991505,26.16296528,26.18577834,26.20835424,26.23069297,26.25279453,26.27465892,26.29639886,26.31801433,26.33950533,26.36087188,26.38211396,26.40323158,26.42422474,26.44532037,26.46651847,26.48781905,26.5092221,26.53072762,26.55233561,26.57404608,26.59585901,26.61777442,26.63979231,26.66191267,26.6841355,26.7064608,26.72860158,26.75055785,26.7723296,26.79391683,26.81531954,26.83653774,26.85757142,26.87842058,26.89908523,26.91956535,26.93986096,26.95997206,26.97989863,26.99964069,27.01919823,27.03857125,27.05775975,27.07676374,27.09558321,27.11421816
64,Drought,CLOV,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Drought,NONE,R2,G-50,T90,0,12.35376212,13.19527529,13.8539776,14.32986907,14.74867877,15.11040671,15.43493369,15.7222597,15.95988531,16.14781053,16.34114358,16.53988445,16.74403314,16.92252749,17.07536749,17.22707919,17.37766258,17.52711766,17.67544444,17.81658446,17.95053772,18.07730423,18.19730826,18.31054982,18.41702891,18.51674552,18.61269616,18.70488083,18.79329954,18.87978016,18.96432269,19.04692713,19.12759348,19.20550636,19.28066575,19.35307166,19.42388748,19.4931132,19.56074883,19.62679436,19.69124979,19.75411513,19.81539037,19.87666561,19.93794085,19.99921609,20.06049133,20.12176657,20.18304181,20.24431705,20.30309919,20.35938823,20.41318417,20.46448701,20.51329676,20.5596134,20.60343694,20.64715035,20.69075362,20.73424676,20.77762976,20.82090263,20.86406537,20.90711797,20.94999768,20.99270449,21.0352384,21.07759942,21.11978753,21.16180276,21.20364508,21.24531451,21.28681105,21.32813468,21.36918597,21.40996491,21.45047149,21.49070573,21.53066761,21.57035715,21.60977433,21.64784392,21.68456592,21.71994031,21.75396711,21.78664632,21.81797793,21.84796194,21.87862453,21.90996568,21.94198541,21.97468372,22.00806059,22.04211603,22.07685005,22.11126629,22.14536476,22.17914545,22.21260837,22.24575351,22.27858088,22.31109047,22.34338135,22.37545353,22.40730701,22.43894178,22.47035784,22.5015552,22.53253385,22.56311443,22.59329692,22.62308133,22.65246766,22.68145591,22.71004608,22.73823817,22.76603218,22.79342811,22.82103482,22.84821996,22.87519433,22.90195791,22.92851071,22.95485272,22.98098396,23.00690441,23.03261408,23.05811297,23.08340107,23.10826761,23.13325518,23.15800069,23.18262519,23.20712866,23.23151112,23.25577254,23.27979193,23.30323777,23.32611006,23.3484088,23.37013399,23.39128564,23.41186375,23.4318683,23.45129931,23.47065747,23.48994279,23.50915526,23.52829489,23.54736167,23.56635561,23.5852767,23.60412495,23.62296598,23.64179978,23.66062636,23.67944571,23.69825784,23.71706275,23.73586043,23.75469917,23.77357896,23.7924998,23.8114617,23.83046466,23.84950867,23.86859373,23.88771985,23.90688702,23.92609524,23.94534452,23.96463486,23.98396624,24.00308814,24.02200054,24.04070345,24.05919687,24.07748079,24.09555522,24.11342016,24.1310756,24.14852155,24.16575801,24.18278498,24.19960245,24.21621043,24.23260892,24.24879791,24.26477741,24.28054742,24.29610794,24.31145896,24.32660049
68,Drought,NONE,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Drought,SHMX,R2,G-50,T90,0,11.35326322,12.4525122,13.31478142,13.94007087,14.46879165,14.90094374,15.29425079,15.6487128,15.95231864,16.20506832,16.46198738,16.72307583,16.98833366,17.23046532,17.44947082,17.66444042,17.87537413,18.08227195,18.28513387,18.4812062,18.67048894,18.85298207,19.02865006,19.1974929,19.35951058,19.51470311,19.66384451,19.80693479,19.94397393,20.07779696,20.20840388,20.3357947,20.45996941,20.57972935,20.69507452,20.80600493,20.9145676,21.02076253,21.12458973,21.22604919,21.32514091,21.4218649,21.51622115,21.61057741,21.70493366,21.79928991,21.89364616,21.98800242,22.08235867,22.17671492,22.26645685,22.35158446,22.43209775,22.50799672,22.57928136,22.64595168,22.70800768,22.76945127,22.83028245,22.89050121,22.95010755,23.00910148,23.067483,23.1252521,23.18228943,23.23859499,23.29416878,23.34901079,23.40312102,23.45649949,23.50914618,23.5610611,23.61224424,23.66269561,23.71067073,23.7561696,23.79919221,23.83973857,23.87780868,23.91340253,23.94652014,23.97998092,24.01378489,24.04793205,24.08242239,24.11725591,24.15243262,24.18795251,24.22506833,24.26378006,24.30408773,24.34599131,24.38949081,24.43458624,24.48127759,24.52690803,24.57147756,24.61498617,24.65743387,24.69882066,24.73914653,24.7784115,24.81684247,24.85443946,24.89120246,24.92713147,24.96222649,24.99648752,25.02991457,25.06299008,25.09571405,25.1280865,25.16010741,25.19177678,25.22309462,25.25406093,25.28467571,25.31493895,25.34522338,25.37546543,25.40568628,25.43588594,25.46606441,25.49622168,25.52635776,25.55647264,25.58656633,25.61663883,25.64669014,25.67669905,25.70723362,25.73671689,25.76567451,25.79410649,25.82201282,25.84939351,25.87572291,25.90176277,25.92751309,25.95297388,25.97814514,26.00302686,26.02761904,26.0519217,26.07593481,26.09969346,26.12319764,26.14644736,26.1694426,26.19218339,26.2146697,26.23690155,26.25887892,26.28094201,26.30309079,26.32532528,26.34764546,26.37005135,26.39254295,26.41512024,26.43781284,26.46062075,26.48354396,26.50658248,26.52973631,26.55300544,26.57638988,26.59988962,26.62350467,26.64723503,26.67108069,26.69504166,26.71911794,26.74293331,26.76648778,26.78978135,26.81281402,26.83558578,26.85809665,26.8803466,26.90233566,26.92406382,26.94553107,26.96673742,26.98768287,27.00836741,27.02879105,27.0489538,27.06885563,27.08849657,27.1078766,27.12699573,27.14585396
72,Drought,SHMX,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Drought,WHCL,R2,G-50,T90,0,11.45466705,12.64371139,13.5596508,14.2024853,14.7444639,15.18558659,15.59213031,15.96409506,16.27333756,16.51985782,16.76788102,17.01740715,17.26843621,17.49967671,17.71112865,17.91746293,18.11867955,18.31477851,18.50575981,18.69187267,18.87311709,19.04949306,19.22012675,19.38501814,19.54416724,19.69757404,19.84939146,19.9996195,20.14825816,20.29435924,20.43792274,20.57894866,20.717437,20.85120112,20.980241,21.10455666,21.22651709,21.34612229,21.46337227,21.57826703,21.69080655,21.80099085,21.90881993,22.016649,22.12447808,22.23230715,22.34013623,22.44796531,22.55579438,22.66362346,22.7681541,22.8693863,22.96732007,23.0619554,23.1532923,23.24133076,23.32607078,23.40613282,23.48151689,23.55222297,23.61825108,23.6796012,23.73627334,23.7882675,23.83942878,23.88975719,23.93925271,23.98791536,24.03574513,24.08274202,24.12890603,24.17423716,24.21873541,24.26240078,24.30539866,24.34772903,24.38939191,24.4303873,24.47071518,24.51037557,24.54936846,24.58699518,24.62325572,24.6581501,24.6916783,24.72384032,24.75463618,24.78406586,24.81381519,24.84388417,24.87427279,24.90498105,24.93600897,24.96735653,24.99902373,25.03049905,25.06178249,25.09287405,25.12377373,25.15448152,25.18499743,25.21532146,25.2449542,25.27389564,25.30214578,25.32970463,25.35657219,25.38274845,25.40823341,25.43346411,25.45844055,25.48316272,25.50763063,25.53184427,25.55580364,25.57950875,25.60295959,25.62615617,25.64928167,25.67254933,25.69588808,25.71929792,25.74277885,25.76633086,25.78995396,25.81364815,25.83741342,25.86124978,25.88515723,25.90920685,25.93373582,25.95730609,25.98039702,26.00300861,26.02514085,26.04679375,26.06748795,26.08778052,26.10767146,26.12716075,26.14624841,26.16493444,26.18321882,26.20110157,26.21858269,26.23580592,26.25277128,26.26947875,26.28592835,26.30212007,26.31805391,26.33372988,26.34914796,26.3646853,26.38034189,26.39611774,26.41201285,26.4280272,26.44416082,26.46041368,26.47677572,26.49324691,26.50982727,26.52651679,26.54331547,26.56022332,26.57724033,26.59436651,26.61160185,26.62894635,26.64640001,26.66396284,26.68163483,26.69901819,26.71611292,26.73291902,26.74943649,26.76566533,26.78160554,26.79725711,26.81262006,26.82769438,26.84248006,26.85697711,26.87118554,26.88510533,26.89873649,26.91207902,26.92513292,26.93789819,26.95037483,26.96256284,26.97446221
76,Drought,WHCL,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Drought,WHEA,R2,G-50,T90,0,11.5956273,12.99155521,14.05773362,14.79416253,15.42533659,15.9512558,16.41450951,16.8150977,17.15609816,17.43751088,17.70296852,17.95247106,18.18601852,18.39813216,18.58881199,18.77512726,18.95707795,19.13466408,19.30788564,19.46646059,19.61038894,19.73967068,19.86789873,19.99507307,20.12119372,20.24626067,20.36808144,20.48665605,20.60198448,20.71616922,20.82921028,20.94110765,21.05186133,21.1572694,21.25733186,21.3520487,21.4460228,21.53925415,21.63174275,21.72348861,21.81449172,21.90475208,21.9942697,22.08378731,22.17330493,22.26282254,22.35234016,22.44185777,22.53137539,22.620893,22.70702324,22.78976609,22.86912156,22.94508965,23.01767036,23.08686368,23.15266963,23.21745476,23.28121909,23.34396261,23.40568532,23.46638723,23.52606833,23.58472862,23.64264536,23.69981855,23.7562482,23.8119343,23.86687685,23.92107585,23.97453131,24.02724322,24.07921158,24.13043639,24.18051466,24.22944637,24.27723153,24.32387014,24.3693622,24.4137077,24.45690666,24.49866677,24.53898804,24.57787047,24.61531406,24.65131881,24.68588471,24.71901177,24.75225309,24.78560866,24.81907849,24.85266258,24.88636091,24.92017351,24.95410036,24.98795099,25.02172542,25.05542364,25.08904564,25.12259143,25.15606102,25.18945439,25.22202164,25.25376278,25.2846778,25.31476671,25.3440295,25.37246617,25.40007673,25.42729545,25.45412233,25.48055737,25.50660057,25.53225193,25.55751145,25.58237914,25.60685498,25.63093899,25.65522203,25.679107,25.70279293,25.72627983,25.74956769,25.77265651,25.7955463,25.81823705,25.84072876,25.86302144,25.88511508,25.90681065,25.92861554,25.95020179,25.97167871,25.99304632,26.0143046,26.03545356,26.05638388,26.07698771,26.09726505,26.1172159,26.13684027,26.15613815,26.17510954,26.19375444,26.21207286,26.22984391,26.2470676,26.26374392,26.27987289,26.29545449,26.31048873,26.3249756,26.33891511,26.35258794,26.36599409,26.37913356,26.39200634,26.40461245,26.41695187,26.42902461,26.44131632,26.45382702,26.46655669,26.47950534,26.49267296,26.50605957,26.51966515,26.5334897,26.54753324,26.56179575,26.57627724,26.59097771,26.60589715,26.62086921,26.63589388,26.65097116,26.66610106,26.68128356,26.69651868,26.71180641,26.72714675,26.7425397,26.75798527,26.77348345,26.78903423,26.80463764,26.82029365,26.83600228,26.85176351,26.86757736,26.88344383,26.8993629,26.91533459
80,Drought,WHEA,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Ambient,CLOV,R3,G-50,T90,0,9.148210742,10.11634021,10.86256917,11.38689761,11.83522925,12.20756409,12.54748953,12.85500558,13.11233953,13.31949138,13.52925966,13.74164435,13.95664546,14.14736469,14.31380205,14.47634604,14.63499668,14.78975396,14.94061789,15.0856665,15.2248998,15.35831778,15.4866188,15.60980286,15.72786996,15.8408201,15.95137625,16.05953839,16.16530654,16.26919978,16.3712181,16.47136151,16.56963001,16.66496338,16.75736164,16.84682477,16.93444693,17.02022812,17.10416834,17.18626758,17.26652585,17.34494315,17.42151948,17.49809581,17.57467214,17.65124847,17.7278248,17.80440112,17.88097745,17.95755378,18.02957909,18.09705337,18.15997664,18.21834889,18.27217011,18.32144031,18.3661595,18.41159868,18.45775787,18.50463707,18.55223626,18.60055546,18.64959467,18.69935388,18.7486249,18.79740775,18.84570242,18.89350891,18.94082722,18.98765735,19.0339993,19.07985307,19.12521867,19.17009608,19.21449459,19.2584142,19.30185491,19.34481673,19.38729964,19.42930365,19.47082876,19.51116581,19.5503148,19.58827573,19.62504861,19.66063342,19.69503017,19.72823887,19.7618674,19.79591577,19.83038397,19.86527201,19.90057989,19.93630761,19.97245517,20.00877291,20.04526084,20.08191895,20.11874726,20.15574575,20.19291443,20.23025329,20.26641852,20.3014101,20.33522804,20.36787235,20.39934301,20.42964003,20.4587634,20.48802601,20.51742785,20.54696892,20.57664921,20.60646874,20.6364275,20.66652548,20.6967627,20.72713914,20.75764785,20.78789203,20.81800396,20.84798363,20.87783104,20.90754619,20.93712909,20.96657972,20.9958981,21.02508421,21.05413807,21.08292741,21.1119939,21.14050609,21.16874111,21.19669898,21.2243797,21.25178325,21.27863249,21.3051283,21.33127066,21.35705959,21.38249508,21.40757713,21.43230574,21.45668092,21.48070265,21.50452897,21.52815986,21.55159533,21.57483538,21.59788001,21.62072922,21.643383,21.66584137,21.68835172,21.71091404,21.73352835,21.75619463,21.7789129,21.80168315,21.82450537,21.84745761,21.87053987,21.89375214,21.91709443,21.94056673,21.96416905,21.98790138,22.01176372,22.03575608,22.05987846,22.08413085,22.10851326,22.13302568,22.15728436,22.18128931,22.20504053,22.22853801,22.25178175,22.27477176,22.29750804,22.31999058,22.34221938,22.36419445,22.38591578,22.40738338,22.42859725,22.44955738,22.47026377,22.49071643,22.51091535,22.53086054,22.550552,22.56998971
84,Ambient,CLOV,R3,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
