Sample number,Moisture treatment,Residue type,Lab rep,Glucose addition treatment,Harvest day,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193
54,Ambient,WHCL,R2,G-50,T90,0,12.41026138,1.09672711,0.85548781,0.61424851,0.532659678,0.451070845,0.415323459,0.379576073,0.331972248,0.284368423,0.289011287,0.293654152,0.298297016,0.259079089,0.219861163,0.21996006,0.220058956,0.220157853,0.22025675,0.214601914,0.208947079,0.203292243,0.195103811,0.186915379,0.178726947,0.170538515,0.163363807,0.156189099,0.149014391,0.144984092,0.140953792,0.136923493,0.132893194,0.128032868,0.123172542,0.118312216,0.114637979,0.110963741,0.107289504,0.103615266,0.099941029,0.096266792,0.092592554,0.092592554,0.092592554,0.092592554,0.092592554,0.092592554,0.092592554,0.092592554,0.086813453,0.081034352,0.075255251,0.06947615,0.063697049,0.057917948,0.052138847,0.051218926,0.050299005,0.049379085,0.048459164,0.047539243,0.046619322,0.045699401,0.045135949,0.044572496,0.044009044,0.043445591,0.042882139,0.042318686,0.041755233,0.041191781,0.040628328,0.040064876,0.039584845,0.039104815,0.038624784,0.038144754,0.037664724,0.037184693,0.036704663,0.035390635,0.034076607,0.032762579,0.031448551,0.030134523,0.028820495,0.027506467,0.027828697,0.028150927,0.028473157,0.028795387,0.029117617,0.029439847,0.029762076,0.029461675,0.029161274,0.028860872,0.028560471,0.028260069,0.027959668,0.027659267,0.027600238,0.027541209,0.027482181,0.027423152,0.027364123,0.027305095,0.027246066,0.027082198,0.02691833,0.026754461,0.026590593,0.026426725,0.026262857,0.026098989,0.025935121,0.025771253,0.02592034,0.025622166,0.025473079,0.025323992,0.025174906,0.025025819,0.024876732,0.024727645,0.024578558,0.024429472,0.024280385,0.023982211,0.024252633,0.023711789,0.023441367,0.023170945,0.022900523,0.022630101,0.022089257,0.02176428,0.021439304,0.021114327,0.02078935,0.020464374,0.020139397,0.01981442,0.019489444,0.019410506,0.019331568,0.01925263,0.019173692,0.019094754,0.019015816,0.018936878,0.01885794,0.018955258,0.019052577,0.019149895,0.019247213,0.019344532,0.01944185,0.019539168,0.019568411,0.019597654,0.019626897,0.01965614,0.019685382,0.019714625,0.019743868,0.019773111,0.019802354,0.019831597,0.019860839,0.019890082,0.019919325,0.019752743,0.019586162,0.01941958,0.019252998,0.019086416,0.018919835,0.018753253,0.018586671,0.01842009,0.018253508,0.018086926,0.017920345,0.017753763,0.017587181,0.017420599,0.017254018,0.017087436,0.016920854,0.016754273,0.016587691
56,Ambient,WHCL,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Ambient,WHEA,R2,G-50,T90,0,12.36118631,1.200205135,0.91937337,0.638541606,0.544442773,0.45034394,0.403558726,0.356773513,0.303039249,0.249304984,0.255056259,0.260807533,0.266558807,0.232578526,0.198598245,0.197969926,0.197341606,0.196713286,0.196084966,0.189531604,0.182978242,0.17642488,0.167429187,0.158433495,0.149437802,0.140442109,0.135539947,0.130637785,0.125735623,0.121625273,0.117514924,0.113404574,0.109294224,0.10802567,0.106757116,0.105488562,0.10357587,0.101663178,0.099750486,0.097837794,0.095925102,0.09401241,0.092099718,0.092099718,0.092099718,0.092099718,0.092099718,0.092099718,0.092099718,0.092099718,0.08781994,0.083540161,0.079260383,0.074980605,0.070700826,0.066421048,0.06214127,0.06091008,0.05967889,0.0584477,0.057216509,0.055985319,0.054754129,0.053522939,0.052728142,0.051933345,0.051138548,0.050343751,0.049548954,0.048754156,0.047959359,0.047164562,0.046369765,0.045574968,0.045016945,0.044458922,0.043900898,0.043342875,0.042784852,0.042226829,0.041668806,0.040139006,0.038609205,0.037079405,0.035549605,0.034019805,0.032490005,0.030960205,0.031337347,0.031714489,0.03209163,0.032468772,0.032845914,0.033223056,0.033600198,0.033201966,0.032803735,0.032405504,0.032007273,0.031609041,0.03121081,0.030812579,0.030649402,0.030486225,0.030323047,0.03015987,0.029996693,0.029833516,0.029670339,0.029477107,0.029283875,0.029090642,0.02889741,0.028704178,0.028510946,0.028317714,0.028124482,0.02793125,0.028114161,0.027748338,0.027565426,0.027382514,0.027199602,0.027016691,0.026833779,0.026650867,0.026467955,0.026285043,0.026102131,0.025736308,0.025999694,0.025472922,0.025209536,0.024946149,0.024682763,0.024419377,0.023892605,0.023673217,0.023453829,0.023234441,0.023015053,0.022795665,0.022576277,0.022356889,0.022137501,0.022034315,0.021931129,0.021827944,0.021724758,0.021621572,0.021518386,0.0214152,0.021312014,0.021163709,0.021015404,0.020867099,0.020718794,0.020570489,0.020422184,0.020273878,0.020530447,0.020787016,0.021043585,0.021300154,0.021556722,0.021813291,0.02206986,0.022326429,0.022582997,0.022839566,0.023096135,0.023352704,0.023609272,0.02346038,0.023311487,0.023162594,0.023013701,0.022864808,0.022715915,0.022567022,0.022418129,0.022269236,0.022120343,0.02197145,0.021822557,0.021673665,0.021524772,0.021375879,0.021226986,0.021078093,0.0209292,0.020780307,0.020631414
60,Ambient,WHEA,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Drought,CLOV,R2,G-50,T90,0,11.76145821,1.102083386,0.850575134,0.599066882,0.516609225,0.434151568,0.391200147,0.348248726,0.302833434,0.257418142,0.264134017,0.270849893,0.277565768,0.246317923,0.215070078,0.215754037,0.216437995,0.217121953,0.217805911,0.207577171,0.197348431,0.187119691,0.175849472,0.164579253,0.153309034,0.142038815,0.136115062,0.130191309,0.124267557,0.120446856,0.116626155,0.112805454,0.108984752,0.105644923,0.102305094,0.098965265,0.097128453,0.09529164,0.093454828,0.091618016,0.089781204,0.087944391,0.086107579,0.086107579,0.086107579,0.086107579,0.086107579,0.086107579,0.086107579,0.086107579,0.082399736,0.078691894,0.074984051,0.071276208,0.067568366,0.063860523,0.06015268,0.059526575,0.05890047,0.058274365,0.05764826,0.057022155,0.05639605,0.055769945,0.054936377,0.05410281,0.053269242,0.052435675,0.051602108,0.05076854,0.049934973,0.049101405,0.048267838,0.04743427,0.047051766,0.046669261,0.046286757,0.045904252,0.045521748,0.045139243,0.044756739,0.043202957,0.041649176,0.040095395,0.038541614,0.036987832,0.035434051,0.03388027,0.034513381,0.035146492,0.035779603,0.036412714,0.037045825,0.037678936,0.038312047,0.037786032,0.037260017,0.036734001,0.036207986,0.035681971,0.035155956,0.03462994,0.034602086,0.034574231,0.034546376,0.034518522,0.034490667,0.034462812,0.034434958,0.034128965,0.033822973,0.033516981,0.033210988,0.032904996,0.032599003,0.032293011,0.031987018,0.031681026,0.031982564,0.031379488,0.03107795,0.030776412,0.030474874,0.030173336,0.029871798,0.02957026,0.029268722,0.028967184,0.028665646,0.028062569,0.029233414,0.026891725,0.02572088,0.024550035,0.02337919,0.022208345,0.019866656,0.02035354,0.020840424,0.021327308,0.021814192,0.022301076,0.02278796,0.023274844,0.023761728,0.023524561,0.023287395,0.023050228,0.022813062,0.022575895,0.022338728,0.022101562,0.021864395,0.021739933,0.02161547,0.021491007,0.021366545,0.021242082,0.02111762,0.020993157,0.02109563,0.021198103,0.021300575,0.021403048,0.021505521,0.021607993,0.021710466,0.021812939,0.021915411,0.022017884,0.022120357,0.022222829,0.022325302,0.022140785,0.021956267,0.021771749,0.021587232,0.021402714,0.021218197,0.021033679,0.020849162,0.020664644,0.020480127,0.020295609,0.020111092,0.019926574,0.019742057,0.019557539,0.019373022,0.019188504,0.019003987,0.018819469,0.018634952
64,Drought,CLOV,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Drought,NONE,R2,G-50,T90,0,12.35376212,0.84151317,0.658702316,0.475891463,0.418809704,0.361727944,0.324526975,0.287326006,0.237625615,0.187925223,0.193333047,0.19874087,0.204148694,0.178494348,0.152840002,0.151711695,0.150583389,0.149455082,0.148326776,0.14114002,0.133953264,0.126766508,0.120004034,0.113241559,0.106479084,0.09971661,0.095950642,0.092184675,0.088418708,0.086480619,0.08454253,0.082604441,0.080666352,0.077912873,0.075159393,0.072405914,0.070815818,0.069225722,0.067635625,0.066045529,0.064455433,0.062865337,0.061275241,0.061275241,0.061275241,0.061275241,0.061275241,0.061275241,0.061275241,0.061275241,0.058782141,0.056289041,0.053795941,0.051302841,0.048809741,0.046316641,0.043823541,0.043713407,0.043603273,0.043493139,0.043383005,0.043272871,0.043162737,0.043052602,0.042879706,0.042706809,0.042533913,0.042361016,0.04218812,0.042015223,0.041842326,0.04166943,0.041496533,0.041323637,0.041051286,0.040778936,0.040506586,0.040234236,0.039961885,0.039689535,0.039417185,0.038069589,0.036721993,0.035374397,0.034026801,0.032679205,0.031331609,0.029984013,0.030662585,0.031341157,0.032019729,0.032698301,0.033376873,0.034055445,0.034734017,0.034416242,0.034098467,0.033780692,0.033462916,0.033145141,0.032827366,0.03250959,0.032290885,0.03207218,0.031853475,0.03163477,0.031416064,0.031197359,0.030978654,0.030580573,0.030182493,0.029784412,0.029386331,0.028988251,0.02859017,0.028192089,0.027794009,0.027395928,0.02760671,0.027185146,0.026974363,0.026763581,0.026552799,0.026342017,0.026131234,0.025920452,0.02570967,0.025498887,0.025288105,0.024866541,0.024987563,0.024745518,0.024624496,0.024503474,0.024382451,0.024261429,0.024019384,0.023445837,0.02287229,0.022298743,0.021725196,0.021151649,0.020578102,0.020004555,0.019431008,0.019358163,0.019285318,0.019212473,0.019139628,0.019066783,0.018993938,0.018921093,0.018848248,0.018841025,0.018833801,0.018826577,0.018819354,0.01881213,0.018804907,0.018797683,0.018838737,0.018879791,0.018920846,0.0189619,0.019002954,0.019044008,0.019085063,0.019126117,0.019167171,0.019208225,0.01924928,0.019290334,0.019331388,0.019121895,0.018912402,0.018702909,0.018493416,0.018283923,0.01807443,0.017864938,0.017655445,0.017445952,0.017236459,0.017026966,0.016817473,0.01660798,0.016398487,0.016188994,0.015979501,0.015770008,0.015560515,0.015351022,0.015141529
68,Drought,NONE,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Drought,SHMX,R2,G-50,T90,0,11.35326322,1.099248979,0.862269216,0.625289453,0.528720773,0.432152092,0.393307051,0.354462009,0.303605844,0.252749679,0.256919062,0.261088445,0.265257827,0.242131662,0.219005498,0.214969604,0.210933711,0.206897818,0.202861924,0.196072329,0.189282734,0.182493139,0.175667987,0.168842835,0.162017684,0.155192532,0.149141402,0.143090272,0.137039142,0.133823033,0.130606924,0.127390816,0.124174707,0.11975994,0.115345173,0.110930406,0.10856267,0.106194934,0.103827197,0.101459461,0.099091725,0.096723989,0.094356252,0.094356252,0.094356252,0.094356252,0.094356252,0.094356252,0.094356252,0.094356252,0.089741931,0.085127609,0.080513288,0.075898966,0.071284645,0.066670323,0.062056002,0.061443588,0.060831174,0.06021876,0.059606346,0.058993932,0.058381518,0.057769104,0.05703733,0.056305557,0.055573784,0.054842011,0.054110238,0.053378464,0.052646691,0.051914918,0.051183145,0.050451372,0.047975119,0.045498866,0.043022613,0.04054636,0.038070108,0.035593855,0.033117602,0.033460786,0.033803971,0.034147155,0.034490339,0.034833524,0.035176708,0.035519892,0.037115815,0.038711738,0.04030766,0.041903583,0.043499505,0.045095428,0.046691351,0.045630438,0.044569526,0.043508613,0.042447701,0.041386788,0.040325876,0.039264963,0.038430975,0.037596986,0.036762998,0.03592901,0.035095022,0.034261033,0.033427045,0.033075511,0.032723977,0.032372443,0.03202091,0.031669376,0.031317842,0.030966308,0.030614774,0.03026324,0.030284434,0.030242047,0.030220853,0.030199659,0.030178466,0.030157272,0.030136079,0.030114885,0.030093691,0.030072498,0.030051304,0.030008917,0.030534563,0.029483271,0.028957625,0.028431979,0.027906333,0.027380687,0.026329395,0.02603986,0.025750325,0.02546079,0.025171256,0.024881721,0.024592186,0.024302651,0.024013116,0.023758649,0.023504182,0.023249715,0.022995248,0.022740781,0.022486314,0.022231846,0.021977379,0.022063081,0.022148784,0.022234486,0.022320188,0.02240589,0.022491592,0.022577294,0.022692601,0.022807907,0.022923213,0.02303852,0.023153826,0.023269132,0.023384438,0.023499745,0.023615051,0.023730357,0.023845663,0.02396097,0.024076276,0.023815374,0.023554471,0.023293569,0.023032667,0.022771764,0.022510862,0.022249959,0.021989057,0.021728155,0.021467252,0.02120635,0.020945448,0.020684545,0.020423643,0.020162741,0.019901838,0.019640936,0.019380033,0.019119131,0.018858229
72,Drought,SHMX,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Drought,WHCL,R2,G-50,T90,0,11.45466705,1.189044335,0.915939417,0.6428345,0.541978597,0.441122694,0.406543718,0.371964743,0.309242503,0.246520263,0.248023196,0.249526129,0.251029061,0.2312405,0.21145194,0.20633428,0.20121662,0.19609896,0.190981301,0.186112859,0.181244418,0.176375977,0.170633684,0.164891391,0.159149097,0.153406804,0.151817422,0.150228039,0.148638657,0.146101078,0.1435635,0.141025922,0.138488343,0.133764114,0.129039886,0.124315657,0.121960431,0.119605205,0.117249979,0.114894753,0.112539527,0.110184301,0.107829075,0.107829075,0.107829075,0.107829075,0.107829075,0.107829075,0.107829075,0.107829075,0.104530639,0.101232204,0.097933768,0.094635332,0.091336896,0.088038461,0.084740025,0.080062044,0.075384064,0.070706083,0.066028103,0.061350123,0.056672142,0.051994162,0.051161283,0.050328404,0.049495525,0.048662646,0.047829767,0.046996889,0.04616401,0.045331131,0.044498252,0.043665373,0.042997875,0.042330378,0.04166288,0.040995383,0.040327885,0.039660388,0.03899289,0.037626718,0.036260545,0.034894373,0.0335282,0.032162028,0.030795855,0.029429683,0.029749329,0.030068975,0.030388621,0.030708267,0.031027913,0.031347559,0.031667205,0.031475323,0.03128344,0.031091558,0.030899676,0.030707794,0.030515911,0.030324029,0.029632734,0.02894144,0.028250145,0.02755885,0.026867555,0.026176261,0.025484966,0.025230701,0.024976436,0.02472217,0.024467905,0.02421364,0.023959375,0.02370511,0.023450844,0.023196579,0.023125492,0.023267666,0.023338753,0.02340984,0.023480926,0.023552013,0.0236231,0.023694187,0.023765273,0.02383636,0.023907447,0.02404962,0.024528965,0.023570276,0.023090931,0.022611586,0.022132241,0.021652896,0.020694207,0.02029257,0.019890933,0.019489297,0.01908766,0.018686023,0.018284386,0.01788275,0.017481113,0.017223234,0.016965356,0.016707477,0.016449599,0.01619172,0.015933842,0.015675963,0.015418084,0.015537339,0.015656594,0.015775849,0.015895103,0.016014358,0.016133613,0.016252868,0.016362031,0.016471194,0.016580358,0.016689521,0.016798685,0.016907848,0.017017011,0.017126175,0.017235338,0.017344502,0.017453665,0.017562828,0.017671992,0.017383361,0.01709473,0.0168061,0.016517469,0.016228838,0.015940207,0.015651577,0.015362946,0.015074315,0.014785684,0.014497054,0.014208423,0.013919792,0.013631161,0.013342531,0.0130539,0.012765269,0.012476638,0.012188008,0.011899377
76,Drought,WHCL,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Drought,WHEA,R2,G-50,T90,0,11.5956273,1.39592791,1.06617841,0.736428909,0.631174063,0.525919216,0.463253704,0.400588192,0.341000458,0.281412723,0.265457634,0.249502545,0.233547456,0.212113644,0.190679831,0.186315263,0.181950695,0.177586127,0.17322156,0.158574954,0.143928348,0.129281742,0.128228044,0.127174346,0.126120647,0.125066949,0.121820776,0.118574603,0.11532843,0.114184743,0.113041057,0.11189737,0.110753684,0.105408071,0.100062458,0.094716845,0.093974098,0.09323135,0.092488603,0.091745856,0.091003109,0.090260362,0.089517615,0.089517615,0.089517615,0.089517615,0.089517615,0.089517615,0.089517615,0.089517615,0.086130234,0.082742852,0.07935547,0.075968089,0.072580707,0.069193326,0.065805944,0.064785136,0.063764329,0.062743521,0.061722713,0.060701905,0.059681097,0.058660289,0.057916742,0.057173194,0.056429647,0.055686099,0.054942552,0.054199004,0.053455456,0.052711909,0.051968361,0.051224814,0.050078263,0.048931711,0.04778516,0.046638609,0.045492058,0.044345507,0.043198955,0.041760114,0.040321272,0.03888243,0.037443588,0.036004746,0.034565904,0.033127063,0.033241318,0.033355573,0.033469828,0.033584083,0.033698338,0.033812594,0.033926849,0.033850638,0.033774427,0.033698215,0.033622004,0.033545793,0.033469582,0.033393371,0.032567255,0.031741139,0.030915022,0.030088906,0.02926279,0.028436674,0.027610558,0.027218719,0.026826879,0.02643504,0.026043201,0.025651362,0.025259523,0.024867683,0.024475844,0.024084005,0.024283042,0.023884969,0.023685932,0.023486896,0.02328786,0.023088823,0.022889787,0.022690751,0.022491714,0.022292678,0.022093641,0.021695569,0.02180489,0.021586247,0.021476926,0.021367604,0.021258283,0.021148961,0.020930318,0.02060383,0.020277342,0.019950854,0.019624366,0.019297879,0.018971391,0.018644903,0.018318415,0.017771052,0.017223689,0.016676326,0.016128964,0.015581601,0.015034238,0.014486875,0.013939512,0.01367283,0.013406148,0.013139467,0.012872785,0.012606103,0.012339421,0.012072739,0.012291716,0.012510694,0.012729671,0.012948649,0.013167626,0.013386603,0.013605581,0.013824558,0.014043535,0.014262513,0.01448149,0.014700468,0.014919445,0.014972057,0.015024669,0.015077281,0.015129893,0.015182505,0.015235117,0.015287729,0.015340341,0.015392953,0.015445566,0.015498178,0.01555079,0.015603402,0.015656014,0.015708626,0.015761238,0.01581385,0.015866462,0.015919074,0.015971686
80,Drought,WHEA,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Ambient,CLOV,R3,G-50,T90,0,9.148210742,0.968129472,0.746228955,0.524328437,0.44833164,0.372334842,0.339925444,0.307516046,0.257333951,0.207151856,0.209768274,0.212384693,0.215001111,0.190719232,0.166437352,0.162543996,0.158650639,0.154757282,0.150863925,0.145048611,0.139233297,0.133417982,0.128301022,0.123184062,0.118067101,0.112950141,0.110556143,0.108162145,0.105768148,0.103893235,0.102018322,0.10014341,0.098268497,0.095333376,0.092398255,0.089463133,0.087622161,0.085781189,0.083940217,0.082099245,0.080258273,0.0784173,0.076576328,0.076576328,0.076576328,0.076576328,0.076576328,0.076576328,0.076576328,0.076576328,0.072025308,0.067474287,0.062923266,0.058372245,0.053821225,0.049270204,0.044719183,0.045439187,0.04615919,0.046879193,0.047599197,0.0483192,0.049039204,0.049759207,0.049271028,0.048782848,0.048294669,0.047806489,0.04731831,0.04683013,0.046341951,0.045853772,0.045365592,0.044877413,0.044398512,0.043919612,0.043440712,0.042961812,0.042482911,0.042004011,0.041525111,0.040337051,0.039148992,0.037960932,0.036772873,0.035584813,0.034396753,0.033208694,0.033628531,0.034048368,0.034468206,0.034888043,0.03530788,0.035727717,0.036147555,0.036317742,0.036487929,0.036658117,0.036828304,0.036998491,0.037168679,0.037338866,0.036165225,0.034991584,0.033817942,0.032644301,0.03147066,0.030297019,0.029123378,0.029262608,0.029401837,0.029541067,0.029680297,0.029819527,0.029958756,0.030097986,0.030237216,0.030376446,0.030508705,0.030244187,0.030111928,0.029979669,0.02984741,0.029715152,0.029582893,0.029450634,0.029318375,0.029186116,0.029053857,0.02878934,0.029066496,0.028512183,0.028235026,0.027957869,0.027680712,0.027403556,0.026849242,0.026495804,0.026142366,0.025788927,0.025435489,0.025082051,0.024728612,0.024375174,0.024021736,0.023826314,0.023630893,0.023435472,0.02324005,0.023044629,0.022849208,0.022653787,0.022458365,0.022510345,0.022562326,0.022614306,0.022666286,0.022718266,0.022770246,0.022822227,0.022952242,0.023082257,0.023212271,0.023342286,0.023472301,0.023602316,0.023732331,0.023862346,0.023992361,0.024122376,0.024252391,0.024382406,0.02451242,0.024258685,0.02400495,0.023751215,0.02349748,0.023243745,0.02299001,0.022736275,0.02248254,0.022228805,0.021975069,0.021721334,0.021467599,0.021213864,0.020960129,0.020706394,0.020452659,0.020198924,0.019945189,0.019691454,0.019437718
84,Ambient,CLOV,R3,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
