Sample number,Moisture treatment,Residue type,Lab rep,Glucose addition treatment,Harvest day,Initial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193
42,control,CLOV,R2,G-50,T90,15440,0,17.73766208,34.41102916,50.45351163,65.86510947,82.16129502,99.34206826,117.0271604,135.2165714,151.1686139,164.8832877,179.1854338,194.075052,209.5521423,224.0291006,237.5059269,250.9372162,264.3229684,277.6631836,290.9578618,303.9276143,316.5724411,328.8923422,340.7797146,352.2345583,363.2568733,373.8466596,384.2153979,394.3630883,404.2897308,414.1145545,423.8375596,433.458746,442.9781137,452.356585,461.5941598,470.6908382,479.8065476,488.941288,498.0950594,507.2678618,516.4596951,525.6705595,534.9004548,543.9926094,552.9470231,561.7636962,570.4426284,578.9838199,587.3872706,595.6529805,603.7626379,611.7162429,619.5137954,627.1552954,634.6407429,641.9701379,649.1434804,656.2672989,663.3415934,670.3663638,677.3416102,684.2673325,691.1435308,697.970205,704.7705564,711.544585,718.2922908,725.0136738,731.7087339,738.3774713,745.0198858,751.6359775,758.2257464,764.7891925,771.2946456,777.7421058,784.131573,790.4630473,796.7365286,802.952017,809.1095123,815.1002949,820.9243645,826.5817213,832.0723651,837.3962961,842.5535142,847.5440194,852.6680774,857.9256882,863.3168517,868.841568,874.499837,880.2916588,886.2170334,892.0864149,897.8998034,903.6571987,909.358601,915.0040103,920.5934264,926.1268495,931.6571524,937.1843351,942.7083975,948.2293398,953.7471619,959.2618638,964.7734455,970.2091708,975.5690397,980.8530522,986.0612083,991.1935079,996.2499512,1001.230538,1006.135269,1010.964143,1015.783769,1020.621891,1025.46926,1030.325878,1035.191743,1040.066856,1044.951217,1049.844825,1054.747682,1059.659786,1064.581138,1069.520986,1074.515418,1079.400681,1084.23136,1089.007453,1093.728963,1098.395888,1102.953643,1107.473,1111.953956,1116.396514,1120.800671,1125.166429,1129.493788,1133.782747,1138.033307,1142.243361,1146.412911,1150.541956,1154.630496,1158.678531,1162.686062,1166.653087,1170.579608,1174.525136,1178.489671,1182.473214,1186.475765,1190.497323,1194.537889,1198.597462,1202.681458,1206.789877,1210.922718,1215.079983,1219.261669,1223.467779,1227.698311,1231.953266,1236.232644,1240.536444,1244.864667,1249.217313,1253.594381,1257.931211,1262.227803,1266.484157,1270.700272,1274.876149,1279.011788,1283.107188,1287.16235,1291.177274,1295.15196,1299.086407,1302.980616,1306.834587,1310.648319,1314.421813,1318.155069,1321.848087,1325.500866,1329.113407,1332.685709
44,control,CLOV,R2,G-00,T90,15390,0,16.80170125,33.79161724,50.10929522,65.75473519,81.44865718,97.1910612,112.8554799,128.4419133,142.8810618,156.1729254,169.742897,183.5909765,197.717164,210.4813912,221.8836582,233.36087,244.9130266,256.5401281,268.2421743,279.8658406,291.4111268,302.878033,313.8944172,324.4602793,334.5756193,344.2404372,353.6729766,362.8732374,371.8412195,380.7683857,389.6547358,398.5002698,407.3049878,415.9503179,424.4362599,432.762814,441.1232551,449.5175833,457.9457985,466.4079008,474.9038901,483.4337665,491.99753,500.4842494,508.8939248,517.2265561,525.4821434,533.6606866,541.7621859,549.7866411,557.7087832,565.5286124,573.2461286,580.8613319,588.3742221,595.7847993,603.0930635,610.3438551,617.537174,624.6730203,631.7513939,638.7722949,645.7357231,652.6416788,659.4883723,666.2758039,673.0039733,679.6728807,686.282526,692.8329092,699.3240304,705.7558895,712.1284866,718.4418216,724.7354426,731.0093496,737.2635427,743.4980217,749.7127868,755.9078378,762.0831749,768.0794321,773.8966094,779.5347068,784.9937242,790.2736618,795.3745195,800.2962973,805.3427722,810.5139444,815.8098138,821.2303803,826.7756441,832.445605,838.2402631,844.014761,849.7690986,855.5032759,861.217293,866.9111497,872.5848462,878.2383825,883.8351675,889.3752012,894.8584837,900.285015,905.654795,910.9678238,916.2241014,921.452944,926.6543515,931.828324,936.9748616,942.0939641,947.1856316,952.2498642,957.2866617,962.2960242,967.3068809,972.3147492,977.3211233,982.3260032,987.3293889,992.3312803,997.3316776,1002.330581,1007.327989,1012.323904,1017.318325,1022.309757,1027.341061,1032.292621,1037.204307,1042.076121,1046.908062,1051.700131,1056.412454,1061.08055,1065.704419,1070.284061,1074.819476,1079.310664,1083.757625,1088.160359,1092.518865,1096.84236,1101.130842,1105.384311,1109.602767,1113.786212,1117.934643,1122.048062,1126.126469,1130.211251,1134.30241,1138.399945,1142.503857,1146.614144,1150.730808,1154.853848,1158.976521,1163.098827,1167.220766,1171.342338,1175.463543,1179.584382,1183.704853,1187.824957,1191.944694,1196.064065,1200.183068,1204.301704,1208.419974,1212.516584,1216.591534,1220.644824,1224.676455,1228.686426,1232.674738,1236.64139,1240.586382,1244.509714,1248.411387,1252.291401,1256.149754,1259.986448,1263.801482,1267.594857,1271.366572,1275.116627,1278.845023,1282.551759,1286.236835
46,control,NONE,R2,G-50,T90,11710,0,6.504185043,15.17381422,23.40318925,31.19231013,38.99715696,46.81772974,54.6767442,62.57420032,69.99688666,76.94480322,84.18736333,91.72456698,99.55641416,106.8714504,113.6696756,120.5800227,127.6024917,134.7370827,141.9837955,149.178936,156.3225042,163.4145,170.2936984,176.9600994,183.4137031,189.6545093,195.7645739,201.7438969,207.5924782,213.3686339,219.072364,224.7036684,230.2625473,235.7728346,241.2345303,246.6476344,252.0478952,257.4353128,262.809887,268.171618,273.5205057,278.8565501,284.1797513,289.4846864,294.7713555,300.0397586,305.2898957,310.5217668,315.7353718,320.9307109,326.0368996,331.0539381,335.9818262,340.820564,345.5701515,350.2305886,354.8018755,359.3920798,364.0012015,368.6292407,373.2761973,377.9420714,382.6268628,387.3305718,391.9400993,396.4554455,400.8766102,405.2035936,409.4363957,413.5750163,417.6194556,421.5697135,425.42579,429.1876851,433.0007954,436.8651209,440.7806615,444.7474172,448.7653882,452.8345743,456.9549755,460.9613388,464.853664,468.6319512,472.2962004,475.8464116,479.2825848,482.60472,486.0096288,489.4973111,493.0677671,496.7209967,500.4569999,504.2757767,508.1773271,512.0529416,515.9026202,519.7263631,523.52417,527.2960411,531.0419763,534.7619757,538.4729035,542.1747596,545.8675442,549.5512572,553.2258986,556.8914684,560.5479666,564.2031223,567.8569355,571.5094063,575.1605346,578.8103204,582.4587637,586.1058645,589.7516229,593.3960388,597.0457467,600.6848706,604.3187024,607.9472422,611.57049,615.1884458,618.8011096,622.4084814,626.0105611,629.6073488,633.1988445,636.7797562,640.3848863,643.9415795,647.4740544,650.9823108,654.4663488,657.9261685,661.3375512,664.6997984,668.0129098,671.2768856,674.4917257,677.6574302,680.773999,683.8414321,686.8597295,689.8610434,692.8453735,695.8127201,698.763083,701.6964622,704.6128579,707.5122698,710.3946982,713.2777744,716.1614984,719.0458703,721.93089,724.8165576,727.702873,730.5898362,733.4793742,736.3714869,739.2661743,742.1634365,745.0632734,747.965685,750.8706714,753.7782325,756.6883683,759.6010788,762.5163641,765.4342241,768.3546589,771.2580751,774.1444729,777.0138521,779.8662128,782.7015551,785.5198789,788.3211841,791.1054709,793.8727391,796.6229889,799.3562202,802.072433,804.7716272,807.453803,810.1189603,812.7670991,815.3982194,818.0123212,820.6094045,823.1894693
48,control,NONE,R2,G-00,T90,11960,0,7.577555032,15.26180717,22.67402744,29.81421584,36.97776419,44.16467249,51.43188164,58.77939164,65.68654771,72.15334986,78.84580151,85.76390267,92.90765334,99.62308145,105.910187,112.2979709,118.7864331,125.3755736,132.0653924,138.7169546,145.3302601,151.9053089,158.3430045,164.6433469,170.8063361,176.8319721,182.7157984,188.4578149,194.0580216,199.5637198,204.9749093,210.2915903,215.5137626,220.7644632,226.0436919,231.351449,236.6574677,241.961748,247.2642901,252.5650938,257.8641592,263.1614863,268.457075,273.6627089,278.7783881,283.8041124,288.739882,293.5856967,298.3415567,303.0074619,307.7108512,312.4517247,317.2300824,322.0459242,326.8992503,331.7900604,336.7183548,341.5870185,346.3960514,351.1454537,355.8352254,360.4653663,365.0358765,369.5467561,374.0537506,378.55686,383.0560845,387.5514239,392.0428783,396.5304477,401.014132,405.4939313,409.9698455,414.4418748,418.9113791,423.3783584,427.8428128,432.3047423,436.7641468,441.2210265,445.6753811,449.9938762,454.1765117,458.2232876,462.134204,465.9092607,469.5484579,473.0517955,476.6079605,480.2169529,483.8787726,487.5934197,491.3608943,495.1811961,499.0543254,502.9148485,506.7627655,510.5980764,514.4207811,518.2308797,522.0283722,525.8132585,529.5817978,533.33399,537.0698351,540.7893331,544.492484,548.1792879,551.8497447,555.5140622,559.1722403,562.824279,566.4701784,570.1099385,573.7435592,577.3710405,580.9923825,584.6075851,588.2436695,591.8379904,595.4114297,598.9639873,602.4956633,606.0064575,609.4963701,612.965401,616.4135502,619.8408178,623.2472037,626.6118262,630.0097743,633.3410712,636.6390424,639.903688,643.1350079,646.3330021,649.4643451,652.5627751,655.6282923,658.6608965,661.6605878,664.6273663,667.5612318,670.4621844,673.3302241,676.1766875,679.0015746,681.8048855,684.5866201,687.3467783,690.0853603,692.802366,695.4977954,698.2069005,700.9296813,703.6661378,706.41627,709.1800779,711.9575615,714.7487207,717.5374076,720.3236221,723.1073641,725.8886337,728.667431,731.4437558,734.2176082,736.9889882,739.7578958,742.524331,745.2882937,748.0497841,750.808802,753.5546585,756.2873534,759.0068868,761.7132587,764.4064691,767.086518,769.7534054,772.4071313,775.0476956,777.6750984,780.2893398,782.8904196,785.4783379,788.0530947,790.61469,793.1631237,795.698396,798.2205068,800.729456,803.2252437
50,control,SHMX,R2,G-50,T90,15730,0,18.40850202,35.95131631,52.42850622,67.84007174,83.56477269,99.60260909,115.6225705,131.624657,146.5905805,160.5203412,174.7138766,189.1711867,203.8922714,217.3486866,229.540432,241.8222607,254.1941726,266.6561677,279.208246,291.6074437,303.8537606,315.9471969,327.5520678,338.6683733,349.2961134,359.435288,369.3299837,378.9802007,388.3859387,397.773511,407.1429175,416.4941582,425.8272331,435.0159776,444.0603918,452.9604755,461.799966,470.5788632,479.2971672,487.9548779,496.5519953,505.0885194,513.5644503,521.9814272,530.3394499,538.6385186,546.8786333,555.0597939,563.1820004,571.2452529,579.1096316,586.7751364,594.2417674,601.5095245,608.5784079,615.4484174,622.1195531,628.7719894,635.4057265,642.0207643,648.6171028,655.194742,661.7536819,668.2939225,674.76948,681.1803545,687.526546,693.8080544,700.0248798,706.1770221,712.2644814,718.2872577,724.2453509,730.138761,736.0143933,741.8722477,747.7123241,753.5346227,759.3391433,765.1258861,770.8948509,776.5036822,781.9523798,787.240944,792.3693745,797.3376715,802.1458348,806.7938647,811.5506443,816.4161739,821.3904534,826.4734827,831.6652619,836.965791,842.37507,847.7439242,853.0723537,858.3603585,863.6079384,868.8150937,873.9818241,879.1081299,884.2172985,889.3093299,894.3842242,899.4419813,904.4826013,909.5060842,914.5124299,919.5008832,924.4714441,929.4241126,934.3588887,939.2757724,944.1747638,949.0558627,953.9190693,958.7643834,963.6253826,968.4550117,973.2689556,978.0672145,982.8497882,987.6166769,992.3678805,997.1033989,1001.823232,1006.527381,1011.215844,1015.872937,1020.567823,1025.187123,1029.768629,1034.312342,1038.818261,1043.286387,1047.678926,1052.036885,1056.360262,1060.649058,1064.903274,1069.122908,1073.307962,1077.458434,1081.574325,1085.649996,1089.685447,1093.680678,1097.635688,1101.550478,1105.425047,1109.259396,1113.053525,1116.854577,1120.662553,1124.477452,1128.299275,1132.128022,1135.963691,1139.806284,1143.661772,1147.530154,1151.411429,1155.305599,1159.212664,1163.132622,1167.065475,1171.011222,1174.969863,1178.941398,1182.925828,1186.923152,1190.93337,1194.930114,1198.913385,1202.883182,1206.839505,1210.782355,1214.711731,1218.627634,1222.530063,1226.419018,1230.2945,1234.156508,1238.005043,1241.840104,1245.661691,1249.469805,1253.264445,1257.045611,1260.813304,1264.567523,1268.308269
52,control,SHMX,R2,G-00,T90,15540,0,17.44650291,35.02358578,51.93939663,68.19393546,84.77574995,101.6848401,118.4555583,135.0879047,149.4856646,161.6488382,173.5719053,185.2548658,196.6977198,208.5024373,220.6690182,232.9469571,245.336254,257.836909,270.4489219,282.6704167,294.5013934,305.9418521,316.4959253,326.1636129,334.9449151,342.8398319,351.0295519,359.5140752,368.2934017,377.1360512,386.0420237,395.0113191,404.0439375,412.8597936,421.4588872,429.8412185,438.2062266,446.5539114,454.8842731,463.1973115,471.4930267,479.7714187,488.0324875,496.1453901,504.1101265,511.9266967,519.5951008,527.1153386,534.4874103,541.7113159,548.8447686,555.8877685,562.8403156,569.70241,576.4740515,583.1552402,589.7459762,596.3019624,602.823199,609.3096859,615.7614231,622.1784106,628.5606484,634.9081366,641.2173153,647.4881847,653.7207447,659.9149953,666.0709365,672.1885683,678.2678907,684.3089037,690.3116074,696.2760016,702.2213989,708.1477992,714.0552025,719.9436088,725.8130181,731.6634304,737.4948458,743.160546,748.6605311,753.9948011,759.163356,764.1661958,769.0033205,773.6747301,778.2864085,782.8383556,787.3305714,791.7630561,796.1358095,800.4488317,804.7021226,809.0790254,813.5795399,818.2036663,822.9514044,827.8227544,832.8177161,837.9362897,843.0531933,848.1684271,853.281991,858.393885,863.5041091,868.6126634,873.7195477,878.7930918,883.8332957,888.8401594,893.8136828,898.7538659,903.6607088,908.5342115,913.374374,918.1811962,922.9976753,927.7948406,932.5823489,937.3602002,942.1283946,946.8869321,951.6358126,956.3750361,961.1046027,965.8245124,970.5347651,975.2257039,980.2949525,984.6075815,988.5419007,992.0979101,995.2756097,998.0749994,1000.11777,1002.39561,1004.908521,1007.656503,1010.639555,1013.857677,1017.31087,1020.999133,1024.922467,1028.813373,1032.671851,1036.497902,1040.291525,1044.05272,1047.781487,1051.477827,1055.141738,1058.894433,1062.73591,1066.666169,1070.685212,1074.793037,1078.989644,1083.275034,1087.500123,1091.664911,1095.769399,1099.813585,1103.79747,1107.721055,1111.584338,1115.38732,1119.130002,1122.812382,1126.434462,1129.99624,1133.497718,1136.914227,1140.245769,1143.492343,1146.653948,1149.730586,1152.722255,1155.628957,1158.45069,1161.187456,1163.839253,1166.406083,1168.887944,1171.284838,1173.596763,1175.823721,1177.96571,1180.022732,1181.994785,1183.881871,1185.683988
54,control,WHCL,R2,G-50,T90,15150,0,21.35791912,41.34272699,60.47343329,78.75003802,97.1078661,115.5469176,134.0311036,152.5604243,169.8329984,185.8488261,202.3339171,219.2882715,236.7118893,252.5794914,266.8910777,281.3364903,295.9157291,310.628794,325.4756852,340.1217923,354.5671154,368.8116546,382.6196904,395.9912231,408.9262524,421.4247786,433.7155469,445.7985576,457.6738105,469.3059145,480.6948697,491.8406759,502.7433332,513.4171859,523.8622338,534.0784769,544.1990003,554.223804,564.1528878,573.9862519,583.7238963,593.3658208,602.9120257,612.3142508,621.5724963,630.6867621,639.6570482,648.4833547,657.1656815,665.7040286,674.0351049,682.1589104,690.075445,697.7847089,705.2867019,712.5814241,719.6688755,726.666155,733.5732628,740.3901988,747.116963,753.7535554,760.299976,766.7562248,773.1471716,779.4728163,785.733159,791.9281997,798.0579383,804.1223749,810.1215095,816.055342,821.9238725,827.727101,833.501219,839.2462265,844.9621236,850.6489103,856.3065865,861.9351522,867.5346075,872.966211,878.2299628,883.3258628,888.2539111,893.0141076,897.6064524,902.0309454,906.5475247,911.1561903,915.8569422,920.6497805,925.534705,930.5117158,935.580813,940.6132466,945.6090167,950.5681232,955.4905662,960.3763457,965.2254616,970.037914,974.8543055,979.674636,984.4989056,989.3271143,994.159262,998.9953488,1003.835375,1008.642112,1013.41556,1018.15572,1022.862591,1027.536173,1032.176466,1036.78347,1041.357186,1045.897613,1050.446563,1054.978467,1059.501848,1064.016705,1068.523039,1073.02085,1077.510137,1081.990901,1086.463142,1090.92686,1095.382054,1099.820202,1104.293109,1108.696498,1113.065129,1117.399002,1121.698116,1125.962471,1130.15731,1134.291843,1138.366071,1142.379994,1146.333612,1150.226924,1154.059932,1157.832634,1161.545032,1165.239589,1168.916306,1172.575184,1176.216221,1179.839419,1183.444776,1187.032294,1190.601971,1194.206494,1197.845861,1201.520074,1205.229132,1208.973035,1212.751783,1216.565376,1220.371831,1224.171149,1227.96333,1231.748373,1235.526279,1239.297047,1243.060678,1246.817171,1250.566527,1254.308745,1258.043826,1261.77177,1265.492576,1269.177922,1272.827808,1276.442235,1280.021202,1283.564708,1287.072756,1290.545343,1293.98247,1297.384138,1300.750346,1304.081094,1307.376382,1310.63621,1313.860579,1317.049488,1320.202937,1323.320926,1326.403455,1329.450524,1332.462134
56,control,WHCL,R2,G-00,T90,15270,0,20.10864696,40.7660372,60.34244065,78.83785731,98.76109303,120.1121478,139.9140248,158.1667241,174.8874111,190.076086,205.8671743,222.2606762,239.2565915,254.8884789,269.1563382,283.8612905,299.0033356,314.5824736,330.5987045,346.1149269,361.1311406,375.6473457,389.5217721,402.7544196,415.3452884,427.2943784,438.9220955,450.2284398,461.2134111,472.1164295,482.9374952,493.6766079,504.3337679,514.8278297,525.1587935,535.3266592,545.4197252,555.4379916,565.3814584,575.2501255,585.043993,594.7630608,604.4073289,613.8737412,623.1622977,632.2729983,641.205843,649.9608319,658.537965,666.9372421,675.1755865,683.252998,691.1694766,698.9250223,706.5196352,713.9533153,721.2260625,728.3929343,735.4539308,742.4090519,749.2582976,756.001668,762.6391631,769.1707827,775.6452687,782.0626211,788.4228398,794.7259249,800.9718763,807.1606941,813.2923783,819.3669287,825.3843456,831.3446288,837.2828915,843.1991338,849.0933556,854.9655569,860.8157378,866.6438982,872.4500382,878.1075196,883.6163423,888.9765065,894.1880121,899.250859,904.1650474,908.9305771,913.7913067,918.7472361,923.7983653,928.9446942,934.186223,939.5229516,944.9548801,950.3752753,955.7841374,961.1814663,966.5672621,971.9415248,977.3042542,982.6554505,987.9708011,993.250306,998.4939652,1003.701779,1008.873746,1014.009868,1019.110145,1024.200961,1029.282317,1034.354213,1039.416648,1044.469624,1049.513139,1054.547194,1059.571789,1064.586924,1069.617493,1074.617194,1079.601463,1084.570298,1089.5237,1094.461669,1099.384205,1104.291308,1109.182977,1114.059214,1118.920017,1123.749954,1128.607733,1133.409827,1138.184078,1142.930485,1147.64905,1152.339772,1156.974808,1161.557664,1166.088341,1170.566839,1174.993157,1179.367295,1183.689254,1187.959034,1192.176634,1196.356803,1200.499542,1204.60485,1208.672727,1212.703174,1216.69619,1220.651775,1224.569929,1228.497619,1232.434844,1236.381605,1240.337902,1244.303734,1248.279102,1252.264005,1256.243764,1260.218379,1264.18785,1268.152178,1272.111361,1276.0654,1280.014295,1283.958046,1287.896653,1291.830116,1295.758435,1299.68161,1303.599641,1307.499938,1311.3825,1315.247328,1319.094422,1322.923781,1326.735406,1330.529296,1334.305453,1338.063874,1341.804562,1345.527515,1349.232734,1352.920218,1356.589968,1360.241984,1363.876265,1367.492812,1371.091625,1374.672703,1378.236047
58,control,WHEA,R2,G-50,T90,15450,0,26.70674147,52.7966861,77.59213616,101.0930917,125.6781985,151.3474568,175.9109634,199.3687183,220.4212867,239.0686687,258.4759273,278.6430627,299.5700747,318.8198594,336.3924166,354.2325005,372.3401109,390.715248,409.3579117,427.6963225,445.7304805,463.4603857,480.3095611,496.2780067,511.3657226,525.5727087,539.4353999,552.9537961,566.1278974,578.9700945,591.4803874,603.6587761,615.5052606,627.1538212,638.6044577,649.8571703,661.0325083,672.1304717,683.1510605,694.0942748,704.9601144,715.7485795,726.4596699,736.9687987,747.2759658,757.3811712,767.2844149,776.9856969,786.4850172,795.7823758,804.8502778,813.6887233,822.2977122,830.6772445,838.8273203,846.7479395,854.4391022,862.028211,869.515266,876.9002671,884.1832145,891.364108,898.4429476,905.4197334,912.3327759,919.1820751,925.9676309,932.6894434,939.3475126,945.9418384,952.4724209,958.9392601,965.3423559,971.6817084,977.9931734,984.276751,990.532441,996.7602436,1002.960159,1009.132186,1015.276326,1021.229714,1026.992348,1032.564229,1037.945358,1043.135733,1048.135356,1052.944226,1057.847607,1062.845499,1067.937902,1073.124816,1078.406241,1083.782177,1089.252624,1094.68205,1100.070452,1105.417833,1110.724192,1115.989528,1121.213843,1126.397135,1131.558268,1136.697243,1141.814059,1146.908716,1151.981214,1157.031554,1162.059735,1167.061795,1172.037733,1176.987549,1181.911244,1186.808818,1191.68027,1196.5256,1201.344809,1206.137897,1210.958336,1215.724072,1220.462456,1225.173489,1229.85717,1234.5135,1239.142478,1243.744104,1248.318379,1252.865302,1257.384873,1261.849742,1266.336773,1270.779479,1275.20002,1279.598399,1283.974615,1288.328667,1292.638392,1296.924342,1301.186515,1305.424912,1309.639533,1313.830378,1317.997446,1322.140739,1326.260255,1330.348218,1334.404629,1338.429488,1342.422793,1346.384547,1350.314748,1354.213396,1358.080491,1361.934947,1365.776761,1369.605936,1373.422469,1377.226363,1381.017616,1384.796228,1388.598687,1392.424992,1396.275143,1400.149141,1404.046985,1407.968674,1411.914211,1415.883593,1419.876821,1423.893896,1427.934817,1431.999585,1436.088198,1440.151338,1444.189004,1448.201196,1452.187914,1456.149159,1460.084929,1463.995226,1467.880049,1471.739399,1475.573274,1479.381676,1483.164604,1486.922058,1490.654039,1494.360545,1498.041578,1501.697137,1505.327223,1508.931834,1512.510972
60,control,WHEA,R2,G-00,T90,14430,0,23.70925493,49.2254087,73.27777495,95.86635366,117.9711294,139.5921021,160.2650462,179.9899617,198.3363628,215.3042496,232.6935936,250.504395,268.7366536,285.4216189,300.5592909,315.6767864,330.7741056,345.8512483,360.9082146,375.971513,391.0411436,406.1171062,420.6672303,434.6915158,448.1899628,461.1625712,473.8583233,486.2772192,498.4192589,510.4161694,522.2679508,533.9746031,545.5361262,556.8021998,567.7728239,578.4479984,589.1006063,599.7306474,610.3381218,620.9230295,631.4853705,642.0251448,652.5423523,662.7577041,672.6712,682.2828402,691.5926246,700.6005532,709.306626,717.7108429,725.9741814,734.0966412,742.0782226,749.9189253,757.6187495,765.1776951,772.5957622,779.9795015,787.3289133,794.6439973,801.9247537,809.1711824,816.3832834,823.5610567,830.6802147,837.7407574,844.7426847,851.6859967,858.5706933,865.3967746,872.1642406,878.8730912,885.5233265,892.1149464,898.6366198,905.0883466,911.4701269,917.7819606,924.0238479,930.1957885,936.2977827,942.2215383,947.9670554,953.534334,958.9233741,964.1341757,969.1667388,974.0210634,978.9585232,983.9791183,989.0828488,994.2697144,999.5397154,1004.892852,1010.329123,1015.721592,1021.070259,1026.375124,1031.636187,1036.853447,1042.026905,1047.15656,1052.296052,1057.445381,1062.604546,1067.773547,1072.952384,1078.141058,1083.339569,1088.494792,1093.606727,1098.675374,1103.700735,1108.682807,1113.621592,1118.51709,1123.3693,1128.178222,1132.986682,1137.796067,1142.605915,1147.416226,1152.227,1157.038236,1161.849936,1166.662098,1171.474723,1176.287812,1181.101363,1185.915839,1190.789748,1195.544793,1200.240406,1204.876586,1209.453335,1213.970652,1218.369106,1222.732335,1227.060341,1231.353123,1235.610682,1239.833017,1244.020129,1248.172017,1252.288681,1256.385644,1260.462904,1264.520463,1268.558321,1272.576476,1276.57493,1280.553682,1284.512732,1288.505182,1292.531032,1296.590283,1300.682933,1304.808983,1308.968433,1313.161283,1317.351716,1321.539732,1325.725331,1329.908513,1334.089278,1338.267625,1342.443556,1346.61707,1350.788167,1354.956846,1359.123109,1363.286954,1367.448383,1371.589964,1375.711696,1379.813581,1383.895618,1387.957808,1392.000149,1396.022642,1400.025288,1404.008086,1407.971035,1411.914137,1415.837391,1419.740798,1423.624356,1427.488067,1431.331929,1435.155944,1438.960111,1442.74443,1446.508901
62,drought,CLOV,R2,G-50,T90,16760,0,20.97857044,39.89422006,58.20793964,75.91972918,95.35759137,116.5215262,136.6432516,155.7227674,173.4707226,189.8871172,207.1198611,225.1689543,244.0343967,262.2681115,279.8700987,298.2504518,317.409171,337.3462562,358.0617075,378.0254085,397.2373594,415.6975602,433.0487607,449.290961,464.424161,478.4483608,492.1590277,505.5561617,518.6397628,531.5791537,544.3743346,557.0253053,569.5320659,581.9088944,594.1557907,606.2727549,618.5177598,630.8908052,643.3918912,656.0210179,668.7781851,681.663393,694.6766415,707.2299456,719.3233054,730.9567209,742.130192,752.8437187,763.0973011,772.8909392,782.5630043,792.1134965,801.5424158,810.8497621,820.0355355,829.0997359,838.0423634,846.8575148,855.5451902,864.1053895,872.5381127,880.8433598,889.0211308,897.0714258,905.0166817,912.8568986,920.5920764,928.2222152,935.747315,943.1673757,950.4823974,957.69238,964.7973236,971.7972282,978.7816013,985.7504429,992.7037532,999.641532,1006.563779,1013.470495,1020.36168,1027.0379,1033.499154,1039.745445,1045.77677,1051.593131,1057.194526,1062.580957,1068.103954,1073.763516,1079.559645,1085.492339,1091.561598,1097.767424,1104.109815,1110.395342,1116.624006,1122.795806,1128.910742,1134.968815,1140.970024,1146.914369,1152.847588,1158.769682,1164.680651,1170.580495,1176.469213,1182.346805,1188.213272,1194.076197,1199.935578,1205.791416,1211.643712,1217.492464,1223.337674,1229.179341,1235.017464,1240.852045,1246.714812,1252.521207,1258.299416,1264.04944,1269.771277,1275.464929,1281.130395,1286.767675,1292.376769,1297.957678,1303.5104,1309.006751,1314.719198,1319.999453,1325.063613,1329.911678,1334.543647,1338.959521,1342.943204,1347.035784,1351.237262,1355.547637,1359.96691,1364.49508,1369.132147,1373.878112,1378.732974,1383.53657,1388.2889,1392.989963,1397.63976,1402.23829,1406.785554,1411.281552,1415.726284,1420.166803,1424.60311,1429.035205,1433.463088,1437.886759,1442.306218,1446.721465,1451.14681,1455.582255,1460.027798,1464.483439,1468.94918,1473.425019,1477.910957,1482.406994,1486.913129,1491.429364,1495.955697,1500.492129,1505.038659,1509.553592,1514.036929,1518.488667,1522.908809,1527.297353,1531.654301,1535.979651,1540.273403,1544.535559,1548.766117,1552.965078,1557.132442,1561.268209,1565.372378,1569.44495,1573.485925,1577.495303,1581.473083,1585.419266,1589.333852
