Sample number,Moisture treatment,Residue type,Lab rep,Glucose addition treatment,Harvest day,Initial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193
42,control,CLOV,R2,G-50,T90,15440,0,31.03895439,17.76233497,16.88299535,16.00365572,16.8063844,17.60911307,18.07781042,18.54650777,16.25480445,13.96310114,14.5529747,15.14284827,15.73272183,13.66733092,13.66733092,13.61813876,13.56894659,13.51975443,13.47056226,13.14028092,12.80999958,12.47971824,12.03917359,11.59862894,11.15808429,10.71753964,10.49193849,10.26633734,10.04073619,9.935794085,9.830851981,9.725909876,9.620967772,9.476920902,9.332874032,9.188827162,9.206334381,9.223841599,9.241348818,9.258856037,9.276363255,9.293870474,9.311377693,9.171691132,9.032004572,8.892318011,8.752631451,8.612944891,8.47325833,8.33357177,8.176051609,8.018531448,7.861011287,7.703491126,7.545970966,7.388450805,7.230930644,7.180928868,7.130927093,7.080925317,7.030923541,6.980921766,6.93091999,6.880918215,6.854226446,6.827534677,6.800842908,6.774151139,6.74745937,6.720767601,6.694075832,6.667384063,6.640692294,6.614000525,6.555494577,6.496988629,6.438482681,6.379976733,6.321470786,6.262964838,6.20445889,6.036238113,5.868017337,5.699796561,5.531575784,5.363355008,5.195134232,5.026913455,5.161102327,5.295291199,5.429480071,5.563668943,5.697857814,5.832046686,5.966235558,5.909781834,5.853328111,5.796874387,5.740420664,5.68396694,5.627513216,5.571059493,5.567707883,5.564356273,5.561004663,5.557653053,5.554301443,5.550949833,5.547598223,5.471273259,5.394948295,5.31862333,5.242298366,5.165973402,5.089648438,5.013323473,4.936998509,4.860673545,4.851404049,4.869943041,4.879212537,4.888482033,4.897751529,4.907021025,4.916290521,4.925560017,4.934829512,4.944099008,4.953368504,4.971907496,5.026790003,4.91702499,4.862142483,4.807259976,4.75237747,4.697494963,4.58772995,4.549036296,4.510342642,4.471648988,4.432955334,4.394261681,4.355568027,4.316874373,4.278180719,4.23738879,4.196596861,4.155804932,4.115013004,4.074221075,4.033429146,3.992637217,3.951845288,3.970892403,3.989939518,4.008986634,4.028033749,4.047080864,4.066127979,4.085175094,4.109762234,4.134349374,4.158936514,4.183523655,4.208110795,4.232697935,4.257285075,4.281872215,4.306459355,4.331046496,4.355633636,4.380220776,4.404807916,4.364321701,4.323835487,4.283349272,4.242863058,4.202376843,4.161890628,4.121404414,4.080918199,4.040431984,3.99994577,3.959459555,3.91897334,3.878487126,3.838000911,3.797514697,3.757028482,3.716542267,3.676056053,3.635569838,3.595083623
44,control,CLOV,R2,G-00,T90,15390,0,16.80170125,16.989916,16.31767798,15.64543996,15.69392199,15.74240402,15.66441872,15.58643342,14.43914851,13.2918636,13.56997155,13.8480795,14.12618746,11.40226699,11.40226699,11.47721181,11.55215663,11.62710145,11.70204627,11.62366625,11.54528623,11.46690622,11.01638415,10.56586209,10.11534002,9.664817956,9.432539363,9.20026077,8.967982177,8.927166134,8.886350092,8.845534049,8.804718006,8.645330028,8.485942051,8.326554073,8.360441126,8.394328179,8.428215233,8.462102286,8.495989339,8.529876393,8.563763446,8.486719408,8.409675371,8.332631333,8.255587295,8.178543258,8.10149922,8.024455182,7.92214219,7.819829198,7.717516205,7.615203213,7.512890221,7.410577228,7.308264236,7.250791578,7.193318921,7.135846263,7.078373605,7.020900947,6.96342829,6.905955632,6.846693568,6.787431505,6.728169441,6.668907378,6.609645314,6.55038325,6.491121187,6.431859123,6.372597059,6.313334996,6.293621008,6.273907021,6.254193033,6.234479045,6.214765058,6.19505107,6.175337083,5.996257182,5.817177281,5.638097381,5.45901748,5.279937579,5.100857678,4.921777778,5.046474972,5.171172165,5.295869359,5.420566553,5.545263747,5.669960941,5.794658135,5.774497863,5.754337591,5.734177319,5.714017048,5.693856776,5.673696504,5.653536232,5.596784992,5.540033753,5.483282514,5.426531274,5.369780035,5.313028795,5.256277556,5.228842551,5.201407546,5.173972541,5.146537536,5.119102531,5.091667527,5.064232522,5.036797517,5.009362512,5.010856721,5.007868303,5.006374094,5.004879885,5.003385676,5.001891466,5.000397257,4.998903048,4.997408839,4.99591463,4.994420421,4.991432002,5.031304703,4.951559302,4.911686601,4.8718139,4.831941199,4.792068499,4.712323097,4.668096065,4.623869033,4.579642001,4.535414969,4.491187937,4.446960905,4.402733873,4.358506841,4.3234943,4.288481758,4.253469216,4.218456674,4.183444133,4.148431591,4.113419049,4.078406508,4.084782714,4.09115892,4.097535126,4.103911332,4.110287538,4.116663744,4.12303995,4.122672988,4.122306027,4.121939066,4.121572105,4.121205144,4.120838182,4.120471221,4.12010426,4.119737299,4.119370337,4.119003376,4.118636415,4.118269454,4.096609798,4.074950143,4.053290488,4.031630832,4.009971177,3.988311522,3.966651866,3.944992211,3.923332556,3.9016729,3.880013245,3.858353589,3.836693934,3.815034279,3.793374623,3.771714968,3.750055313,3.728395657,3.706736002,3.685076347
46,control,NONE,R2,G-50,T90,11710,0,21.19121375,9.548905684,8.904678635,8.260451587,8.221955084,8.183458582,8.18284057,8.182222558,7.668140582,7.154058607,7.451782836,7.749507065,8.047231295,6.945159339,6.945159339,7.056346317,7.167533296,7.278720275,7.389907253,7.332276732,7.274646212,7.217015691,6.996457731,6.775899772,6.555341812,6.334783853,6.198934897,6.063085941,5.927236985,5.852605638,5.777974291,5.703342944,5.628711598,5.578233669,5.52775574,5.477277811,5.463081712,5.448885614,5.434689515,5.420493416,5.406297318,5.392101219,5.37790512,5.358773179,5.339641237,5.320509296,5.301377354,5.282245413,5.263113471,5.24398153,5.15369862,5.06341571,4.9731328,4.88284989,4.792566979,4.702284069,4.612001159,4.630939237,4.649877314,4.668815392,4.687753469,4.706691547,4.725629624,4.744567702,4.649556221,4.55454474,4.459533259,4.364521778,4.269510297,4.174498816,4.079487335,3.984475854,3.889464373,3.794452892,3.845974028,3.897495164,3.9490163,4.000537435,4.052058571,4.103579707,4.155100842,4.039978354,3.924855865,3.809733376,3.694610888,3.579488399,3.46436591,3.349243421,3.432413288,3.515583154,3.598753021,3.681922887,3.765092753,3.84826262,3.931432486,3.905150221,3.878867956,3.852585691,3.826303426,3.800021162,3.773738897,3.747456632,3.738039717,3.728622803,3.719205889,3.709788974,3.70037206,3.690955145,3.681538231,3.68008502,3.678631809,3.677178598,3.675725387,3.674272176,3.672818965,3.671365754,3.669912543,3.668459332,3.673955581,3.662963083,3.657466834,3.651970585,3.646474336,3.640978088,3.635481839,3.62998559,3.624489341,3.618993092,3.613496843,3.602504346,3.62693801,3.578070682,3.553637017,3.529203353,3.504769689,3.480336025,3.431468697,3.381997539,3.332526382,3.283055224,3.233584067,3.184112909,3.134641752,3.085170594,3.035699437,3.018559161,3.001418886,2.984278611,2.967138335,2.94999806,2.932857785,2.91571751,2.898577234,2.899142801,2.899708367,2.900273934,2.9008395,2.901405066,2.901970633,2.902536199,2.905197583,2.907858966,2.91052035,2.913181733,2.915843117,2.918504501,2.921165884,2.923827268,2.926488651,2.929150035,2.931811418,2.934472802,2.937134185,2.919996889,2.902859593,2.885722297,2.868585,2.851447704,2.834310408,2.817173111,2.800035815,2.782898519,2.765761222,2.748623926,2.73148663,2.714349334,2.697212037,2.680074741,2.662937445,2.645800148,2.628662852,2.611525556,2.59438826
48,control,NONE,R2,G-00,T90,11960,0,7.577555032,7.684252137,7.41222027,7.140188403,7.163548352,7.186908301,7.267209148,7.347509995,6.907156071,6.466802147,6.692451654,6.918101162,7.143750669,6.287105543,6.287105543,6.387783872,6.4884622,6.589140528,6.689818856,6.651562164,6.613305472,6.57504878,6.437695592,6.300342403,6.162989215,6.025636026,5.883826272,5.742016518,5.600206764,5.505698153,5.411189543,5.316680932,5.222172322,5.250700557,5.279228792,5.307757027,5.306018699,5.304280372,5.302542044,5.300803717,5.299065389,5.297327062,5.295588734,5.205633939,5.115679144,5.025724348,4.935769553,4.845814758,4.755859963,4.665905167,4.703389337,4.740873507,4.778357677,4.815841847,4.853326017,4.890810187,4.928294357,4.86866367,4.809032983,4.749402295,4.689771608,4.630140921,4.570510234,4.510879546,4.506994515,4.503109483,4.499224451,4.49533942,4.491454388,4.487569356,4.483684324,4.479799293,4.475914261,4.472029229,4.469504291,4.466979353,4.464454416,4.461929478,4.45940454,4.456879602,4.454354664,4.318495084,4.182635504,4.046775924,3.910916344,3.775056764,3.639197184,3.503337604,3.556164985,3.608992365,3.661819745,3.714647125,3.767474506,3.820301886,3.873129266,3.860523133,3.847916999,3.835310866,3.822704732,3.810098599,3.797492465,3.784886332,3.768539256,3.75219218,3.735845104,3.719498028,3.703150952,3.686803876,3.6704568,3.66431745,3.658178099,3.652038749,3.645899398,3.639760047,3.633620697,3.627481346,3.621341995,3.615202645,3.636084322,3.594320967,3.57343929,3.552557612,3.531675935,3.510794257,3.48991258,3.469030902,3.448149224,3.427267547,3.406385869,3.364622514,3.397948166,3.331296863,3.297971211,3.264645559,3.231319907,3.197994255,3.131342952,3.098430046,3.065517141,3.032604235,2.999691329,2.966778424,2.933865518,2.900952613,2.868039707,2.84646342,2.824887134,2.803310847,2.78173456,2.760158273,2.738581986,2.717005699,2.695429412,2.709105106,2.7227808,2.736456494,2.750132189,2.763807883,2.777483577,2.791159271,2.788686862,2.786214453,2.783742044,2.781269634,2.778797225,2.776324816,2.773852407,2.771379998,2.768907589,2.76643518,2.763962771,2.761490362,2.759017952,2.745856441,2.73269493,2.719533419,2.706371907,2.693210396,2.680048885,2.666887373,2.653725862,2.640564351,2.62740284,2.614241328,2.601079817,2.587918306,2.574756794,2.561595283,2.548433772,2.535272261,2.522110749,2.508949238,2.495787727
50,control,SHMX,R2,G-50,T90,15730,0,32.45120224,18.576287,17.2684091,15.9605312,16.20065382,16.44077643,16.38572908,16.33068173,15.24962499,14.16856825,14.43167227,14.6947763,14.95788032,12.36344066,12.36344066,12.45176435,12.54008804,12.62841173,12.71673542,12.55828386,12.3998323,12.24138073,11.74367198,11.24596323,10.74825448,10.25054573,10.0021892,9.753832664,9.505476129,9.485801411,9.466126694,9.446451976,9.426777258,9.279830984,9.13288471,8.985938437,8.923664127,8.861389817,8.799115507,8.736841197,8.674566887,8.612292577,8.550018267,8.489833893,8.429649518,8.369465143,8.309280769,8.249096394,8.18891202,8.128727645,7.928101216,7.727474787,7.526848357,7.326221928,7.125595499,6.92496907,6.72434264,6.705552012,6.686761384,6.667970755,6.649180127,6.630389499,6.61159887,6.592808242,6.527608174,6.462408106,6.397208038,6.33200797,6.266807902,6.201607834,6.136407766,6.071207698,6.00600763,5.940807562,5.922751919,5.904696275,5.886640632,5.868584989,5.850529346,5.832473703,5.81441806,5.652857042,5.491296025,5.329735008,5.168173991,5.006612973,4.845051956,4.683490939,4.792736176,4.901981412,5.011226649,5.120471886,5.229717122,5.338962359,5.448207596,5.407596831,5.366986067,5.326375302,5.285764538,5.245153773,5.204543009,5.163932244,5.146640646,5.129349048,5.11205745,5.094765852,5.077474254,5.060182656,5.042891058,5.024796623,5.006702189,4.988607755,4.970513321,4.952418887,4.934324453,4.916230019,4.898135585,4.880041151,4.89591297,4.864169332,4.848297512,4.832425693,4.816553874,4.800682055,4.784810235,4.768938416,4.753066597,4.737194777,4.721322958,4.68957932,4.728312217,4.650846423,4.612113526,4.573380628,4.534647731,4.495914834,4.41844904,4.384030258,4.349611475,4.315192692,4.28077391,4.246355127,4.211936345,4.177517562,4.143098779,4.102605714,4.062112648,4.021619583,3.981126518,3.940633452,3.900140387,3.859647321,3.819154256,3.826043879,3.832933502,3.839823125,3.846712748,3.853602371,3.860491994,3.867381617,3.880440689,3.89349976,3.906558832,3.919617904,3.932676976,3.945736047,3.958795119,3.971854191,3.984913263,3.997972334,4.011031406,4.024090478,4.037149549,4.023434298,4.009719046,3.996003794,3.982288542,3.96857329,3.954858038,3.941142786,3.927427534,3.913712282,3.89999703,3.886281778,3.872566526,3.858851274,3.845136022,3.83142077,3.817705518,3.803990266,3.790275014,3.776559763,3.762844511
52,control,SHMX,R2,G-00,T90,15540,0,17.44650291,17.57708287,16.91581085,16.25453883,16.58181449,16.90909015,16.77071824,16.63234632,14.39775995,12.16317358,11.92306706,11.68296053,11.44285401,12.16658093,12.16658093,12.27793892,12.38929692,12.50065491,12.61201291,12.22149483,11.83097674,11.44045865,10.55407317,9.66768769,8.781302208,7.894916725,8.189720001,8.484523276,8.779326551,8.842649513,8.905972475,8.969295437,9.032618399,8.815856031,8.599093662,8.382331294,8.365008076,8.347684858,8.33036164,8.313038422,8.295715204,8.278391986,8.261068768,8.11290259,7.964736411,7.816570233,7.668404055,7.520237876,7.372071698,7.22390552,7.133452723,7.042999926,6.95254713,6.862094333,6.771641537,6.68118874,6.590735944,6.555986258,6.521236572,6.486486886,6.4517372,6.416987514,6.382237828,6.347488142,6.309178753,6.270869364,6.232559975,6.194250587,6.155941198,6.117631809,6.07932242,6.041013031,6.002703642,5.964394254,5.945397266,5.926400279,5.907403292,5.888406305,5.869409318,5.850412331,5.831415344,5.665700235,5.499985126,5.334270017,5.168554908,5.002839799,4.83712469,4.671409581,4.611678347,4.551947113,4.492215879,4.432484646,4.372753412,4.313022178,4.253290944,4.376902745,4.500514546,4.624126347,4.747738148,4.871349949,4.99496175,5.118573552,5.116903666,5.115233781,5.113563895,5.11189401,5.110224124,5.108554239,5.106884354,5.073544115,5.040203876,5.006863636,4.973523397,4.940183158,4.906842919,4.87350268,4.840162441,4.806822202,4.816479151,4.797165253,4.787508303,4.777851354,4.768194404,4.758537455,4.748880505,4.739223556,4.729566606,4.719909657,4.710252708,4.690938809,5.069248621,4.312628997,3.934319185,3.556009372,3.17769956,2.799389748,2.042770124,2.277840583,2.512911043,2.747981502,2.983051961,3.21812242,3.45319288,3.688263339,3.923333798,3.890906047,3.858478296,3.826050545,3.793622793,3.761195042,3.728767291,3.69633954,3.663911788,3.752694404,3.841477021,3.930259637,4.019042253,4.107824869,4.196607485,4.285390101,4.225089138,4.164788175,4.104487211,4.044186248,3.983885284,3.923584321,3.863283358,3.802982394,3.742681431,3.682380467,3.622079504,3.561778541,3.501477577,3.416509572,3.331541567,3.246573561,3.161605556,3.076637551,2.991669545,2.90670154,2.821733535,2.736765529,2.651797524,2.566829519,2.481861514,2.396893508,2.311925503,2.226957498,2.141989492,2.057021487,1.972053482,1.887085477,1.802117471
54,control,WHCL,R2,G-50,T90,15150,0,33.76818049,21.08153499,19.98619411,18.89085323,18.89048776,18.89012229,18.89950952,18.90889674,17.60454641,16.30019608,16.77410232,17.24800855,17.72191478,14.53144754,14.53144754,14.66537262,14.79929771,14.9332228,15.06714789,14.86070905,14.65427021,14.44783137,14.00313969,13.55844801,13.11375632,12.66906464,12.45413219,12.23919975,12.02426731,11.77708811,11.52990892,11.28272973,11.03555054,10.80188549,10.56822044,10.33455539,10.23516138,10.13576738,10.03637337,9.93697937,9.837585366,9.738191363,9.638797359,9.491611826,9.344426293,9.197240761,9.050055228,8.902869695,8.755684162,8.60849863,8.398654571,8.188810512,7.978966453,7.769122394,7.559278335,7.349434276,7.139590218,7.048498503,6.957406788,6.866315073,6.775223358,6.684131643,6.593039928,6.501948213,6.436082725,6.370217237,6.304351749,6.238486261,6.172620773,6.106755285,6.040889797,5.975024309,5.909158821,5.843293333,5.813702849,5.784112366,5.754521882,5.724931399,5.695340915,5.665750432,5.636159948,5.466994166,5.297828384,5.128662601,4.959496819,4.790331037,4.621165254,4.451999472,4.544408008,4.636816544,4.729225079,4.821633615,4.91404215,5.006450686,5.098859222,5.061895284,5.024931347,4.98796741,4.951003473,4.914039535,4.877075598,4.840111661,4.843991701,4.847871742,4.851751783,4.855631824,4.859511865,4.863391905,4.867271946,4.833819312,4.800366677,4.766914043,4.733461409,4.700008774,4.66655614,4.633103505,4.599650871,4.566198236,4.574870574,4.557525899,4.548853561,4.540181223,4.531508886,4.522836548,4.51416421,4.505491873,4.496819535,4.488147197,4.47947486,4.462130184,4.497159114,4.427101255,4.392072325,4.357043395,4.322014465,4.286985535,4.216927676,4.156297558,4.095667439,4.035037321,3.974407203,3.913777085,3.853146967,3.792516849,3.73188673,3.713967821,3.696048911,3.678130001,3.660211091,3.642292181,3.624373272,3.606454362,3.588535452,3.623477841,3.658420231,3.69336262,3.72830501,3.7632474,3.798189789,3.833132179,3.826023959,3.818915739,3.81180752,3.8046993,3.797591081,3.790482861,3.783374641,3.776266422,3.769158202,3.762049983,3.754941763,3.747833543,3.740725324,3.705098925,3.669472526,3.633846128,3.598219729,3.562593331,3.526966932,3.491340533,3.455714135,3.420087736,3.384461337,3.348834939,3.31320854,3.277582142,3.241955743,3.206329344,3.170702946,3.135076547,3.099450148,3.06382375,3.028197351
56,control,WHCL,R2,G-00,T90,15270,0,20.10864696,20.65739024,19.57640345,18.49541666,19.92323572,21.35105478,19.80187702,18.25269926,16.72068705,15.18867483,15.79108834,16.39350185,16.99591536,14.26785936,14.26785936,14.70495224,15.14204513,15.57913802,16.01623091,15.51622231,15.01621372,14.51620513,13.87442635,13.23264757,12.59086879,11.94909001,11.62771711,11.30634422,10.98497132,10.90301847,10.82106562,10.73911277,10.65715992,10.49406185,10.33096378,10.1678657,10.09306605,10.0182664,9.943466754,9.868667105,9.793867455,9.719067806,9.644268157,9.466412304,9.288556452,9.110700599,8.932844747,8.754988895,8.577133042,8.39927719,8.238344333,8.077411476,7.91647862,7.755545763,7.594612906,7.433680049,7.272747193,7.166871832,7.060996471,6.95512111,6.849245749,6.743370388,6.637495027,6.531619666,6.474486018,6.417352371,6.360218723,6.303085075,6.245951428,6.18881778,6.131684132,6.074550484,6.017416837,5.960283189,5.938262729,5.916242269,5.894221809,5.872201349,5.850180889,5.828160429,5.806139969,5.657481367,5.508822765,5.360164163,5.211505562,5.06284696,4.914188358,4.765529756,4.860729564,4.955929372,5.05112918,5.146328987,5.241528795,5.336728603,5.43192841,5.420395254,5.408862098,5.397328941,5.385795785,5.374262629,5.362729472,5.351196316,5.315350596,5.279504877,5.243659157,5.207813437,5.171967718,5.136121998,5.100276278,5.09081613,5.081355982,5.071895833,5.062435685,5.052975537,5.043515388,5.03405524,5.024595091,5.015134943,5.030568129,4.999701758,4.984268572,4.968835387,4.953402201,4.937969016,4.92253583,4.907102645,4.891669459,4.876236273,4.860803088,4.829936717,4.857779694,4.80209374,4.774250764,4.746407787,4.718564811,4.690721834,4.635035881,4.582856409,4.530676937,4.478497465,4.426317993,4.374138521,4.321959049,4.269779577,4.217600105,4.180169387,4.142738669,4.10530795,4.067877232,4.030446513,3.993015795,3.955585076,3.918154358,3.927689907,3.937225456,3.946761006,3.956296555,3.965832104,3.975367653,3.984903203,3.979759189,3.974615175,3.969471161,3.964327146,3.959183132,3.954039118,3.948895104,3.94375109,3.938607076,3.933463062,3.928319048,3.923175034,3.91803102,3.900296663,3.882562305,3.864827948,3.84709359,3.829359233,3.811624875,3.793890518,3.77615616,3.758421803,3.740687445,3.722953088,3.70521873,3.687484373,3.669750015,3.652015658,3.6342813,3.616546943,3.598812585,3.581078228,3.56334387
58,control,WHEA,R2,G-50,T90,15450,0,39.06792779,27.29014976,25.71482343,24.1394971,25.12954966,26.11960221,24.96706532,23.81452842,21.35560768,18.89668694,19.66231491,20.42794288,21.19357086,17.77115549,17.77115549,18.03805378,18.30495207,18.57185036,18.83874864,18.52794244,18.21713624,17.90633003,17.01660458,16.12687913,15.23715368,14.34742823,13.99823112,13.64903401,13.29983689,12.96382236,12.62780782,12.29179329,11.95577875,11.75658622,11.55739368,11.35820114,11.27891386,11.19962658,11.12033931,11.04105203,10.96176475,10.88247747,10.80319019,10.59922035,10.3952505,10.19128066,9.987310812,9.783340967,9.579371122,9.375401277,9.143673084,8.911944891,8.680216698,8.448488505,8.216760312,7.985032119,7.753303926,7.650018902,7.546733879,7.443448855,7.340163831,7.236878807,7.133593784,7.03030876,6.965770631,6.901232502,6.836694374,6.772156245,6.707618116,6.643079988,6.578541859,6.51400373,6.449465602,6.384927473,6.356481964,6.328036456,6.299590947,6.271145439,6.24269993,6.214254422,6.185808913,5.993526218,5.801243523,5.608960828,5.416678133,5.224395438,5.032112742,4.839830047,4.934718245,5.029606443,5.12449464,5.219382838,5.314271035,5.409159233,5.504047431,5.462627041,5.421206652,5.379786263,5.338365874,5.296945485,5.255525095,5.214104706,5.1917828,5.169460894,5.147138988,5.124817082,5.102495177,5.080173271,5.057851365,5.031536631,5.005221897,4.978907163,4.95259243,4.926277696,4.899962962,4.873648228,4.847333495,4.821018761,4.848553267,4.793484255,4.765949749,4.738415242,4.710880736,4.68334623,4.655811724,4.628277218,4.600742712,4.573208205,4.545673699,4.490604687,4.513031311,4.468178062,4.445751438,4.423324813,4.400898189,4.378471564,4.333618315,4.309622723,4.285627131,4.261631539,4.237635948,4.213640356,4.189644764,4.165649172,4.14165358,4.109997838,4.078342096,4.046686354,4.015030612,3.983374869,3.951719127,3.920063385,3.888407643,3.875618897,3.862830151,3.850041405,3.837252659,3.824463913,3.811675167,3.798886421,3.822989215,3.84709201,3.871194805,3.8952976,3.919400395,3.94350319,3.967605984,3.991708779,4.015811574,4.039914369,4.064017164,4.088119959,4.112222754,4.086600071,4.060977389,4.035354706,4.009732024,3.984109341,3.958486659,3.932863976,3.907241294,3.881618611,3.855995929,3.830373247,3.804750564,3.779127882,3.753505199,3.727882517,3.702259834,3.676637152,3.651014469,3.625391787,3.599769104
60,control,WHEA,R2,G-00,T90,14430,0,23.70925493,25.51615377,24.05236624,22.58857872,22.10477571,21.62097271,20.6729441,19.72491549,18.34640114,16.96788678,17.38934406,17.81080133,18.23225861,15.13767198,15.13767198,15.11749556,15.09731915,15.07714273,15.05696632,15.06329843,15.06963054,15.07596265,14.55012408,14.02428552,13.49844695,12.97260839,12.69575215,12.41889591,12.14203967,11.99691053,11.85178139,11.70665225,11.56152311,11.26607359,10.97062407,10.67517455,10.65260784,10.63004113,10.60747441,10.5849077,10.56234099,10.53977427,10.51720756,10.21535176,9.913495967,9.611640172,9.309784377,9.007928581,8.706072786,8.404216991,8.263338429,8.122459867,7.981581306,7.840702744,7.699824182,7.55894562,7.418067059,7.383739386,7.349411714,7.315084041,7.280756369,7.246428697,7.212101024,7.177773352,7.119158009,7.060542665,7.001927322,6.943311979,6.884696636,6.826081292,6.767465949,6.708850606,6.650235262,6.591619919,6.521673378,6.451726836,6.381780295,6.311833754,6.241887213,6.171940671,6.10199413,5.923755623,5.745517115,5.567278608,5.3890401,5.210801593,5.032563085,4.854324578,4.937459856,5.020595134,5.103730411,5.186865689,5.270000967,5.353136245,5.436271523,5.392469253,5.348666983,5.304864713,5.261062442,5.217260172,5.173457902,5.129655632,5.139492025,5.149328417,5.15916481,5.169001203,5.178837596,5.188673989,5.198510382,5.155222824,5.111935266,5.068647708,5.025360149,4.982072591,4.938785033,4.895497475,4.852209917,4.808922359,4.808459497,4.809385222,4.809848084,4.810310947,4.810773809,4.811236672,4.811699534,4.812162397,4.812625259,4.813088122,4.813550984,4.814476709,4.873908648,4.755044771,4.695612833,4.636180894,4.576748956,4.517317017,4.398453141,4.363229541,4.328005941,4.292782342,4.257558742,4.222335143,4.187111543,4.151887944,4.116664344,4.096962575,4.077260806,4.057559038,4.037857269,4.0181555,3.998453732,3.978751963,3.959050194,3.992450173,4.025850151,4.059250129,4.092650108,4.126050086,4.159450065,4.192850043,4.190433004,4.188015965,4.185598926,4.183181886,4.180764847,4.178347808,4.175930769,4.17351373,4.171096691,4.168679651,4.166262612,4.163845573,4.161428534,4.141580664,4.121732794,4.101884924,4.082037054,4.062189184,4.042341314,4.022493444,4.002645574,3.982797704,3.962949835,3.943101965,3.923254095,3.903406225,3.883558355,3.863710485,3.843862615,3.824014745,3.804166875,3.784319005,3.764471135
62,drought,CLOV,R2,G-50,T90,16760,0,32.74002865,20.01773301,19.16429471,18.31085642,19.95447142,21.59808643,20.51292549,19.42776454,18.05078865,16.67381276,17.49687791,18.31994306,19.14300821,17.81705722,17.81705722,18.5961072,19.37515718,20.15420717,20.93325715,20.17127824,19.40929934,18.64732043,17.52704998,16.40677953,15.28650908,14.16623863,13.84678196,13.52732529,13.20786861,13.0598378,12.91180699,12.76377618,12.61574537,12.4824734,12.34920144,12.21592947,12.34213327,12.46833707,12.59454087,12.72074467,12.84694847,12.97315227,13.09935607,12.63715542,12.17495477,11.71275412,11.25055348,10.78835283,10.32615218,9.863951534,9.740927056,9.617902578,9.4948781,9.371853622,9.248829144,9.125804666,9.002780189,8.874678006,8.746575823,8.618473641,8.490371458,8.362269276,8.234167093,8.106064911,8.000192301,7.894319692,7.788447083,7.682574473,7.576701864,7.470829255,7.364956645,7.259084036,7.153211426,7.047338817,7.031424878,7.01551094,6.999597001,6.983683062,6.967769124,6.951855185,6.935941246,6.719422675,6.502904104,6.286385533,6.069866962,5.853348391,5.63682982,5.420311249,5.557510102,5.694708955,5.831907808,5.969106661,6.106305514,6.243504367,6.38070322,6.323313473,6.265923726,6.208533979,6.151144232,6.093754486,6.036364739,5.978974992,5.967821723,5.956668453,5.945515184,5.934361915,5.923208645,5.912055376,5.900902107,5.897053194,5.893204282,5.88935537,5.885506457,5.881657545,5.877808633,5.87395972,5.870110808,5.866261896,5.894749261,5.83777453,5.809287165,5.7807998,5.752312434,5.723825069,5.695337704,5.666850338,5.638362973,5.609875608,5.581388242,5.524413512,5.741679775,5.307147248,5.089880985,4.872614721,4.655348458,4.438082194,4.003549667,4.11293395,4.222318233,4.331702516,4.441086799,4.550471082,4.659855365,4.769239647,4.87862393,4.827120419,4.775616908,4.724113396,4.672609885,4.621106374,4.569602863,4.518099351,4.46659584,4.462259276,4.457922712,4.453586148,4.449249584,4.44491302,4.440576456,4.436239891,4.446441119,4.456642347,4.466843575,4.477044802,4.48724603,4.497447258,4.507648486,4.517849713,4.528050941,4.538252169,4.548453397,4.558654624,4.568855852,4.537074107,4.505292362,4.473510617,4.441728872,4.409947128,4.378165383,4.346383638,4.314601893,4.282820148,4.251038403,4.219256658,4.187474913,4.155693168,4.123911423,4.092129678,4.060347934,4.028566189,3.996784444,3.965002699,3.933220954
