"","CAP1","CAP2","CAP3","MDS1","MDS2","MDS3","MDS4","MDS5","MDS6","MDS7","MDS8","MDS9","MDS10","MDS11","MDS12","MDS13","MDS14","MDS15","MDS16","MDS17","MDS18","MDS19","MDS20","MDS21","MDS22","MDS23","MDS24","MDS25","MDS26","MDS27","MDS28","MDS29","MDS30","MDS31","MDS32","MDS33","MDS34","MDS35","MDS36","MDS37","MDS38","MDS39","MDS40","MDS41","MDS42","MDS43","MDS44","MDS45","MDS46","MDS47","MDS48","MDS49","MDS50","MDS51","MDS52","MDS53","MDS54","MDS55","MDS56","MDS57","MDS58","MDS59","MDS60","MDS61","MDS62","MDS63","MDS64","MDS65","MDS66","MDS67","MDS68","MDS69","MDS70","MDS71","MDS72","MDS73","MDS74","MDS75","MDS76"
"Eigenvalue",5.42205657462334,0.301612917871821,0.0663307219378481,0.663603048950641,0.389273830646242,0.280922137313467,0.223630826458826,0.194203619424961,0.176148081599071,0.152953350460608,0.143355459366492,0.139323595094252,0.134482240096064,0.129548974081994,0.126821521078735,0.121352017167998,0.113233350901999,0.112377346953816,0.108463364676349,0.107178772655837,0.105139111260143,0.102571931501381,0.0961261899913642,0.0865944934864162,0.0790217983859081,0.0741004565811142,0.0676120606166667,0.0599163873378377,0.0582442538318366,0.0562287325554213,0.0556346112509432,0.0544749265186506,0.0522239983232515,0.0501728069379511,0.0495491877817858,0.0492976366191408,0.0486589261836812,0.0469591414762176,0.0462545472538569,0.0447485860516625,0.0444946473234398,0.0439960957629944,0.0431842964400914,0.0430353212215578,0.0425776034523441,0.0421118319569301,0.0419334580136562,0.0413734447954718,0.0412104918481669,0.0405294032644201,0.0400424763444988,0.0397606600648007,0.0392418358497433,0.0387611818217179,0.0386788717810685,0.0384148061068193,0.0380722189302369,0.0373722714309887,0.0372635004477069,0.0366821024267188,0.0362910203775678,0.0360792395258285,0.0356258644081984,0.0348951667133121,0.0346103081366532,0.0343852749658368,0.0334460166658437,0.0333103518183224,0.0323068123230851,0.0318385761008022,0.0312428874194779,0.030762312109497,0.0306553229631404,0.0298444715214553,0.0288985331505264,0.0281862883454018,0.0275788140954599,0.0264592995675403,0.0255367220033414
"Proportion Explained",0.459453826758829,0.025558053002376,0.00562072778226908,0.0562323458069744,0.0329862569093368,0.0238047591782843,0.0189500123400842,0.0164564118590762,0.0149264230376538,0.0129609496355343,0.0121476442538374,0.0118059924390034,0.0113957460592393,0.0109777113306471,0.0107465926209094,0.0102831182053118,0.00959515926708357,0.00952262326818712,0.00919096052905878,0.00908210686596526,0.00890927019031536,0.00869173270284949,0.00814553393817117,0.00733783774864803,0.00669614327443499,0.00627911897860167,0.00572930576393615,0.00507719037399497,0.00493549724932719,0.00476470615730927,0.00471436155039776,0.00461609227180347,0.00442535328579293,0.00425153958274125,0.00419869538906735,0.00417737946535607,0.00412325646797973,0.00397922023785896,0.00391951438504825,0.00379190235670149,0.00377038411563587,0.00372813789058627,0.00365934769993912,0.00364672384895094,0.00360793779466574,0.00356846928432878,0.00355335424639007,0.00350589988795814,0.00349209159322893,0.00343437755947487,0.00339311638234943,0.00336923585540025,0.0033252717676519,0.00328454214237339,0.00327756736027059,0.00325519098280576,0.0032261608561162,0.003166848756983,0.00315763172949143,0.00310836526723001,0.00307522578563549,0.00305727991557186,0.00301886184857358,0.00295694404164942,0.00293280571676665,0.00291373687267469,0.00283414607270654,0.00282265011494726,0.00273761225983738,0.00269793489365831,0.00264745747048418,0.00260673451560946,0.00259766847728274,0.00252895860812372,0.00244880175280144,0.0023884476054775,0.00233697149766638,0.00224210615886263,0.0021639288498436
"Cumulative Proportion",0.459453826758829,0.485011879761205,0.490632607543474,0.546864953350448,0.579851210259785,0.603655969438069,0.622605981778154,0.63906239363723,0.653988816674884,0.666949766310418,0.679097410564255,0.690903403003259,0.702299149062498,0.713276860393145,0.724023453014054,0.734306571219366,0.74390173048645,0.753424353754637,0.762615314283696,0.771697421149661,0.780606691339976,0.789298424042826,0.797443957980997,0.804781795729645,0.81147793900408,0.817757057982682,0.823486363746618,0.828563554120613,0.83349905136994,0.838263757527249,0.842978119077647,0.84759421134945,0.852019564635243,0.856271104217985,0.860469799607052,0.864647179072408,0.868770435540388,0.872749655778247,0.876669170163295,0.880461072519996,0.884231456635632,0.887959594526219,0.891618942226158,0.895265666075109,0.898873603869774,0.902442073154103,0.905995427400493,0.909501327288451,0.91299341888168,0.916427796441155,0.919820912823505,0.923190148678905,0.926515420446557,0.92979996258893,0.933077529949201,0.936332720932006,0.939558881788123,0.942725730545106,0.945883362274597,0.948991727541827,0.952066953327463,0.955124233243034,0.958143095091608,0.961100039133257,0.964032844850024,0.966946581722699,0.969780727795405,0.972603377910353,0.97534099017019,0.978038925063848,0.980686382534332,0.983293117049942,0.985890785527225,0.988419744135348,0.99086854588815,0.993256993493627,0.995593964991294,0.997836071150156,1
