"","CAP1","CAP2","CAP3","CAP4","CAP5","CAP6","MDS1","MDS2","MDS3","MDS4","MDS5","MDS6","MDS7","MDS8","MDS9","MDS10","MDS11","MDS12","MDS13","MDS14","MDS15","MDS16","MDS17","MDS18","MDS19","MDS20","MDS21","MDS22","MDS23","MDS24","MDS25","MDS26","MDS27","MDS28","MDS29","MDS30","MDS31","MDS32","MDS33","MDS34","MDS35","MDS36","MDS37","MDS38","MDS39","MDS40","MDS41","MDS42","MDS43","MDS44","MDS45","MDS46","MDS47","MDS48","MDS49","MDS50","MDS51","MDS52","MDS53","MDS54","MDS55","MDS56","MDS57","MDS58","MDS59","MDS60","MDS61","MDS62","MDS63","MDS64","MDS65","MDS66","MDS67","MDS68","MDS69","MDS70","MDS71","MDS72","MDS73"
"Eigenvalue",4.91318935177996,0.454772329763899,0.180317882890268,0.140808509296672,0.0744110658305426,0.067892581673538,0.647610723582672,0.395580773276454,0.242131694912984,0.207939337494835,0.190913104448845,0.166588704296996,0.162801574762248,0.154564195746275,0.146752022710937,0.142798192173187,0.135422831368739,0.133472373835044,0.132752914793628,0.129960967166229,0.126120001933031,0.121033306953538,0.119876872156781,0.118009416151934,0.116714581525019,0.113354200278036,0.108763733185697,0.104049642816623,0.0959140705335334,0.0895032000971701,0.088392874608846,0.0829129726388172,0.0787135732496277,0.0781050293044014,0.0753154787309811,0.0737363634232576,0.0719583518254831,0.070946553103069,0.0677986701994119,0.066724015050832,0.0660480882570271,0.0656453492590999,0.0648324959426373,0.0637812328202503,0.063237651353672,0.0627838496680153,0.0619023661518805,0.0616632539187151,0.0605921015036424,0.0597339008738268,0.0590782480787836,0.0587160641476299,0.0585460946359615,0.0580283234685594,0.0570700925716174,0.0563319390094982,0.0561073100049937,0.0554937352664421,0.055246773622121,0.0542810995887423,0.053713874843963,0.0533981771174006,0.0528536164921659,0.0525645773650585,0.0520663768649876,0.0513581798606544,0.0507683030129471,0.0505681608766297,0.0502529810503942,0.0499327955465523,0.0493266467527625,0.0488773487309284,0.048270287412684,0.0478178398485513,0.0472676568565178,0.0468310851913322,0.0461061388057695,0.0448964093348767,0.0444343040017924
"Proportion Explained",0.382973783948196,0.0354486398741217,0.0140554366989734,0.0109757560224938,0.00580020133732828,0.00529209787042037,0.05048002663403,0.030834770401013,0.018873706013594,0.0162084766554392,0.0148813141080311,0.0129852732878154,0.0126900737291624,0.0120479856707366,0.011439041611392,0.0111308480259802,0.0105559526508937,0.0104039181884241,0.0103478377217946,0.0101302107038041,0.00983081475464574,0.00943431653635888,0.00934417463905076,0.00919860998820459,0.00909768008684077,0.00883574474718218,0.00847792655077868,0.00811047215461053,0.00747631973776746,0.0069766045561154,0.00689005679187677,0.00646290883504772,0.00613557362379537,0.0060881387783792,0.00587069860619642,0.00574760956537402,0.00560901693627928,0.0055301491464237,0.00528477764927132,0.00520101032030771,0.00514832310974831,0.00511693036932323,0.00505356999623121,0.00497162603130751,0.00492925488779272,0.00489388190778432,0.004825171940899,0.00480653359619721,0.00472303929866173,0.00465614418857033,0.0046050372977311,0.00457680574778098,0.00456355694697588,0.00452319766728978,0.0044485053877494,0.00439096771871631,0.00437345831419714,0.00432563132799051,0.00430638113658857,0.00423110867869122,0.00418689458651941,0.00416228654797889,0.00411983908090544,0.00409730902959013,0.00405847524627423,0.0040032726340582,0.00395729285346047,0.00394169215383648,0.00391712448464338,0.00389216663238246,0.00384491848447438,0.00380989655651226,0.00376257727905507,0.00372730985024911,0.00368442413035585,0.00365039419773782,0.00359388600304797,0.00349958988705284,0.00346356965348911
"Cumulative Proportion",0.382973783948196,0.418422423822317,0.432477860521291,0.443453616543784,0.449253817881113,0.454545915751533,0.505025942385563,0.535860712786576,0.55473441880017,0.570942895455609,0.58582420956364,0.598809482851456,0.611499556580618,0.623547542251355,0.634986583862747,0.646117431888727,0.656673384539621,0.667077302728045,0.677425140449839,0.687555351153644,0.697386165908289,0.706820482444648,0.716164657083699,0.725363267071903,0.734460947158744,0.743296691905926,0.751774618456705,0.759885090611316,0.767361410349083,0.774338014905198,0.781228071697075,0.787690980532123,0.793826554155918,0.799914692934298,0.805785391540494,0.811533001105868,0.817142018042147,0.822672167188571,0.827956944837842,0.83315795515815,0.838306278267898,0.843423208637222,0.848476778633453,0.85344840466476,0.858377659552553,0.863271541460337,0.868096713401236,0.872903246997433,0.877626286296095,0.882282430484665,0.886887467782397,0.891464273530178,0.896027830477154,0.900551028144443,0.904999533532193,0.909390501250909,0.913763959565106,0.918089590893097,0.922395972029685,0.926627080708376,0.930813975294896,0.934976261842875,0.93909610092378,0.94319340995337,0.947251885199645,0.951255157833703,0.955212450687163,0.959154142841,0.963071267325643,0.966963433958026,0.9708083524425,0.974618248999012,0.978380826278067,0.982108136128316,0.985792560258672,0.98944295445641,0.993036840459458,0.996536430346511,1
