"","CAP1","CAP2","CAP3","CAP4","CAP5","CAP6"
"Wooliver_ITS_1F4_Beever240927_S194",-0.153838754572157,1.25152289029363,0.0371700016988182,-0.0845028806260933,0.27788238003769,0.49412724088596
"Wooliver_ITS_1F5_Beever240927_S202",-0.413023663673442,-0.513899272642877,-0.254003039359337,-0.157955822528726,-0.0804094939443162,0.952787902364181
"Wooliver_ITS_1G1_Beever240927_S171",1.2231873884628,-0.318505837712542,2.08613799389173,2.26262238439093,-0.31003553032929,2.69900492322031
"Wooliver_ITS_1G11_Beever240927_S251",1.29869720449878,-0.22529277187746,2.04870216457384,2.23724034404,-0.762170407032137,-2.60401349043208
"Wooliver_ITS_1G12_Beever240927_S259",-0.156925267027928,1.25275639443151,-0.295411586875707,-0.139738693017322,-0.077484205010217,-0.998749511078694
"Wooliver_ITS_1G2_Beever240927_S179",-0.0932371458710692,1.45742344258646,-0.502113789133003,0.473702680441345,0.435738118902749,-0.258830333334077
"Wooliver_ITS_1G3_Beever240927_S187",-0.409156431618201,-0.60595611796176,-0.259552793409971,-0.0509290536460224,-0.0661481539244534,-0.284398399343755
"Wooliver_ITS_1G4_Beever240927_S195",-0.380659286976559,-0.440373182685558,0.736404907307576,0.131813219478299,0.0648779147784524,-0.467674028027441
"Wooliver_ITS_1G5_Beever240927_S203",-0.374684667060896,-0.205665643226842,-0.0378099014370296,-0.14532512828809,0.0917984805407832,-0.381988547816385
"Wooliver_ITS_1H1_Beever240927_S172",-0.416673862088136,-0.317497383272766,-0.313146363207372,0.198157809536956,-0.236537565888658,0.980363366273517
"Wooliver_ITS_1H11_Beever240927_S252",-0.408277773209703,-0.53536783245165,-0.255685739238046,-0.131889270529426,-0.361018037504696,0.96848094993518
"Wooliver_ITS_1H12_Beever240927_S260",-0.319888298097357,-0.124520033697708,1.05547775379632,-0.692442682046125,-0.312482553182346,0.387257408937479
"Wooliver_ITS_1H2_Beever240927_S180",-0.357925110047796,-0.211194084913048,1.14394443242273,-0.426581697662907,0.205989758471887,-0.235431745806426
"Wooliver_ITS_1H3_Beever240927_S188",-0.399532335287438,-0.572464688612055,-0.485458651184933,0.335458276767342,0.00620917122497251,0.949855022290635
"Wooliver_ITS_1H4_Beever240927_S196",1.19127630628828,-0.564437785752242,-0.490524659918865,0.0547085053673819,-0.103216340246658,1.17650285006771
"Wooliver_ITS_1H5_Beever240927_S204",-0.15348914473896,1.31719549064998,-0.386619601956472,-0.608472084802687,0.454248848177157,-0.185026362934753
"Wooliver_ITS_2A1_Beever240927_S261",1.22681749911735,-0.128010772899091,0.895206573355172,-0.128519799491893,0.63138051161351,-2.82487303975217
"Wooliver_ITS_2A2_Beever240927_S269",-0.173353955276087,1.07940845140673,-0.073057109806419,-0.55612540867392,0.301286158811646,-1.60835247501967
"Wooliver_ITS_2A3_Beever240927_S277",-0.414766665894943,-0.840176719607474,-1.05030269260258,0.190663937735379,-0.0920902333899387,0.0993500806591906
"Wooliver_ITS_2B1_Beever240927_S262",-0.417287099426779,-0.749805309821304,-0.642224207762597,-0.0185434297221893,-0.220421331488053,0.745563129199205
"Wooliver_ITS_2B2_Beever240927_S270",-0.374290658957925,-0.293487517055477,0.772401393343783,-0.527826861116504,0.314819059784731,0.143368022513276
"Wooliver_ITS_2B3_Beever240927_S278",-0.386428221410275,-0.695881122339133,-0.861582514716825,0.163447286942819,0.0333504830217095,-0.760994324312728
"Wooliver_ITS_2C1_Beever240927_S263",-0.388084633435643,-0.157352523470404,-0.161202622834702,0.0716079466613362,-0.0106174161248395,-0.101470606080727
"Wooliver_ITS_2C2_Beever240927_S271",1.23770224259273,-0.039405323514087,-0.874797990163807,-2.34206238996094,3.02398427487073,-1.29788416637327
"Wooliver_ITS_2C3_Beever240927_S279",-0.0929879690240555,1.45770426886005,-0.248760326771531,0.0652623623624652,0.294800063009394,-0.151558452169516
"Wooliver_ITS_2D1_Beever240927_S264",-0.0646893191929031,1.81193574277948,-0.155863417474587,-0.0533601471100565,-0.330445561297971,-0.284886136658531
"Wooliver_ITS_2D2_Beever240927_S272",-0.420173088752805,-0.679632528993285,-0.710403656665161,-0.10802836671499,-0.0591041202923044,0.273561661592602
"Wooliver_ITS_2D3_Beever240927_S280",-0.407824936258464,-0.535641146537172,0.352131504468319,-0.141513957947214,0.00974202589811309,-0.0183616964987482
"Wooliver_ITS_2E1_Beever240927_S265",-0.346833805143161,-0.175296123230401,1.3906109647477,-0.295339056456179,0.422087303094913,-1.48194592348233
"Wooliver_ITS_2E2_Beever240927_S273",-0.396050237486609,-0.304801303542613,-0.191432568321136,-0.0857844424270201,0.160440907300861,-0.406149601087769
"Wooliver_ITS_2E3_Beever240927_S281",1.24852623850534,-0.201857728341061,0.933629286421317,-3.61215005841357,-3.76999793874551,0.204895294532398
"Wooliver_ITS_2F1_Beever240927_S266",1.32272439373386,-0.229847361653917,-1.32365145022403,0.405407380638876,-0.468083468386651,-1.24766867270682
"Wooliver_ITS_2F2_Beever240927_S274",-0.200432830384612,1.28900477349,-0.163079012970437,-0.340298771797815,0.0837918737065269,-0.61643367381329
"Wooliver_ITS_2F3_Beever240927_S282",-0.422505485898273,-0.85087209941393,-0.946571651417985,-0.201742726780767,-0.250985239352703,-0.139014197302089
"Wooliver_ITS_2G1_Beever240927_S267",-0.41146240550432,-0.712689338908621,-0.65485359822366,0.0957348678965237,-0.359216928927728,-0.762500267873399
"Wooliver_ITS_2G2_Beever240927_S275",-0.358950120543378,-0.182852230279472,1.07158212352095,-0.103572172014477,0.227322121743522,-1.0313796878532
"Wooliver_ITS_2G3_Beever240927_S283",-0.402778937414389,-0.509351770818108,-0.636260324092511,-0.128767812897463,-0.0759705355984928,-0.940887828468588
"Wooliver_ITS_2H2_Beever240927_S276",1.26764762244622,-0.405390973781647,-1.03906501625033,0.253666841314534,0.953184493507206,-3.67194746959679
"Wooliver_ITS_2H3_Beever240927_S284",-0.149644696837536,1.47180812742684,-0.337738383110936,-0.787999610068203,-0.0614142657352953,-0.0159492633911221
