"","CAP1","CAP2","CAP3","CAP4","CAP5","CAP6","MDS1","MDS2","MDS3","MDS4","MDS5","MDS6","MDS7","MDS8","MDS9","MDS10","MDS11","MDS12","MDS13","MDS14","MDS15","MDS16","MDS17","MDS18","MDS19","MDS20","MDS21","MDS22","MDS23","MDS24","MDS25","MDS26","MDS27","MDS28","MDS29","MDS30","MDS31","MDS32","MDS33","MDS34","MDS35","MDS36","MDS37","MDS38","MDS39","MDS40","MDS41","MDS42","MDS43","MDS44","MDS45","MDS46","MDS47","MDS48","MDS49","MDS50","MDS51","MDS52","MDS53","MDS54","MDS55","MDS56","MDS57","MDS58","MDS59","MDS60","MDS61","MDS62","MDS63","MDS64","MDS65","MDS66","MDS67","MDS68","MDS69","MDS70","MDS71","MDS72"
"Eigenvalue",5.27493350224956,0.685180517083944,0.130760903251573,0.097153352252815,0.0795616827003426,0.0303581739833089,0.704057334919556,0.574894619018608,0.258243324692246,0.219712670813235,0.204706001012317,0.182300363353074,0.178339094330732,0.168394825840937,0.163590559609516,0.156591447342385,0.147800809168958,0.141136647788283,0.134178896779147,0.131669130141626,0.118777477091386,0.10641775718183,0.103864640947557,0.0986853927360715,0.0778499964012113,0.0700720461909093,0.0627183017668839,0.0533308636694252,0.0499834102267604,0.0474189584162882,0.0462146474300334,0.0412517198903505,0.0366089426339079,0.0358337547504056,0.0343391875720443,0.0303221832517939,0.0286007780103892,0.0279030383439857,0.0265097443302291,0.0243424605662038,0.0228809737804671,0.0224188978020969,0.0207474544550629,0.0192663867801893,0.0176073538535464,0.0162022613896739,0.0138095633649504,0.0133056130566485,0.0128519260697389,0.0125800343459551,0.0108479993693019,0.0101233666487224,0.00976755693847568,0.00917736396907484,0.00903744719333507,0.0087295827248659,0.0079182448428696,0.00757033338757409,0.00705999514269395,0.00700459612197218,0.00643725412963798,0.00578948393181215,0.00562239713357107,0.0051616038135029,0.00464738258360201,0.00455964511344905,0.00437759255474633,0.00394759497422392,0.00357172683917629,0.00342164514015057,0.0031478107901868,0.00289374006272791,0.00233643547428548,0.00202652005020323,0.00167128433519682,0.00146024290350556,0.000700276406157274,0.000185436319793833
"Proportion Explained",0.474984986325133,0.0616975471631202,0.0117744547521449,0.00874823989185162,0.00716418600410992,0.00273362248986997,0.0633973231048806,0.0517667782231746,0.0232536963727017,0.019784177354497,0.018432891533143,0.0164153606026312,0.0160586654307195,0.0151632269895289,0.0147306235587443,0.0141003837191191,0.0133088247068939,0.0127087457483784,0.0120822303114503,0.0118562366621477,0.0106953989671957,0.00958245955483731,0.0093525624615175,0.00888619352248579,0.00701005604341201,0.00630968520978874,0.0056475122756286,0.00480221400704419,0.00450079027781421,0.00426987246480119,0.00416142946033611,0.00371453926379362,0.00329647721794572,0.00322667489606096,0.00309209557473432,0.00273038167989404,0.00257537657040784,0.00251254812607506,0.00238708801595447,0.00219193347067362,0.00206033289587178,0.00201872494912255,0.00186821869250422,0.0017348549431799,0.00158546619133339,0.00145894368172196,0.0012434915555352,0.00119811300617619,0.00115726045188687,0.00113277777610561,0.000976815504856221,0.0009115654571109,0.000879526328980883,0.000826382000359396,0.00081378309882195,0.000786061232701087,0.000713003759536595,0.000681675835162681,0.000635722079695961,0.000630733637076025,0.000579646940275844,0.00052131803083558,0.000506272586083755,0.000464780137176494,0.000418476735674198,0.000410576355310535,0.000394183308446723,0.000355463882918955,0.000321618580241772,0.000308104371251463,0.000283446770370347,0.000260568798362509,0.000210385926444337,0.000182479380625915,0.000150491938288953,0.000131488568577627,6.30568667947332e-05,1.6697739940019e-05
"Cumulative Proportion",0.474984986325133,0.536682533488253,0.548456988240398,0.55720522813225,0.56436941413636,0.56710303662623,0.63050035973111,0.682267137954285,0.705520834326987,0.725305011681484,0.743737903214627,0.760153263817258,0.776211929247977,0.791375156237506,0.806105779796251,0.82020616351537,0.833514988222264,0.846223733970642,0.858305964282092,0.87016220094424,0.880857599911436,0.890440059466273,0.89979262192779,0.908678815450276,0.915688871493688,0.921998556703477,0.927646068979106,0.93244828298615,0.936949073263964,0.941218945728765,0.945380375189101,0.949094914452895,0.952391391670841,0.955618066566902,0.958710162141636,0.96144054382153,0.964015920391938,0.966528468518013,0.968915556533967,0.971107490004641,0.973167822900513,0.975186547849635,0.97705476654214,0.978789621485319,0.980375087676653,0.981834031358375,0.98307752291391,0.984275635920086,0.985432896371973,0.986565674148079,0.987542489652935,0.988454055110046,0.989333581439027,0.990159963439386,0.990973746538208,0.991759807770909,0.992472811530446,0.993154487365608,0.993790209445304,0.99442094308238,0.995000590022656,0.995521908053492,0.996028180639575,0.996492960776752,0.996911437512426,0.997322013867737,0.997716197176183,0.998071661059102,0.998393279639344,0.998701384010596,0.998984830780966,0.999245399579328,0.999455785505773,0.999638264886399,0.999788756824688,0.999920245393265,0.99998330226006,1
