"","file.names","X","submitted.by","library","well","utia","id","sample.id","plate","row","column","Sample.number","richness","shannon.div","simpson.div","invsimpson.div","evenness"
"131","Wooliver_16S_2D8_Beever240927_S156",131,"Wooliver","16S","2D8","Beever240927",NA,"S156",2,"D",8,"142",16588,7.62730448311738,0.995220221300543,209.214706972426,0.784990032181873
"132","Wooliver_16S_2D9_Beever240927_S164",132,"Wooliver","16S","2D9","Beever240927",NA,"S164",2,"D",9,"baseline4",36609,9.92049761020832,0.99990336327131,10348.0324050456,0.944085552062017
"133","Wooliver_16S_2E1_Beever240927_S101",133,"Wooliver","16S","2.00E+01","Beever240927",NA,"S101",2,"E",1,"81",18835,8.04244669809144,0.996707193107931,303.692270083777,0.817033522312488
"134","Wooliver_16S_2E2_Beever240927_S109",134,"Wooliver","16S","2.00E+02","Beever240927",NA,"S109",2,"E",2,"113",17631,7.83801002433686,0.995793412227202,237.722366443076,0.801644486785567
"135","Wooliver_16S_2E3_Beever240927_S117",135,"Wooliver","16S","2.00E+03","Beever240927",NA,"S117",2,"E",3,"145",39738,9.97373940917083,0.999903810892064,10396.1874837704,0.941801690167695
"136","Wooliver_16S_2E4_Beever240927_S125",136,"Wooliver","16S","2.00E+04","Beever240927",NA,"S125",2,"E",4,"18",16715,7.22089369753607,0.993322013793524,149.745742066719,0.742579988373471
"137","Wooliver_16S_2E5_Beever240927_S133",137,"Wooliver","16S","2.00E+05","Beever240927",NA,"S133",2,"E",5,"50",12785,6.9710242996915,0.993156151449024,146.116617361057,0.73720428730339
"138","Wooliver_16S_2E6_Beever240927_S141",138,"Wooliver","16S","2.00E+06","Beever240927",NA,"S141",2,"E",6,"82",16897,7.58574328414073,0.99506248273274,202.530937285191,0.779232453197852
"139","Wooliver_16S_2E7_Beever240927_S149",139,"Wooliver","16S","2.00E+07","Beever240927",NA,"S149",2,"E",7,"114",17504,7.32102514778233,0.993354287316042,150.472951142446,0.749323105823125
"140","Wooliver_16S_2E8_Beever240927_S157",140,"Wooliver","16S","2.00E+08","Beever240927",NA,"S157",2,"E",8,"146",23767,9.47709159616962,0.999843309194536,6381.99540196537,0.940555917448084
"141","Wooliver_16S_2F1_Beever240927_S102",141,"Wooliver","16S","2F1","Beever240927",NA,"S102",2,"F",1,"85",39536,9.94290550001047,0.999891619302342,9226.73521769837,0.939342141305549
"142","Wooliver_16S_2F2_Beever240927_S110",142,"Wooliver","16S","2F2","Beever240927",NA,"S110",2,"F",2,"117",19231,7.98156561397488,0.996443756968535,281.195630093965,0.809138280050131
"143","Wooliver_16S_2F3_Beever240927_S118",143,"Wooliver","16S","2F3","Beever240927",NA,"S118",2,"F",3,"149",13701,7.63968221424148,0.995548693035104,224.653120507353,0.802047503822529
"144","Wooliver_16S_2F4_Beever240927_S126",144,"Wooliver","16S","2F4","Beever240927",NA,"S126",2,"F",4,"22",13696,7.50222452214388,0.994484634793668,181.311656180446,0.787646771952634
"145","Wooliver_16S_2F5_Beever240927_S134",145,"Wooliver","16S","2F5","Beever240927",NA,"S134",2,"F",5,"54",17438,7.42007693609284,0.994300900138924,175.466305974008,0.759755038571
"146","Wooliver_16S_2F6_Beever240927_S142",146,"Wooliver","16S","2F6","Beever240927",NA,"S142",2,"F",6,"86",25887,9.51820157921656,0.999841495315518,6308.96180303142,0.936692923969361
"147","Wooliver_16S_2F7_Beever240927_S150",147,"Wooliver","16S","2F7","Beever240927",NA,"S150",2,"F",7,"118",8252,7.02937644589949,0.993766548383737,160.424763287003,0.779464634833122
"148","Wooliver_16S_2F8_Beever240927_S158",148,"Wooliver","16S","2F8","Beever240927",NA,"S158",2,"F",8,"150",13674,7.10338810630228,0.993355173892418,150.493027779769,0.745899455395115
"149","Wooliver_16S_2G1_Beever240927_S103",149,"Wooliver","16S","2G1","Beever240927",NA,"S103",2,"G",1,"89",19463,7.79332901331152,0.995783737179808,237.176865543331,0.789096350528828
"150","Wooliver_16S_2G2_Beever240927_S111",150,"Wooliver","16S","2G2","Beever240927",NA,"S111",2,"G",2,"121",21169,8.08824859346772,0.99659443056956,293.636650323952,0.812049253055019
"151","Wooliver_16S_2G3_Beever240927_S119",151,"Wooliver","16S","2G3","Beever240927",NA,"S119",2,"G",3,"153",16048,7.76871348959986,0.995753479263764,235.486899067038,0.80227626857607
"152","Wooliver_16S_2G4_Beever240927_S127",152,"Wooliver","16S","2G4","Beever240927",NA,"S127",2,"G",4,"26",19108,9.28234910444476,0.999817720579281,5486.08282852638,0.941618857293723
"153","Wooliver_16S_2G5_Beever240927_S135",153,"Wooliver","16S","2G5","Beever240927",NA,"S135",2,"G",5,"58",22148,7.66913033295567,0.995095392526062,203.889914802316,0.76649127316317
"154","Wooliver_16S_2G6_Beever240927_S143",154,"Wooliver","16S","2G6","Beever240927",NA,"S143",2,"G",6,"90",11273,6.96176823146889,0.993235299844953,147.826212112872,0.746156971567553
"155","Wooliver_16S_2G7_Beever240927_S151",155,"Wooliver","16S","2G7","Beever240927",NA,"S151",2,"G",7,"122",9520,7.11665110868498,0.99365218820207,157.534601187468,0.776829438380281
"156","Wooliver_16S_2G8_Beever240927_S159",156,"Wooliver","16S","2G8","Beever240927",NA,"S159",2,"G",8,"154",14100,7.26601334885434,0.993764264983053,160.366018966858,0.760526117605615
"157","Wooliver_16S_2H1_Beever240927_S104",157,"Wooliver","16S","2H1","Beever240927",NA,"S104",2,"H",1,"93",13447,7.60800103176564,0.995493894292788,221.921114367024,0.8002936915778
"158","Wooliver_16S_2H2_Beever240927_S112",158,"Wooliver","16S","2H2","Beever240927",NA,"S112",2,"H",2,"125",28579,9.66827498054147,0.999871363141449,7773.82168114121,0.942287737713015
"159","Wooliver_16S_2H3_Beever240927_S120",159,"Wooliver","16S","2H3","Beever240927",NA,"S120",2,"H",3,"157",15613,7.81628972923854,0.996059951737235,253.803997644009,0.809486715154194
"160","Wooliver_16S_2H4_Beever240927_S128",160,"Wooliver","16S","2H4","Beever240927",NA,"S128",2,"H",4,"30",12307,7.10415372716004,0.993488068357034,153.564265540187,0.754322727121842
"161","Wooliver_16S_2H5_Beever240927_S136",161,"Wooliver","16S","2H5","Beever240927",NA,"S136",2,"H",5,"62",12416,7.51592627414128,0.995390251242778,216.931562361903,0.797298459866225
"162","Wooliver_16S_2H6_Beever240927_S144",162,"Wooliver","16S","2H6","Beever240927",NA,"S144",2,"H",6,"94",10165,7.13993532823087,0.994131583434748,170.403717745797,0.77383364552994
"163","Wooliver_16S_2H7_Beever240927_S152",163,"Wooliver","16S","2H7","Beever240927",NA,"S152",2,"H",7,"126",23759,9.45747922018679,0.999841814375889,6321.68697770054,0.938640844697491
"164","Wooliver_16S_2H8_Beever240927_S160",164,"Wooliver","16S","2H8","Beever240927",NA,"S160",2,"H",8,"158",11039,7.11453966794876,0.993513057961083,154.155840147902,0.764249077491864
