"","Var1","Freq","percentage"
"1","c__Agaricomycetes",340,10.21
"2","c__Atractiellomycetes",1,0.03
"3","c__Dothideomycetes",497,14.92
"4","c__Eurotiomycetes",23,0.69
"5","c__Leotiomycetes",317,9.52
"6","c__Orbiliomycetes",62,1.86
"7","c__Pezizomycetes",78,2.34
"8","c__Sordariomycetes",2013,60.43
