"","Var1","Freq","percentage"
"1","Aaosphaeria arxii",29,0.08
"2","Absidia cuneospora",72,0.2
"3","Achroceratosphaeria NA",27,0.08
"4","Achroiostachys NA",5,0.01
"5","Acidomelania NA",1,0
"6","Acremoniopsis suttoniae",52,0.15
"7","Acremonium cavaraeanum",2,0.01
"8","Acremonium chiangraiense",1,0
"9","Acremonium fusidioides",62,0.17
"10","Acremonium hennebertii",1,0
"11","Acremonium hyalinulum",39,0.11
"12","Acremonium NA",13,0.04
"13","Acremonium persicinum",58,0.16
"14","Acremonium pilosum",34,0.1
"15","Acremonium pinkertoniae",1,0
"16","Acrocalymma ampeli",11,0.03
"17","Acrocalymma NA",21,0.06
"18","Acrocalymma pterocarpi",36,0.1
"19","Acrophialophora jodhpurensis",4,0.01
"20","Acrophialophora levis",17,0.05
"21","Acrophialophora NA",6,0.02
"22","Actinomucor elegans",6,0.02
"23","Agaricus campestris",1,0
"24","Agaricus parvibicolor",1,0
"25","Agaricus parvisporus",1,0
"26","Agaricus thiersii",1,0
"27","Agaricus tollocanensis",1,0
"28","Agrocybe pediades",8,0.02
"29","Akanthomyces muscarius",2,0.01
"30","Albifimbria verrucaria",31,0.09
"31","Alfaria caricicola",8,0.02
"32","Alfaria cyperi-esculenti",4,0.01
"33","Alfaria NA",6,0.02
"34","Alfaria terrestris",33,0.09
"35","Allobotryotrichum blastosporum",8,0.02
"36","Allomyces NA",1,0
"37","Alogomyces tanneri",1,0
"38","Alternaria destruens",2,0.01
"39","Alternaria metachromatica",1,0
"40","Alternaria NA",18,0.05
"41","Alternaria prunicola",6,0.02
"42","Alternaria rosae",1,0
"43","Alternaria sonchi",1,0
"44","Alternaria subcucurbitae",1,0
"45","Amanita NA",1,0
"46","Ambispora NA",6,0.02
"47","Amorocoelophoma cassiae",1,0
"48","Amphinema NA",2,0.01
"49","Amphobotrys ricini",5,0.01
"50","Annulohypoxylon truncatum",2,0.01
"51","Anthostomella lamiacearum",1,0
"52","Anthostomella NA",1,0
"53","Apiosordaria longicaudata",4,0.01
"54","Apiospora jiangxiensis",2,0.01
"55","Apiospora neosubglobosa",1,0
"56","Apiospora obovata",1,0
"57","Apiotrichum laibachii",5,0.01
"58","Apiotrichum scarabaeorum",19,0.05
"59","Apodospora NA",6,0.02
"60","Apodus deciduus",27,0.08
"61","Aquapeziza NA",45,0.13
"62","Arachnion album",35,0.1
"63","Arachnopeziza NA",1,0
"64","Arcopilus tangerinicapillus",27,0.08
"65","Armillaria borealis",22,0.06
"66","Armillaria ectypa",1,0
"67","Armillaria hinnulea",1,0
"68","Armillaria NA",1,0
"69","Arnium NA",27,0.08
"70","Arthrobotrys conoides",4,0.01
"71","Arthrobotrys eudermata",1,0
"72","Arthrobotrys NA",54,0.15
"73","Arthrocladium NA",2,0.01
"74","Arthrographis kalrae",3,0.01
"75","Arthrographis longispora",1,0
"76","Arthrographis NA",5,0.01
"77","Articulospora NA",1,0
"78","Articulospora proliferata",5,0.01
"79","Arxiella celtidis",1,0
"80","Arxotrichum wyomingense",15,0.04
"81","Ascobolus NA",18,0.05
"82","Ascochyta var._macrospora",5,0.01
"83","Ascodesmis NA",2,0.01
"84","Ascosphaera asterophora",1,0
"85","Aseroe coccinea",1,0
"86","Aspergillus aculeatus",2,0.01
"87","Aspergillus caninus",26,0.07
"88","Aspergillus capensis",11,0.03
"89","Aspergillus cejpii",9,0.03
"90","Aspergillus chlamydosporus",54,0.15
"91","Aspergillus flavus",2,0.01
"92","Aspergillus iizukae",1,0
"93","Aspergillus inflatus",3,0.01
"94","Aspergillus intermedius",4,0.01
"95","Aspergillus japonicus",30,0.08
"96","Aspergillus mottae",14,0.04
"97","Aspergillus NA",26,0.07
"98","Aspergillus niger",8,0.02
"99","Aspergillus phialiformis",1,0
"100","Aspergillus piperis",4,0.01
"101","Aspergillus pseudodeflectus",1,0
"102","Aspergillus subversicolor",1,0
"103","Aspergillus tardus",1,0
"104","Aspergillus udagawae",1,0
"105","Aspergillus versicolor",8,0.02
"106","Aspergillus viridinutans",1,0
"107","Atractiella rhizophila",49,0.14
"108","Atractium NA",20,0.06
"109","Atrocalyx NA",21,0.06
"110","Aureobasidium pullulans",4,0.01
"111","Auricularia NA",3,0.01
"112","Babjevia anomala",1,0
"113","Backusella thermophila",2,0.01
"114","Bactrodesmium NA",2,0.01
"115","Bactrodesmium obovatum",17,0.05
"116","Badarisama NA",1,0
"117","Bannozyma yamatoana",1,0
"118","Barbatosphaeria neglecta",1,0
"119","Barnettozyma californica",1,0
"120","Bartalinia pondoensis",14,0.04
"121","Bartalinia robillardoides",6,0.02
"122","Basidiobolus ranarum",11,0.03
"123","Beauveria bassiana",1,0
"124","Beauveria NA",28,0.08
"125","Betamyces americae-meridionalis",13,0.04
"126","Betamyces NA",41,0.11
"127","Biatriospora NA",1,0
"128","Bifiguratus NA",3,0.01
"129","Bipolaris eleusines",2,0.01
"130","Bipolaris maydis",2,0.01
"131","Bipolaris microstegii",1,0
"132","Bipolaris NA",6,0.02
"133","Biscogniauxia mediterranea",3,0.01
"134","Biscogniauxia NA",1,0
"135","Bisifusarium delphinoides",2,0.01
"136","Bisifusarium dimerum",7,0.02
"137","Blakeslea trispora",2,0.01
"138","Bloxamia NA",25,0.07
"139","Boeremia NA",4,0.01
"140","Bolbitius coprophilus",3,0.01
"141","Boletinellus merulioides",3,0.01
"142","Boletus variipes",1,0
"143","Bondarzewia dickinsii",15,0.04
"144","Botryoderma lateritium",3,0.01
"145","Botrytis caroliniana",4,0.01
"146","Boubovia NA",1,0
"147","Boudiera acanthospora",1,0
"148","Boudiera NA",1,0
"149","Bovista promontorii",4,0.01
"150","Bovista pusilliformis",1,0
"151","Brevicalcar NA",3,0.01
"152","Brocchiosphaera brocchiata",24,0.07
"153","Brocchiosphaera bulbiformis",28,0.08
"154","Brocchiosphaera microspora",2,0.01
"155","Brocchiosphaera NA",4,0.01
"156","Brunneomyces brunnescens",9,0.03
"157","Buchwaldoboletus lignicola",1,0
"158","Bullera alba",2,0.01
"159","Cadophora luteo-olivacea",2,0.01
"160","Calcarisporiella NA",3,0.01
"161","Callistosporium purpureomarginatum",1,0
"162","Calloria NA",2,0.01
"163","Calvatia craniiformis",5,0.01
"164","Calvatia cyathiformis",36,0.1
"165","Calvatia fragilis",4,0.01
"166","Calvatia NA",8,0.02
"167","Calvatia rubroflava",1,0
"168","Calycina NA",19,0.05
"169","Camarops NA",2,0.01
"170","Candelabrochaete langloisii",1,0
"171","Candida parapsilosis",7,0.02
"172","Candida pseudocylindracea",1,0
"173","Candida railenensis",10,0.03
"174","Canomyces reticulatus",2,0.01
"175","Capronia rubiginosa",3,0.01
"176","Capronia semiimmersa",2,0.01
"177","Castanedomyces australiensis",4,0.01
"178","Catinella olivacea",1,0
"179","Ceratobasidium cornigerum",3,0.01
"180","Ceratobasidium NA",42,0.12
"181","Ceratocystis NA",2,0.01
"182","Ceratostomella pyrenaica",3,0.01
"183","Cercophora coronata",2,0.01
"184","Cercophora fici",14,0.04
"185","Cercophora samala",1,0
"186","Cercospora NA",16,0.04
"187","Cercospora zeae-maydis",1,0
"188","Chaetocapnodium NA",2,0.01
"189","Chaetomella raphigera",1,0
"190","Chaetomidium leptoderma",21,0.06
"191","Chaetomium angustispirale",21,0.06
"192","Chaetomium apiculatum",2,0.01
"193","Chaetomium grande",4,0.01
"194","Chaetomium NA",52,0.15
"195","Chaetomium subspirilliferum",40,0.11
"196","Chaetosphaeria NA",51,0.14
"197","Chaetosphaeria pygmaea",36,0.1
"198","Chaetosphaeria vermicularioides",51,0.14
"199","Chalara aurea",1,0
"200","Cheilymenia NA",1,0
"201","Chlamydocillium cyanophilum",3,0.01
"202","Chloridium aseptatum",113,0.32
"203","Chloridium submersum",38,0.11
"204","Choanephora cucurbitarum",1,0
"205","Chordomyces antarcticus",3,0.01
"206","Chrysocorona lucknowensis",1,0
"207","Chrysosporium lobatum",3,0.01
"208","Chrysosporium pannicola",1,0
"209","Chrysozyma sorbariae",1,0
"210","Chytriomyces hyalinus",2,0.01
"211","Cinereomyces lindbladii",1,0
"212","Cirrenalia NA",43,0.12
"213","Cistella NA",13,0.04
"214","Cladophialophora chaetospira",37,0.1
"215","Cladophialophora eucalypti",7,0.02
"216","Cladophialophora floridana",47,0.13
"217","Cladophialophora NA",47,0.13
"218","Cladophialophora nyingchiensis",8,0.02
"219","Cladophialophora tortuosa",45,0.13
"220","Cladorrhinum flexuosum",1,0
"221","Cladorrhinum foecundissimum",3,0.01
"222","Cladorrhinum globisporum",24,0.07
"223","Cladorrhinum NA",26,0.07
"224","Cladosporium adianticola",6,0.02
"225","Cladosporium basi-inflatum",20,0.06
"226","Cladosporium halotolerans",3,0.01
"227","Cladosporium herbarum",6,0.02
"228","Cladosporium sphaerospermum",1,0
"229","Claroideoglomus claroideum",1,0
"230","Claroideoglomus etunicatum",5,0.01
"231","Claroideoglomus NA",10,0.03
"232","Claviceps arundinis",2,0.01
"233","Clitopilus amygdaliformis",1,0
"234","Clitopilus hobsonii",1,0
"235","Clitopilus NA",1,0
"236","Clitopilus prunulus",3,0.01
"237","Clonostachys eriocamporesii",1,0
"238","Clonostachys miodochialis",16,0.04
"239","Clonostachys NA",27,0.08
"240","Clonostachys phyllophila",16,0.04
"241","Clonostachys rosea",40,0.11
"242","Clonostachys swieteniae",4,0.01
"243","Clypeosphaeria NA",1,0
"244","Coemansia NA",34,0.1
"245","Coemansia pectinata",83,0.23
"246","Coleophoma NA",24,0.07
"247","Collarina NA",114,0.32
"248","Colletotrichum graminicola",13,0.04
"249","Colletotrichum lilii",1,0
"250","Colletotrichum piperis",7,0.02
"251","Colletotrichum truncatum",1,0
"252","Coniochaeta baysunika",4,0.01
"253","Coniochaeta cateniformis",11,0.03
"254","Coniochaeta cipronana",1,0
"255","Coniochaeta fasciculata",20,0.06
"256","Coniochaeta NA",42,0.12
"257","Coniochaeta rosae",1,0
"258","Coniochaeta velutina",3,0.01
"259","Coniochaeta verticillata",133,0.37
"260","Conioscypha bambusicola",114,0.32
"261","Conioscypha NA",48,0.13
"262","Conioscypha pleiomorpha",54,0.15
"263","Conioscypha tenebrosa",55,0.15
"264","Coniothyrium NA",2,0.01
"265","Coniothyrium palmicola",33,0.09
"266","Coniothyrium sidae",1,0
"267","Conlarium NA",2,0.01
"268","Conlarium nanningense",1,0
"269","Conlarium sacchari",21,0.06
"270","Conocybe anthracophila",5,0.01
"271","Conocybe crispa",7,0.02
"272","Conocybe michiganensis",1,0
"273","Conocybe NA",5,0.01
"274","Conocybe pygmaeoaffinis",5,0.01
"275","Conocybe subcrispa",5,0.01
"276","Coprinellus disseminatus",4,0.01
"277","Coprinellus domesticus",1,0
"278","Coprinellus flocculosus",1,0
"279","Coprinellus hiascens",1,0
"280","Coprinellus magnoliae",1,0
"281","Coprinellus ovatus",1,0
"282","Coprinellus verrucispermus",4,0.01
"283","Coprinopsis atramentaria",4,0.01
"284","Coprinopsis calospora",47,0.13
"285","Coprinopsis cinerea",1,0
"286","Coprinopsis NA",33,0.09
"287","Coprinopsis neophlyctidospora",21,0.06
"288","Coprinopsis nivea",1,0
"289","Coprinus cordisporus",34,0.1
"290","Coralloidiomyces digitatus",2,0.01
"291","Coralloidiomyces NA",5,0.01
"292","Cordana bisbyi",20,0.06
"293","Cordana NA",43,0.12
"294","Cordana terrestris",6,0.02
"295","Cordyceps bassiana",12,0.03
"296","Coremiopassalora leptophlebae",3,0.01
"297","Corticium confine",1,0
"298","Cortinarius acutus",2,0.01
"299","Cortinarius brunneoaffinis",1,0
"300","Cortinarius epipurrus",1,0
"301","Cortinarius mucicola",1,0
"302","Cortinarius NA",2,0.01
"303","Cortinarius scaurus",1,0
"304","Corylicola italica",1,0
"305","Corynascella humicola",4,0.01
"306","Corynascella inquinata",7,0.02
"307","Cosmospora lavitskiae",6,0.02
"308","Crepidotus crocophyllus",2,0.01
"309","Cryptococcus watticus",2,0.01
"310","Cunninghamella echinulata",2,0.01
"311","Currahomyces indicus",1,0
"312","Curvularia americana",19,0.05
"313","Curvularia canadensis",6,0.02
"314","Curvularia fallax",57,0.16
"315","Curvularia gladioli",18,0.05
"316","Curvularia inaequalis",1,0
"317","Curvularia lunata",20,0.06
"318","Curvularia mebaldsii",25,0.07
"319","Curvularia NA",91,0.26
"320","Curvularia pseudoprotuberata",11,0.03
"321","Curvularia sorghina",9,0.03
"322","Curvularia trifolii",16,0.04
"323","Curvularia verruculosa",3,0.01
"324","Curvularia xishuangbannaensis",53,0.15
"325","Cyanosporus populi",1,0
"326","Cyberlindnera saturnus",1,0
"327","Cylindrocladiella NA",2,0.01
"328","Cylindrocladiella variabilis",2,0.01
"329","Cyniclomyces guttulatus",1,0
"330","Cyphellophora fusarioides",79,0.22
"331","Cyphellophora goniomatis",2,0.01
"332","Cyphellophora livistonae",18,0.05
"333","Cyphellophora NA",16,0.04
"334","Cyphellophora oxyspora",21,0.06
"335","Cyphellophora sessilis",1,0
"336","Cyphellophora suttonii",6,0.02
"337","Cyphellophora vermispora",27,0.08
"338","Cystoagaricus NA",51,0.14
"339","Cystobasidium NA",2,0.01
"340","Cystobasidium oligophagum",1,0
"341","Cystobasidium slooffiae",1,0
"342","Cystofilobasidium capitatum",3,0.01
"343","Cystofilobasidium macerans",86,0.24
"344","Cytospora NA",1,0
"345","Dactylella NA",10,0.03
"346","Dactylella ramosa",7,0.02
"347","Dactylonectria macrodidyma",30,0.08
"348","Daldinia childiae",1,0
"349","Debaryomyces nepalensis",1,0
"350","Debaryomyces prosopidis",1,0
"351","Debaryomyces singareniensis",3,0.01
"352","Dendryphion europaeum",11,0.03
