"","Var1","Freq","percentage"
"722","Mycenastrum corium",2,0.01
"723","Mycoarthris NA",3,0.01
"724","Mycodidymella aesculi",2,0.01
"725","Mycoleptodiscus terrestris",3,0.01
"726","Myriococcum praecox",2,0.01
"727","Myrmecridium NA",5,0.01
"728","Myrmecridium schulzeri",97,0.27
"729","Myrothecium gramineum",2,0.01
"730","Myrothecium inundatum",14,0.04
"731","Myrothecium NA",10,0.03
"732","Mytilinidion NA",1,0
"733","NA NA",16705,46.84
"734","Naganishia diffluens",2,0.01
"735","Naganishia globosa",2,0.01
"736","Natantispora NA",5,0.01
"737","Nectriella NA",2,0.01
"738","Nectriopsis NA",34,0.1
"739","Nemania feicuiensis",1,0
"740","Nemania NA",3,0.01
"741","Nemania rubi",5,0.01
"742","Nemania serpens",2,0.01
"743","Nemania yunnanensis",9,0.03
"744","Neoascochyta desmazieri",22,0.06
"745","Neoascochyta europaea",17,0.05
"746","Neoascochyta tardicrescens",3,0.01
"747","Neoboletus NA",1,0
"748","Neobulgaria koningiana",2,0.01
"749","Neobulgaria NA",51,0.14
"750","Neocamarosporium leipoldtiae",2,0.01
"751","Neocarpenteles acanthosporum",4,0.01
"752","Neoconiothyrium persooniae",2,0.01
"753","Neocosmospora rubicola",27,0.08
"754","Neodevriesia NA",1,0
"755","Neodiluviicola aquatica",1,0
"756","Neohelicomyces melaleucae",1,0
"757","Neohelicomyces NA",4,0.01
"758","Neonectria lugdunensis",4,0.01
"759","Neopseudolachnella NA",1,0
"760","Neoroussoella solani",33,0.09
"761","Neosartorya NA",12,0.03
"762","Neoschizothecium carpinicola",12,0.03
"763","Neoschizothecium curvisporum",1,0
"764","Neosetophoma buxi",4,0.01
"765","Neosetophoma guiyangensis",17,0.05
"766","Neosetophoma NA",2,0.01
"767","Neosetophoma poaceicola",6,0.02
"768","Neosetophoma rosigena",15,0.04
"769","Neosetophoma samarorum",3,0.01
"770","Neosetophoma sambuci",1,0
"771","Neosetophoma xingrensis",5,0.01
"772","Neptunomyces aureus",1,0
"773","Niesslia mucida",27,0.08
"774","Nigrograna mackinnonii",1,0
"775","Nigrograna NA",2,0.01
"776","Nigrospora aurantiaca",6,0.02
"777","Nigrospora hainanensis",35,0.1
"778","Nigrospora NA",29,0.08
"779","Nigrospora rubi",6,0.02
"780","Nigrospora vesicularifera",36,0.1
"781","Obolarina NA",6,0.02
"782","Occultifur kilbournensis",7,0.02
"783","Occultifur NA",5,0.01
"784","Occultifur tropicalis",11,0.03
"785","Odontia ferruginea",2,0.01
"786","Oehlia diaphana",4,0.01
"787","Oidiodendron cereale",7,0.02
"788","Oidiodendron echinulatum",1,0
"789","Oliveonia NA",11,0.03
"790","Oliveonia pauxilla",10,0.03
"791","Olpidium NA",25,0.07
"792","Oncopodiella NA",1,0
"793","Operculomyces laminatus",25,0.07
"794","Operculomyces NA",74,0.21
"795","Ophiocordyceps arborescens",5,0.01
"796","Ophiocordyceps NA",1,0
"797","Ophiocordyceps retorta",1,0
"798","Ophiocordyceps sporangifera",4,0.01
"799","Ophionectria trichospora",1,0
"800","Ophiosphaerella aquatica",10,0.03
"801","Orbilia cercocarpi",2,0.01
"802","Orbilia cotoneastri",3,0.01
"803","Orbilia elegans",3,0.01
"804","Orbilia microserpens",3,0.01
"805","Orbilia NA",5,0.01
"806","Orbilia quaestiformis",4,0.01
"807","Orbilia rectispora",1,0
"808","Orbilia septispora",2,0.01
"809","Otospora bareae",1,0
"810","Ovicillium subglobosum",5,0.01
"811","Pacispora scintillans",1,0
"812","Paecilomyces NA",1,0
"813","Panaeolus axfordii",2,0.01
"814","Pandora NA",2,0.01
"815","Papiliotrema flavescens",1,0
"816","Papiliotrema laurentii",54,0.15
"817","Papiliotrema NA",2,0.01
"818","Papiliotrema zeae",1,0
"819","Papulaspora byssina",602,1.69
"820","Papulaspora equi",29,0.08
"821","Paracamarosporium fungicola",4,0.01
"822","Paraconiothyrium archidendri",1,0
"823","Paraconiothyrium brasiliense",9,0.03
"824","Paraconiothyrium estuarinum",36,0.1
"825","Paracremonium inflatum",4,0.01
"826","Paracylindrocarpon aloicola",2,0.01
"827","Paradevriesia americana",50,0.14
"828","Paragibellulopsis chrysanthemi",7,0.02
"829","Paragibellulopsis NA",2,0.01
"830","Paraglomus NA",52,0.15
"831","Paraglomus occultum",81,0.23
"832","Paraisaria heteropoda",1,0
"833","Paramonodictys hongheensis",3,0.01
"834","Paramyrothecium humicola",2,0.01
"835","Paranamyces uniporus",3,0.01
"836","Paraphaeosphaeria angularis",1,0
"837","Paraphaeosphaeria michotii",12,0.03
"838","Paraphaeosphaeria minitans",1,0
"839","Paraphaeosphaeria NA",2,0.01
"840","Paraphaeosphaeria sporulosa",2,0.01
"841","Paraphoma ledniceana",36,0.1
"842","Paraphoma NA",6,0.02
"843","Paraphoma pye",26,0.07
"844","Paraphoma radicina",41,0.11
"845","Paraphoma rhaphiolepidis",1,0
"846","Parascedosporium putredinis",3,0.01
"847","Parasola leiocephala",3,0.01
"848","Parasola NA",26,0.07
"849","Parastagonospora NA",2,0.01
"850","Parathyridaria NA",19,0.05
"851","Parathyridaria ramulicola",2,0.01
"852","Passalora fusimaculans",5,0.01
"853","Penicillifer diparietisporus",2,0.01
"854","Penicillium anatolicum",2,0.01
"855","Penicillium austrosinicum",6,0.02
"856","Penicillium brasilianum",20,0.06
"857","Penicillium brevicompactum",4,0.01
"858","Penicillium burgense",30,0.08
"859","Penicillium chrysogenum",7,0.02
"860","Penicillium citrinum",10,0.03
"861","Penicillium coffeae",4,0.01
"862","Penicillium corylophilum",1,0
"863","Penicillium expansum",2,0.01
"864","Penicillium flaviroseum",2,0.01
"865","Penicillium guanacastense",3,0.01
"866","Penicillium herquei",2,0.01
"867","Penicillium limosum",1,0
"868","Penicillium madriti",2,0.01
"869","Penicillium menonorum",8,0.02
"870","Penicillium NA",128,0.36
"871","Penicillium oregonense",1,0
"872","Penicillium oxalicum",17,0.05
"873","Penicillium paxilli",7,0.02
"874","Penicillium raperi",24,0.07
"875","Penicillium rubidurum",15,0.04
"876","Penicillium sclerotiorum",3,0.01
"877","Penicillium senticosum",6,0.02
"878","Penicillium simplicissimum",1,0
"879","Penicillium soosanum",1,0
"880","Penicillium sumatraense",12,0.03
"881","Penicillium westlingii",1,0
"882","Penidiellomyces aggregatus",1,0
"883","Peniophora NA",2,0.01
"884","Perenniporia NA",1,0
"885","Perenniporia narymica",4,0.01
"886","Perenniporia pyricola",1,0
"887","Periconia celtidis",5,0.01
"888","Periconia circinata",20,0.06
"889","Periconia epilithographicola",5,0.01
"890","Periconia minutissima",24,0.07
"891","Periconia NA",1,0
"892","Periconia verrucosa",1,0
"893","Peroneutypa scoparia",2,0.01
"894","Pervetustus NA",6,0.02
"895","Pestalotiopsis coffeae-arabicae",14,0.04
"896","Pestalotiopsis doitungensis",7,0.02
"897","Pestalotiopsis furcata",1,0
"898","Pestalotiopsis NA",2,0.01
"899","Peziza arvernensis",3,0.01
"900","Peziza NA",7,0.02
"901","Peziza ninguis",4,0.01
"902","Phaeocytostroma ambiguum",13,0.04
"903","Phaeodactylium NA",1,0
"904","Phaeosphaeria ampeli",56,0.16
"905","Phaeosphaeria caricicola",1,0
"906","Phaeosphaeria NA",83,0.23
"907","Phaeosphaeria oryzae",4,0.01
"908","Phaeosphaeria poagena",2,0.01
"909","Phaeosphaeriopsis NA",7,0.02
"910","Phanerochaete burtii",1,0
"911","Phialomyces macrosporus",4,0.01
"912","Phialophora cyclaminis",1,0
"913","Phialophora NA",2,0.01
"914","Phillipsia crispata",1,0
"915","Phillipsia NA",3,0.01
"916","Phlebia bresadolae",1,0
"917","Phlebia brevispora",1,0
"918","Phlyctochytrium planicorne",3,0.01
"919","Pholiota adiposa",3,0.01
"920","Pholiota chocenensis",1,0
"921","Pholiota polychroa",2,0.01
"922","Pholiota spumosa",2,0.01
"923","Phomatodes aubrietiae",1,0
"924","Phomatospora NA",10,0.03
"925","Phomopsis longicolla",1,0
"926","Phomopsis NA",1,0
"927","Phylloporus NA",1,0
"928","Physalacria maipoensis",6,0.02
"929","Physoderma maydis",6,0.02
"930","Pichia mandshurica",1,0
"931","Piskurozyma silvicultrix",2,0.01
"932","Pisolithus arhizus",5,0.01
"933","Plectosphaerella melonis",1,0
"934","Plectosphaerella NA",15,0.04
"935","Plectosphaerella niemeijerarum",8,0.02
"936","Plectosphaerella sinensis",15,0.04
"937","Plectosphaerella slobbergiarum",16,0.04
"938","Plenodomus biglobosus",26,0.07
"939","Pleotrichocladium opacum",12,0.03
"940","Pleurotheciella NA",9,0.03
"941","Pleurotheciella uniseptata",5,0.01
"942","Pluteus albostipitatus",1,0
"943","Pluteus atromarginatus",1,0
"944","Pluteus eos",2,0.01
"945","Pluteus longistriatus",2,0.01
"946","Pluteus NA",8,0.02
"947","Pluteus petasatus",3,0.01
"948","Pluteus podospileus",1,0
"949","Pluteus semibulbosus",19,0.05
"950","Poaceascoma helicoides",36,0.1
"951","Poaceascoma NA",23,0.06
"952","Podila minutissima",1,0
"953","Podila NA",9,0.03
"954","Podospora appendiculata",4,0.01
"955","Podospora bicolor",1,0
"956","Podospora immersa",1,0
"957","Podospora intestinacea",125,0.35
"958","Podospora minicauda",38,0.11
"959","Poitrasia circinans",7,0.02
"960","Polylobatispora NA",15,0.04
"961","Polyschema sclerotigenum",59,0.17
"962","Polytolypa hystricis",36,0.1
"963","Populomyces zwinianus",10,0.03
"964","Porotheleum NA",4,0.01
"965","Postia stiptica",1,0
"966","Powellomyces NA",5,0.01
"967","Preussia flanaganii",62,0.17
"968","Preussia persica",41,0.11
"969","Preussia polymorpha",5,0.01
"970","Preussia tenerifae",14,0.04
"971","Preussia terricola",2,0.01
"972","Psathyrella carinthiaca",4,0.01
"973","Psathyrella NA",56,0.16
"974","Psathyrella squamosa",1,0
"975","Pseudaleuria fibrillosa",4,0.01
"976","Pseudallescheria boydii",2,0.01
"977","Pseudallescheria NA",1,0
"978","Pseudeurotium hygrophilum",17,0.05
"979","Pseudeurotium ovale",19,0.05
"980","Pseudoacrodictys NA",1,0
"981","Pseudoanungitea NA",1,0
"982","Pseudoarthrographis NA",1,0
"983","Pseudocoleophoma calamagrostidis",5,0.01
"984","Pseudocoleophoma NA",27,0.08
"985","Pseudocosmospora NA",1,0
"986","Pseudocosmospora vilior",25,0.07
"987","Pseudocyclothyriella clematidis",50,0.14
"988","Pseudodactylaria fusiformis",22,0.06
"989","Pseudodactylaria NA",33,0.09
"990","Pseudoechria decidua",11,0.03
"991","Pseudoophiobolus NA",4,0.01
"992","Pseudoophiobolus pseudoitalicus",13,0.04
"993","Pseudophialocephala humicola",37,0.1
"994","Pseudopithomyces angolensis",32,0.09
"995","Pseudopithomyces karoo",20,0.06
"996","Pseudorhypophila marina",79,0.22
"997","Pseudorhypophila NA",9,0.03
"998","Pseudorobillarda sojae",1,0
"999","Pseudospiromastix tentaculata",7,0.02
"1000","Pseudothielavia arxii",72,0.2
"1001","Pseudozyma NA",1,0
"1002","Purpureocillium lavendulum",9,0.03
"1003","Purpureocillium lilacinum",16,0.04
"1004","Purpureocillium NA",4,0.01
"1005","Pyrenochaeta NA",36,0.1
"1006","Pyrenochaeta nobilis",1,0
"1007","Pyrenochaetopsis confluens",34,0.1
"1008","Pyrenochaetopsis indica",3,0.01
"1009","Pyrenochaetopsis leptospora",21,0.06
"1010","Pyrenochaetopsis NA",9,0.03
"1011","Pyrenochaetopsis tabarestanensis",97,0.27
"1012","Pyrenopeziza caespiticia",4,0.01
"1013","Pyrenophora biseptata",2,0.01
"1014","Pyxidiophora NA",9,0.03
"1015","Ramicandelaber brevisporus",11,0.03
"1016","Ramicandelaber NA",567,1.59
"1017","Ramicandelaber taiwanensis",4,0.01
"1018","Ramophialophora humicola",45,0.13
"1019","Remersonia NA",1,0
"1020","Remersonia tenuis",1,0
"1021","Retiboletus vinaceipes",1,0
"1022","Rhinocladiella NA",3,0.01
"1023","Rhinocladiella similis",23,0.06
"1024","Rhizophagus diaphanus",1,0
"1025","Rhizophagus fasciculatus",2,0.01
"1026","Rhizophagus intraradices",16,0.04
"1027","Rhizophagus irregularis",3,0.01
"1028","Rhizophagus NA",7,0.02
"1029","Rhizophlyctis NA",28,0.08
"1030","Rhizophlyctis rosea",64,0.18
"1031","Rhizophydium globosum",6,0.02
"1032","Rhizophydium NA",28,0.08
"1033","Rhizopus arrhizus",21,0.06
"1034","Rhizopus microsporus",9,0.03
"1035","Rhodocybe roseiavellanea",1,0
"1036","Rhodotorula dairenensis",1,0
"1037","Rhodotorula NA",11,0.03
"1038","Rhodotorula paludigena",1,0
"1039","Robillarda sessilis",17,0.05
"1040","Romagnesiella clavus",2,0.01
"1041","Rosellinia thelena",1,0
"1042","Roussoella siamensis",12,0.03
"1043","Russula modesta",1,0
"1044","Sagenomella oligospora",30,0.08
"1045","Saitozyma flava",5,0.01
"1046","Saitozyma paraflava",2,0.01
"1047","Saitozyma podzolica",6,0.02
"1048","Sakaguchia lamellibrachiae",28,0.08
"1049","Sakaguchia NA",19,0.05
"1050","Sarocladium bactrocephalum",2,0.01
"1051","Sarocladium glaucum",19,0.05
"1052","Sarocladium implicatum",4,0.01
"1053","Sarocladium NA",3,0.01
"1054","Sarocladium ochraceum",7,0.02
"1055","Sarocladium strictum",17,0.05
"1056","Sarocladium subulatum",3,0.01
"1057","Sarocladium zeae",2,0.01
"1058","Savoryella aquatica",43,0.12
"1059","Savoryella longispora",1,0
"1060","Scedosporium boydii",1,0
"1061","Scedosporium dehoogii",39,0.11
"1062","Scedosporium NA",1,0
"1063","Schizophyllum commune",2,0.01
"1064","Schizopora paradoxa",1,0
"1065","Schizothecium curvuloides",97,0.27
"1066","Schizothecium glutinans",28,0.08
"1067","Schizothecium miniglutinans",3,0.01
"1068","Schizothecium NA",381,1.07
"1069","Schizothecium selenosporum",1,0
"1070","Scleroderma areolatum",9,0.03
"1071","Scleroderma cepa",1,0
"1072","Scleroderma polyrhizum",5,0.01
"1073","Sclerostagonospora NA",15,0.04
"1074","Sclerotinia sclerotiorum",4,0.01
"1075","Scolecobasidium bacilliforme",1,0
"1076","Scolecobasidium constrictum",54,0.15
"1077","Scolecobasidium cordanae",1,0
"1078","Scolecobasidium NA",8,0.02
"1079","Scolecobasidium terreum",2,0.01
"1080","Scopulariopsis candida",2,0.01
"1081","Scopuloides NA",7,0.02
"1082","Scutellinia NA",21,0.06
"1083","Scytalidium aurantiacum",22,0.06
"1084","Scytalidium circinatum",2,0.01
"1085","Scytalidium lignicola",8,0.02
"1086","Scytalidium NA",91,0.26
"1087","Scytalidium sphaerosporum",64,0.18
"1088","Selenophoma mahoniae",1,0
"1089","Septoglomus constrictum",8,0.02
"1090","Septoglomus NA",1,0
"1091","Septoglomus nigrum",1,0
"1092","Septoglomus viscosum",10,0.03
"1093","Septoria ekmaniana",2,0.01
"1094","Septoria glycinicola",6,0.02
"1095","Septoria NA",19,0.05
"1096","Septoria oenanthicola",7,0.02
"1097","Septoriella hollandica",8,0.02
"1098","Septoriella tridentina",1,0
"1099","Serendipita herbamans",3,0.01
"1100","Serendipita indica",3,0.01
"1101","Serendipita NA",2,0.01
"1102","Sesquicillium NA",14,0.04
"1103","Setophaeosphaeria badalingensis",2,0.01
"1104","Setophaeosphaeria microspora",1,0
"1105","Setophoma brachypodii",12,0.03
"1106","Setophoma caverna",2,0.01
"1107","Setophoma NA",2,0.01
"1108","Similiphoma crystallifera",3,0.01
"1109","Simocybe filopes",1,0
"1110","Sistotrema coronilla",8,0.02
"1111","Sistotrema epiphyllum",1,0
"1112","Sistotrema NA",2,0.01
"1113","Smaragdiniseta NA",1,0
"1114","Solicoccozyma terricola",1,0
"1115","Solicoccozyma zizaniae",3,0.01
"1116","Spegazzinia radermacherae",7,0.02
"1117","Sphaerostilbella NA",4,0.01
"1118","Spiromastigoides NA",1,0
"1119","Spiromastigoides warcupii",3,0.01
"1120","Spiromastix NA",25,0.07
"1121","Spirosphaera cupreorufescens",3,0.01
"1122","Spizellomyces acuminatus",18,0.05
"1123","Spizellomyces dolichospermus",7,0.02
"1124","Spizellomyces lactosolyticus",1,0
"1125","Spizellomyces NA",12,0.03
"1126","Spizellomyces plurigibbosus",10,0.03
"1127","Spizellomyces punctatus",18,0.05
"1128","Spongiporus gloeoporus",2,0.01
"1129","Sporidesmiella NA",5,0.01
"1130","Sporidesmiella obovoidia",56,0.16
"1131","Sporidesmium guizhouense",28,0.08
"1132","Sporidesmium NA",1,0
"1133","Sporidesmium nujiangense",5,0.01
"1134","Sporobolomyces NA",12,0.03
"1135","Sporormiella intermedia",1,0
"1136","Sporormiella similis",2,0.01
"1137","Sporormurispora atraphaxis",4,0.01
"1138","Sporoschisma hemipsilum",1,0
"1139","Sporothrix mexicana",1,0
"1140","Stachybotrys aloicola",1,0
"1141","Stachybotrys limonisporus",46,0.13
"1142","Stachybotrys NA",6,0.02
"1143","Stachylidium bicolor",23,0.06
"1144","Stagonosporopsis astragali",23,0.06
"1145","Stagonosporopsis lupini",20,0.06
"1146","Stagonosporopsis NA",9,0.03
"1147","Stagonosporopsis vannaccii",2,0.01
"1148","Staphylotrichum acaciicola",85,0.24
"1149","Staphylotrichum boninense",5,0.01
"1150","Staphylotrichum coccosporum",18,0.05
"1151","Staphylotrichum microascosporum",5,0.01
"1152","Staphylotrichum NA",69,0.19
"1153","Stemphylium NA",2,0.01
"1154","Stemphylium vesicarium",12,0.03
"1155","Stenocarpella maydis",5,0.01
"1156","Stephanonectria keithii",12,0.03
"1157","Stereum ostrea",1,0
"1158","Strelitziana malaysiana",1,0
"1159","Striaticonidium brachysporum",49,0.14
"1160","Striaticonidium humicola",22,0.06
"1161","Striaticonidium NA",1,0
"1162","Striaticonidium synnematum",15,0.04
"1163","Strobilurus NA",1,0
"1164","Stropharia NA",4,0.01
"1165","Strumella NA",1,0
"1166","Subramaniula NA",7,0.02
"1167","Subramaniula thielavioides",2,0.01
"1168","Subulicystidium NA",47,0.13
"1169","Suillus tomentosus",1,0
"1170","Symmetrospora oryzicola",1,0
"1171","Symmetrospora symmetrica",2,0.01
"1172","Syncephalis NA",16,0.04
"1173","Syzygospora NA",1,0
"1174","Talaromyces adpressus",34,0.1
"1175","Talaromyces assiutensis",48,0.13
"1176","Talaromyces diversiformis",8,0.02
"1177","Talaromyces domesticus",19,0.05
"1178","Talaromyces fusiformis",1,0
"1179","Talaromyces liani",1,0
"1180","Talaromyces NA",61,0.17
"1181","Talaromyces purpureogenus",51,0.14
"1182","Talaromyces radicus",9,0.03
"1183","Talaromyces subaurantiacus",6,0.02
"1184","Talaromyces tiftonensis",9,0.03
"1185","Talaromyces udagawae",2,0.01
"1186","Talaromyces wortmannii",1,0
"1187","Talaromyces xishaensis",8,0.02
"1188","Taphrina inositophila",2,0.01
"1189","Tausonia pullulans",5,0.01
"1190","Teichospora quercus",1,0
"1191","Terfezia NA",9,0.03
"1192","Tetracladium marchalianum",53,0.15
"1193","Tetragoniomyces NA",1,0
"1194","Tetrapisispora fleetii",2,0.01
"1195","Tetrapisispora namnaoensis",4,0.01
"1196","Tetraploa NA",1,0
"1197","Tetraploa pseudoaristata",1,0
"1198","Tetraploa sasicola",7,0.02
"1199","Tetraploa yunnanensis",22,0.06
"1200","Thanatephorus cucumeris",7,0.02
"1201","Thanatephorus NA",8,0.02
"1202","Thaxterogaster rhipiduranus",1,0
"1203","Thelebolus globosus",1,0
"1204","Thelephora NA",1,0
"1205","Thelonectria olida",26,0.07
"1206","Thelonectria rubi",3,0.01
"1207","Thermomyces lanuginosus",8,0.02
"1208","Thermothelomyces NA",1,0
"1209","Thermothielavioides terrestris",1,0
"1210","Thielavia terrestris",6,0.02
"1211","Thyridium NA",3,0.01
"1212","Thyridium pluriloculosum",1,0
"1213","Tilachlidium brachiatum",2,0.01
"1214","Tomentella badia",2,0.01
"1215","Tomentella coerulea",3,0.01
"1216","Tomentella NA",6,0.02
"1217","Tomentella radiosa",1,0
"1218","Tomentella sublilacina",1,0
"1219","Tomentella tenuirhizomorpha",1,0
"1220","Torula chromolaenae",1,0
"1221","Torula fici",24,0.07
"1222","Trametes cubensis",1,0
"1223","Trechispora bispora",3,0.01
"1224","Trechispora farinacea",1,0
"1225","Trechispora invisitata",8,0.02
"1226","Trechispora mollusca",5,0.01
"1227","Trechispora NA",12,0.03
"1228","Trechispora praefocata",2,0.01
"1229","Tremella NA",1,0
"1230","Triangularia NA",12,0.03
"1231","Triangularia pseudopauciseta",1,0
"1232","Triangularia yaeyamensis",77,0.22
"1233","Tricellula NA",25,0.07
"1234","Trichobolus NA",2,0.01
"1235","Trichoderma aerugineum",61,0.17
"1236","Trichoderma alcalifuscescens",10,0.03
"1237","Trichoderma austrokoningii",1,0
"1238","Trichoderma ceramicum",1,0
"1239","Trichoderma citrinoviride",1,0
"1240","Trichoderma floccosum",56,0.16
"1241","Trichoderma foliicola",1,0
"1242","Trichoderma koningii",20,0.06
"1243","Trichoderma lixii",16,0.04
"1244","Trichoderma NA",271,0.76
"1245","Trichoderma pachypallidum",1,0
"1246","Trichoderma pararogersonii",15,0.04
"1247","Trichoderma paucisporum",15,0.04
"1248","Trichoderma peltatum",1,0
"1249","Trichoderma pseudonigrovirens",1,0
"1250","Trichoderma pseudostramineum",1,0
"1251","Trichoderma pubescens",3,0.01
"1252","Trichoderma rossicum",12,0.03
"1253","Trichoderma spinulosum",9,0.03
"1254","Trichoderma spirale",45,0.13
"1255","Trichoderma stellatum",55,0.15
"1256","Trichoderma stromaticum",5,0.01
"1257","Trichoderma theobromicola",24,0.07
"1258","Trichoderma tomentosum",25,0.07
"1259","Trichoderma turrialbense",45,0.13
"1260","Trichoderma virens",12,0.03
"1261","Trichoderma virescentiflavum",2,0.01
"1262","Tricholoma imbricatum",1,0
"1263","Trichosporon asahii",3,0.01
"1264","Tricladium terrestre",1,0
"1265","Tricladium varicosporioides",1,0
"1266","Triscelophorus NA",9,0.03
"1267","Tuber pseudobrumale",30,0.08
"1268","Tulostoma pulchellum",1,0
"1269","Tumenectria laetidisca",12,0.03
"1270","Tumularia NA",3,0.01
"1271","Tylopilus badiceps",1,0
"1272","Typhula micans",1,0
"1273","Tyromyces galactinus",1,0
"1274","Udeniozyma ferulica",1,0
"1275","Udeniozyma NA",11,0.03
"1276","Uredinophila NA",3,0.01
"1277","Urnula craterium",19,0.05
"1278","Ustilaginoidea virens",7,0.02
"1279","Ustilago maydis",23,0.06
"1280","Ustilago NA",1,0
"1281","Ustilago sporoboli-indici",1,0
"1282","Valsonectria pulchella",52,0.15
"1283","Vararia NA",5,0.01
"1284","Varicosporellopsis NA",1,0
"1285","Vermispora NA",71,0.2
"1286","Veronaea botryosa",1,0
"1287","Veronaea compacta",5,0.01
"1288","Veronaea NA",28,0.08
"1289","Veronaeopsis simplex",3,0.01
"1290","Verticillium biguttatum",46,0.13
"1291","Verticillium dahliae",22,0.06
"1292","Vexillomyces verruculosus",1,0
"1293","Virgaria NA",2,0.01
"1294","Virgaria nigra",4,0.01
"1295","Vishniacozyma carnescens",2,0.01
"1296","Vishniacozyma dimennae",7,0.02
"1297","Vishniacozyma insularis",2,0.01
"1298","Vishniacozyma tephrensis",4,0.01
"1299","Vishniacozyma victoriae",1,0
"1300","Volutella ciliata",34,0.1
"1301","Volutella NA",5,0.01
"1302","Volvariella bombycina",1,0
"1303","Volvariella murinella",3,0.01
"1304","Volvariella NA",2,0.01
"1305","Waitea NA",7,0.02
"1306","Waitea var._circinata",7,0.02
"1307","Westerdykella NA",42,0.12
"1308","Westerdykella ornata",43,0.12
"1309","Wettsteinina NA",4,0.01
"1310","Whalleya NA",4,0.01
"1311","Wickerhamomyces anomalus",4,0.01
"1312","Wongia fusiformis",6,0.02
"1313","Wongia NA",15,0.04
"1314","Xanthothecium peruvianum",6,0.02
"1315","Xenodidymella humicola",3,0.01
"1316","Xenodidymella NA",1,0
"1317","Xylaria brevipes",1,0
"1318","Xylaria lichenicola",2,0.01
"1319","Xylaria NA",5,0.01
"1320","Xylaria polymorpha",1,0
"1321","Xylaria venosula",1,0
"1322","Xylomelasma NA",2,0.01
"1323","Xylomelasma sordida",7,0.02
"1324","Yunnania carbonaria",2,0.01
"1325","Zopfiella NA",3,0.01
"1326","Zopfiella tardifaciens",5,0.01
