"","Var1","Freq","percentage"
"1","c__Agaricomycetes",292,14.07
"2","c__Dothideomycetes",361,17.39
"3","c__Eurotiomycetes",173,8.33
"4","c__Laboulbeniomycetes",9,0.43
"5","c__Leotiomycetes",135,6.5
"6","c__Mucoromycetes",1,0.05
"7","c__Pezizomycetes",21,1.01
"8","c__Pezizomycotina_cls_Incertae_sedis",40,1.93
"9","c__Rhizophlyctidomycetes",92,4.43
"10","c__Saccharomycetes",4,0.19
"11","c__Sordariomycetes",856,41.23
"12","c__Tremellomycetes",92,4.43
