"","Var1","Freq","percentage"
"887","Nitrolancea",2944,0.37
"888","Nitrosomonas",69,0.01
"889","Nitrosospira",498,0.06
"890","Nitrospina",8,0
"891","Nitrospira",2246,0.28
"892","Nitrospirillum",10,0
"893","Niveibacterium",10,0
"894","Niveispirillum",1,0
"895","Niveitalea",22,0
"896","Nocardia",697,0.09
"897","Nocardioides",5392,0.67
"898","Nonomuraea",670,0.08
"899","Notoacmeibacter",10,0
"900","Noviherbaspirillum",1014,0.13
"901","Novimethylophilus",13,0
"902","Novosphingobium",500,0.06
"903","Nubsella",1,0
"904","Occidentia",56,0.01
"905","Oceanibacterium",8,0
"906","Oceanibaculum",279,0.03
"907","Oceanicella",123,0.02
"908","Oceanirhabdus",30,0
"909","Oceanobacillus",17,0
"910","Oceanobacter",12,0
"911","Oceanococcus",1,0
"912","Oerskovia",17,0
"913","Oharaeibacter",5,0
"914","Ohtaekwangia",1540,0.19
"915","Oleiharenicola",346,0.04
"916","Oleiphilus",2,0
"917","Oligoflexus",1041,0.13
"918","Oligotropha",76,0.01
"919","Opitutus",780,0.1
"920","Oricola",5,0
"921","Orientia",7,0
"922","Ornatilinea",64,0.01
"923","Ornithinibacillus",14,0
"924","Ornithinibacter",1,0
"925","Ornithinicoccus",21,0
"926","Oryzihumus",143,0.02
"927","Oryzisolibacter",1,0
"928","Oryzobacter",35,0
"929","Oryzomicrobium",4,0
"930","Oscillibacter",2,0
"931","Oscillochloris",57,0.01
"932","Ottowia",15,0
"933","Owenweeksia",14,0
"934","Oxalicibacterium",15,0
"935","Oxalobacter",40,0
"936","Oxalophagus",103,0.01
"937","Oxobacter",324,0.04
"938","Paenactinomyces",7,0
"939","Paenarthrobacter",91,0.01
"940","Paenibacillus",16438,2.04
"941","Paeniclostridium",222,0.03
"942","Paenirhodobacter",1,0
"943","Paenisporosarcina",16,0
"944","Paludibacterium",12,0
"945","Paludisphaera",474,0.06
"946","Panacagrimonas",229,0.03
"947","Panacibacter",327,0.04
"948","Pandoraea",16,0
"949","Pannonibacter",5,0
"950","Pantoea",134,0.02
"951","Papillibacter",14,0
"952","Parablastomonas",3,0
"953","Paraburkholderia",306,0.04
"954","Parachlamydia",6716,0.83
"955","Paraclostridium",191,0.02
"956","Paracnuella",5,0
"957","Paracoccus",53,0.01
"958","Paraconexibacter",303,0.04
"959","Paracraurococcus",139,0.02
"960","Paraeggerthella",5,0
"961","Parafilimonas",382,0.05
"962","Paraflavitalea",62,0.01
"963","Parafrigoribacterium",1,0
"964","Parahaliea",1,0
"965","Paraliobacillus",4,0
"966","Paralkalibacillus",4,0
"967","Paraperlucidibaca",1,0
"968","Paraphotobacterium",1,0
"969","Pararhizobium",61,0.01
"970","Parasediminibacterium",26,0
"971","Parasegetibacter",210,0.03
"972","Parasphingopyxis",3,0
"973","Parasporobacterium",1,0
"974","Parasutterella",2,0
"975","Parvibaculum",36,0
"976","Parviterribacter",2683,0.33
"977","Patulibacter",93,0.01
"978","Paucibacter",19,0
"979","Paucimonas",10,0
"980","Paucisalibacillus",87,0.01
"981","Pectobacterium",2,0
"982","Pedobacter",205,0.03
"983","Pedococcus",220,0.03
"984","Pedomicrobium",1249,0.16
"985","Pelagibacterium",8,0
"986","Pelagibius",63,0.01
"987","Pelobacter",40,0
"988","Pelolinea",57,0.01
"989","Pelomonas",32,0
"990","Pelosinus",264,0.03
"991","Pelospora",2,0
"992","Pelotomaculum",40,0
"993","Peptacetobacter",5,0
"994","Peptoanaerobacter",2,0
"995","Peredibacter",533,0.07
"996","Peribacillus",791,0.1
"997","Perlucidibaca",2,0
"998","Permianibacter",25,0
"999","Persicirhabdus",7,0
"1000","Persicobacter",1,0
"1001","Perspicuibacter",32,0
"1002","Petrocella",2,0
"1003","Petroclostridium",49,0.01
"1004","Phaeobacterium",7,0
"1005","Phaeodactylibacter",100,0.01
"1006","Phaeospirillum",18,0
"1007","Phaselicystis",834,0.1
"1008","Phenylobacterium",2615,0.32
"1009","Phocea",20,0
"1010","Phragmitibacter",158,0.02
"1011","Phreatobacter",29,0
"1012","Phycicoccus",283,0.04
"1013","Phycisphaera",289,0.04
"1014","Phyllobacterium",103,0.01
"1015","Phytoactinopolyspora",4,0
"1016","Phytobacter",1,0
"1017","Phytohabitans",139,0.02
"1018","Phytomonospora",10,0
"1019","Pigmentiphaga",3,0
"1020","Pilimelia",67,0.01
"1021","Pirellula",1291,0.16
"1022","Piscinibacter",290,0.04
"1023","Piscinibacterium",15,0
"1024","Piscirickettsia",1,0
"1025","Planctomicrobium",466,0.06
"1026","Planctopirus",350,0.04
"1027","Planifilum",1,0
"1028","Planobispora",4,0
"1029","Planococcus",4,0
"1030","Planomonospora",15,0
"1031","Planosporangium",71,0.01
"1032","Planotetraspora",106,0.01
"1033","Plantactinospora",308,0.04
"1034","Plantibacter",6,0
"1035","Pleomorphochaeta",1,0
"1036","Pleomorphomonas",3,0
"1037","Plesiocystis",120,0.01
"1038","Polaromonas",114,0.01
"1039","Polyangium",1723,0.21
"1040","Polycladomyces",11,0
"1041","Polycyclovorans",4,0
"1042","Polygonibacillus",37,0
"1043","Polymorphobacter",3,0
"1044","Polymorphospora",5,0
"1045","Pontibacter",90,0.01
"1046","Pontivivens",1,0
"1047","Porifericola",2,0
"1048","Porphyrobacter",156,0.02
"1049","Portibacter",9,0
"1050","Porticoccus",2,0
"1051","Povalibacter",763,0.09
"1052","Prauserella",25,0
"1053","Prolixibacter",9,0
"1054","Promicromonospora",33,0
"1055","Propionicicella",4,0
"1056","Propionicimonas",19,0
"1057","Propioniferax",1,0
"1058","Propionispora",43,0.01
"1059","Propionivibrio",54,0.01
"1060","Prosthecobacter",2,0
"1061","Prosthecomicrobium",33,0
"1062","Proteiniclasticum",8,0
"1063","Proteocatella",1,0
"1064","Pseudacidovorax",1,0
"1065","Pseudactinotalea",1,0
"1066","Pseudahrensia",2,0
"1067","Pseudaminobacter",49,0.01
"1068","Pseudarcicella",6,0
"1069","Pseudarthrobacter",106,0.01
"1070","Pseudenhygromyxa",165,0.02
"1071","Pseudobacter",1,0
"1072","Pseudobacteriovorax",225,0.03
"1073","Pseudobacteroides",2522,0.31
"1074","Pseudobowmanella",12,0
"1075","Pseudochrobactrum",4,0
"1076","Pseudoclavibacter",4,0
"1077","Pseudoclostridium",118,0.01
"1078","Pseudoduganella",132,0.02
"1079","Pseudofrancisella",1,0
"1080","Pseudogracilibacillus",3,0
"1081","Pseudogulbenkiania",85,0.01
"1082","Pseudohaliea",6,0
"1083","Pseudohalioglobus",1,0
"1084","Pseudohoeflea",14,0
"1085","Pseudohongiella",1,0
"1086","Pseudokineococcus",27,0
"1087","Pseudolabrys",1620,0.2
"1088","Pseudolysinimonas",49,0.01
"1089","Pseudolysobacter",43,0.01
"1090","Pseudomethylobacillus",1,0
"1091","Pseudomonas",738,0.09
"1092","Pseudonocardia",2897,0.36
"1093","Pseudorhodoferax",1,0
"1094","Pseudorhodoplanes",588,0.07
"1095","Pseudoxanthobacter",16,0
"1096","Pseudoxanthomonas",175,0.02
"1097","Psychrobacillus",309,0.04
"1098","Psychroglaciecola",8,0
"1099","Puia",68,0.01
"1100","Pullulanibacillus",158,0.02
"1101","Puniceicoccus",67,0.01
"1102","Pusillimonas",8,0
"1103","Pustulibacterium",1,0
"1104","Pyrinomonas",218,0.03
"1105","Pyrolobus",65,0.01
"1106","Pyruvatibacter",3,0
"1107","Pyxidicoccus",360,0.04
"1108","Qipengyuania",10,0
"1109","Quadrisphaera",3,0
"1110","Quasibacillus",1,0
"1111","Quisquiliibacterium",26,0
"1112","Racemicystis",482,0.06
"1113","Rahnella",1,0
"1114","Ralstonia",88,0.01
"1115","Ramlibacter",905,0.11
"1116","Raoultella",5,0
"1117","Raoultibacter",3,0
"1118","Rathayibacter",7,0
"1119","Rectinema",2,0
"1120","Rehaibacterium",9,0
"1121","Reyranella",1790,0.22
"1122","Rhabdobacter",1,0
"1123","Rhabdochromatium",8,0
"1124","Rhizobacter",393,0.05
"1125","Rhizobium",665,0.08
"1126","Rhizocola",70,0.01
"1127","Rhizomicrobium",1487,0.18
"1128","Rhizorhabdus",105,0.01
"1129","Rhizorhapis",1,0
"1130","Rhodanobacter",292,0.04
"1131","Rhodobacter",10,0
"1132","Rhodobium",10,0
"1133","Rhodoblastus",51,0.01
"1134","Rhodocista",12,0
"1135","Rhodococcus",641,0.08
"1136","Rhodocyclus",6,0
"1137","Rhodocytophaga",21,0
"1138","Rhodoferax",14,0
"1139","Rhodoligotrophos",132,0.02
"1140","Rhodomicrobium",220,0.03
"1141","Rhodopila",378,0.05
"1142","Rhodoplanes",1326,0.16
"1143","Rhodopseudomonas",101,0.01
"1144","Rhodovastum",124,0.02
"1145","Rickettsia",115,0.01
"1146","Risungbinella",345,0.04
"1147","Rivibacter",5,0
"1148","Rivicola",4,0
"1149","Robbsia",1,0
"1150","Robiginitomaculum",1,0
"1151","Robinsoniella",14,0
"1152","Romboutsia",351,0.04
"1153","Roseateles",7,0
"1154","Roseburia",6,0
"1155","Roseiarcus",196,0.02
"1156","Roseibaca",11,0
"1157","Roseiflexus",3616,0.45
"1158","Roseimarinus",1,0
"1159","Roseimaritima",1,0
"1160","Roseimicrobium",223,0.03
"1161","Roseisolibacter",5839,0.72
"1162","Roseitalea",15,0
"1163","Roseithermus",3,0
"1164","Roseococcus",5,0
"1165","Roseomonas",993,0.12
"1166","Rubellimicrobium",200,0.02
"1167","Rubinisphaera",68,0.01
"1168","Rubneribacter",6,0
"1169","Rubribacterium",1,0
"1170","Rubripirellula",2,0
"1171","Rubritalea",5,0
"1172","Rubritepida",2,0
"1173","Rubrivirga",1,0
"1174","Rubrivivax",27,0
"1175","Rubrobacter",167,0.02
"1176","Rudaea",516,0.06
"1177","Rudaibacter",1,0
"1178","Rudanella",2,0
"1179","Ruficoccus",23,0
"1180","Rugamonas",2,0
"1181","Rugosibacter",3,0
"1182","Rugosimonospora",100,0.01
"1183","Ruminiclostridium",564,0.07
"1184","Ruminococcus",5,0
"1185","Rummeliibacillus",329,0.04
"1186","Runella",6,0
"1187","Rurimicrobium",218,0.03
"1188","Ruthenibacterium",6,0
"1189","Saccharedens",1,0
"1190","Saccharibacillus",9,0
"1191","Saccharibacter",2,0
"1192","Saccharofermentans",8,0
"1193","Saccharomonospora",2,0
"1194","Saccharopolyspora",66,0.01
"1195","Saccharothrix",3,0
"1196","Salibacter",8,0
"1197","Salicola",12,0
"1198","Salimesophilobacter",18,0
"1199","Salinarimonas",30,0
"1200","Salinibacillus",1,0
"1201","Salinibacterium",23,0
"1202","Saliniramus",77,0.01
"1203","Salinirepens",1,0
"1204","Salinispira",2,0
"1205","Salinispirillum",1,0
"1206","Salinispora",21,0
"1207","Salinithrix",1,0
"1208","Salipaludibacillus",32,0
"1209","Salirhabdus",9,0
"1210","Salmonella",1,0
"1211","Sandaracinus",2346,0.29
"1212","Sandarakinorhabdus",3,0
"1213","Sanguibacter",11,0
"1214","Savagea",57,0.01
"1215","Schlegelella",66,0.01
"1216","Schleiferia",2,0
"1217","Schlesneria",628,0.08
"1218","Schnuerera",2,0
"1219","Schumannella",2,0
"1220","Schwartzia",1,0
"1221","Sciscionella",1,0
"1222","Scopulibacillus",90,0.01
"1223","Sedimentibacter",25,0
"1224","Sediminibacterium",130,0.02
"1225","Sediminicoccus",1,0
"1226","Sediminihabitans",1,0
"1227","Sediminimonas",1,0
"1228","Segetibacter",62,0.01
"1229","Seinonella",61,0.01
"1230","Senegalimassilia",6,0
"1231","Seongchinamella",1,0
"1232","Serinicoccus",1,0
"1233","Serratia",2,0
"1234","Shimazuella",595,0.07
"1235","Shinella",111,0.01
"1236","Siccirubricoccus",9,0
"1237","Sideroxydans",52,0.01
"1238","Silanimonas",9,0
"1239","Silvanigrella",63,0.01
"1240","Simkania",685,0.09
"1241","Simplicispira",3,0
"1242","Singulisphaera",3734,0.46
"1243","Sinibacillus",1,0
"1244","Sinimarinibacterium",9,0
"1245","Sinirhodobacter",6,0
"1246","Sinomonas",6,0
"1247","Sinosporangium",49,0.01
"1248","Siphonobacter",6,0
"1249","Skermanella",1003,0.12
"1250","Skermania",3,0
"1251","Smaragdicoccus",89,0.01
"1252","Smithella",40,0
"1253","Sneathiella",5,0
"1254","Snuella",1,0
"1255","Solibacillus",107,0.01
"1256","Solimonas",33,0
"1257","Solirubrobacter",3126,0.39
"1258","Solitalea",255,0.03
"1259","Soortia",1,0
"1260","Sorangium",1372,0.17
"1261","Sphaerimonospora",2,0
"1262","Sphaerisporangium",411,0.05
"1263","Sphaerobacter",2096,0.26
"1264","Sphaerotilus",14,0
"1265","Sphingoaurantiacus",3,0
"1266","Sphingobacterium",10,0
"1267","Sphingobium",205,0.03
"1268","Sphingomicrobium",46,0.01
"1269","Sphingomonas",2372,0.29
"1270","Sphingopyxis",140,0.02
"1271","Sphingorhabdus",2,0
"1272","Sphingosinicella",93,0.01
"1273","Sphingosinithalassobacter",1,0
"1274","Spiribacter",1,0
"1275","Spirilliplanes",3,0
"1276","Spirillospora",79,0.01
"1277","Spirochaeta",520,0.06
"1278","Spirosoma",89,0.01
"1279","Spongiivirga",2,0
"1280","Sporacetigenium",144,0.02
"1281","Sporichthya",524,0.07
"1282","Sporobacter",96,0.01
"1283","Sporocytophaga",709,0.09
"1284","Sporolactobacillus",2,0
"1285","Sporolituus",7,0
"1286","Sporomusa",252,0.03
"1287","Sporosarcina",828,0.1
"1288","Stackebrandtia",2,0
"1289","Stakelama",1,0
"1290","Staphylococcus",1,0
"1291","Starkeya",15,0
"1292","Stella",606,0.08
"1293","Stenotrophobacter",1208,0.15
"1294","Stenotrophobium",66,0.01
"1295","Stenotrophomonas",130,0.02
"1296","Steroidobacter",1229,0.15
"1297","Sterolibacterium",6,0
"1298","Stigmatella",179,0.02
"1299","Streptacidiphilus",227,0.03
"1300","Streptococcus",1,0
"1301","Streptohalobacillus",5,0
"1302","Streptomyces",4889,0.61
"1303","Streptosporangium",465,0.06
"1304","Subtercola",14,0
"1305","Suicoccus",1,0
"1306","Sulfuricaulis",133,0.02
"1307","Sulfuricella",2,0
"1308","Sulfuriferula",61,0.01
"1309","Sulfuriflexus",37,0
"1310","Sulfurifustis",70,0.01
"1311","Sulfurirhabdus",12,0
"1312","Sulfurisoma",31,0
"1313","Sulfuritalea",39,0
"1314","Sulfuritortus",165,0.02
"1315","Sulfurivermis",6,0
"1316","Sulfurivirga",1,0
"1317","Sunxiuqinia",7,0
"1318","Sutterella",1,0
"1319","Swaminathania",11,0
"1320","Swingsia",2,0
"1321","Swionibacillus",20,0
"1322","Symbiobacterium",263,0.03
"1323","Syntrophaceticus",1,0
"1324","Syntrophobacter",50,0.01
"1325","Syntrophobotulus",6,0
"1326","Syntrophomonas",7,0
"1327","Tabrizicola",6,0
"1328","Taeania",1,0
"1329","Tahibacter",152,0.02
"1330","Taibaiella",172,0.02
"1331","Tamilnaduibacter",5,0
"1332","Tanticharoenia",3,0
"1333","Taonella",19,0
"1334","Tardiphaga",27,0
"1335","Tautonia",1819,0.23
"1336","Telluria",5,0
"1337","Tellurimicrobium",355,0.04
"1338","Tellurirhabdus",3,0
"1339","Telmatocola",485,0.06
"1340","Telmatospirillum",13,0
"1341","Tenggerimyces",7,0
"1342","Tepidamorphus",11,0
"1343","Tepidibacillus",4,0
"1344","Tepidibacter",17,0
"1345","Tepidimonas",4,0
"1346","Tepidiphilus",4,0
"1347","Tepidisphaera",113,0.01
"1348","Terrabacter",285,0.04
"1349","Terracoccus",48,0.01
"1350","Terribacillus",54,0.01
"1351","Terrilactibacillus",1,0
"1352","Terrimicrobium",914,0.11
"1353","Terrimonas",1598,0.2
"1354","Terrisporobacter",78,0.01
"1355","Tersicoccus",3,0
"1356","Tetrasphaera",88,0.01
"1357","Texcoconibacillus",1,0
"1358","Thalassiella",50,0.01
"1359","Thalassobaculum",1,0
"1360","Thalassocola",41,0.01
"1361","Thauera",23,0
"1362","Thermacetogenium",1,0
"1363","Thermanaeromonas",1,0
"1364","Thermanaerothrix",158,0.02
"1365","Thermasporomyces",18,0
"1366","Thermincola",376,0.05
"1367","Thermoactinomyces",13,0
"1368","Thermoactinospora",1,0
"1369","Thermoanaerobaculum",70,0.01
"1370","Thermobifida",1,0
"1371","Thermocatellispora",21,0
"1372","Thermoclostridium",171,0.02
"1373","Thermodesulfitimonas",3,0
"1374","Thermodesulforhabdus",8,0
"1375","Thermoflavifilum",9,0
"1376","Thermoflavimicrobium",38,0
"1377","Thermoflexibacter",2,0
"1378","Thermoflexus",632,0.08
"1379","Thermogemmatispora",48,0.01
"1380","Thermogutta",378,0.05
"1381","Thermoleophilum",316,0.04
"1382","Thermomarinilinea",188,0.02
"1383","Thermomicrobium",6,0
"1384","Thermomonas",82,0.01
"1385","Thermomonospora",24,0
"1386","Thermorudis",11,0
"1387","Thermosinus",7,0
"1388","Thermosporothrix",593,0.07
"1389","Thermostilla",293,0.04
"1390","Thermosulfidibacter",1,0
"1391","Thermosulfurimonas",1,0
"1392","Thermosulfuriphilus",2,0
"1393","Thermotalea",1,0
"1394","Thermotomaculum",2,0
"1395","Thermotunica",3,0
"1396","Thermovirga",2,0
"1397","Thermus",1,0
"1398","Thioalbus",7,0
"1399","Thioalkalivibrio",8,0
"1400","Thiobaca",3,0
"1401","Thiobacillus",6,0
"1402","Thiobacter",118,0.01
"1403","Thiococcus",7,0
"1404","Thiodictyon",1,0
"1405","Thiofaba",13,0
"1406","Thiofilum",7,0
"1407","Thiogranum",2,0
"1408","Thiohalobacter",3,0
"1409","Thiohalomonas",8,0
"1410","Thiolapillus",1,0
"1411","Thioprofundum",12,0
"1412","Thiorhodospira",1,0
"1413","Timonella",3,0
"1414","Tissierella",57,0.01
"1415","Tistlia",15,0
"1416","Tomitella",10,0
"1417","Trinickia",112,0.01
"1418","Truepera",1,0
"1419","Tsukamurella",1,0
"1420","Tuberibacillus",1,0
"1421","Tumebacillus",3587,0.45
"1422","Tundrisphaera",372,0.05
"1423","Tunicatimonas",1,0
"1424","Turicibacter",219,0.03
"1425","Turneriella",83,0.01
"1426","Tuwongella",108,0.01
"1427","Tyzzerella",1,0
"1428","Uliginosibacterium",49,0.01
"1429","Umezawaea",7,0
"1430","Undibacterium",14,0
"1431","Ureibacillus",269,0.03
"1432","Urmitella",1,0
"1433","Vaginisenegalia",3,0
"1434","Vallitalea",7,0
"1435","Vampirovibrio",1366,0.17
"1436","Variibacter",79,0.01
"1437","Variovorax",402,0.05
"1438","Varunaivibrio",2,0
"1439","Ventosimonas",3,0
"1440","Verminephrobacter",12,0
"1441","Verrucomicrobium",182,0.02
"1442","Verrucosispora",44,0.01
"1443","Verticiella",1,0
"1444","Vicinamibacter",2209,0.27
"1445","Vicingus",66,0.01
"1446","Virgibacillus",17,0
"1447","Virgisporangium",302,0.04
"1448","Viridibacillus",14,0
"1449","Vitiosangium",314,0.04
"1450","Vitreoscilla",16,0
"1451","Vulcanibacillus",9,0
"1452","Vulcaniibacterium",19,0
"1453","Vulcanithermus",1,0
"1454","Vulgatibacter",1540,0.19
"1455","Waddlia",619,0.08
"1456","Wagnerdoeblera",1,0
"1457","Wandonia",5,0
"1458","Wangella",73,0.01
"1459","Wautersiella",28,0
"1460","Williamsia",43,0.01
"1461","Woeseia",41,0.01
"1462","Wolinella",3,0
"1463","Xanthobacter",13,0
"1464","Xanthomonas",23,0
"1465","Xenophilus",22,0
"1466","Xylanibacillus",36,0
"1467","Xylanibacterium",1,0
"1468","Xylanimicrobium",6,0
"1469","Xylanimonas",100,0.01
"1470","Xylophilus",6,0
"1471","Yersinia",1,0
"1472","Yinghuangia",475,0.06
"1473","Yonghaparkia",1,0
"1474","Youhaiella",9,0
"1475","Youngiibacter",5,0
"1476","Zavarzinella",1041,0.13
"1477","Zavarzinia",2,0
"1478","Zhizhongheella",28,0
"1479","Zoogloea",42,0.01
