"","Var1","Freq","percentage"
"1","Abditibacteriaceae",114,0.01
"2","Acanthopleuribacteraceae",26,0
"3","Acetobacteraceae",5626,0.7
"4","Acidaminococcaceae",5,0
"5","Acidibacter",3268,0.41
"6","Acidiferrobacteraceae",267,0.03
"7","Acidimicrobiaceae",1481,0.18
"8","Acidimicrobiales_incertae_sedis",2354,0.29
"9","Acidothermaceae",161,0.02
"10","Actinomycetaceae",71,0.01
"11","Actinopolymorphaceae",259,0.03
"12","Actinopolysporaceae",1,0
"13","Actinospicaceae",225,0.03
"14","Aerococcaceae",4,0
"15","Aeromonadaceae",50,0.01
"16","Aerosakkonema",1,0
"17","Afifellaceae",22,0
"18","Aggregatilineaceae",1041,0.13
"19","Ahrensiaceae",2,0
"20","Alcaligenaceae",450,0.06
"21","Alcanivoracaceae",2,0
"22","Algiphilaceae",6,0
"23","Alicyclobacillaceae",3721,0.46
"24","Aliterella",17,0
"25","Alkalinema",4,0
"26","Alsobacteraceae",341,0.04
"27","Alteromonadaceae",60,0.01
"28","Amorphaceae",5,0
"29","Anaerohalosphaeraceae",93,0.01
"30","Anaerolineaceae",4192,0.52
"31","Anaeromyxobacteraceae",1965,0.24
"32","Anaeroplasmataceae",5,0
"33","Anaplasmataceae",63,0.01
"34","Ancalomicrobiaceae",59,0.01
"35","Ancylothrix",5,0
"36","Anoxybacter",10,0
"37","Aquificales_incertae_sedis",1,0
"38","Ardenticatenaceae",37,0
"39","Arenicellaceae",53,0.01
"40","Arenimicrobiaceae",462,0.06
"41","Armatimonadaceae",615,0.08
"42","Atopobiaceae",2,0
"43","Aurantimonadaceae",63,0.01
"44","Azonexaceae",449,0.06
"45","Azospirillaceae",1620,0.2
"46","Bacillaceae_1",13763,1.71
"47","Bacillaceae_2",2292,0.28
"48","Bacillales_incertae_sedis",5,0
"49","Bacillales_Incertae_Sedis_XII",4,0
"50","Bacillariophyta",667,0.08
"51","Bacteriovoracaceae",716,0.09
"52","Bacteroidaceae",1,0
"53","Baekduiaceae",2454,0.3
"54","Bangiophyceae",2,0
"55","Bartonellaceae",1,0
"56","Bdellovibrionaceae",2117,0.26
"57","Beijerinckiaceae",529,0.07
"58","Bernardetiaceae",24,0
"59","Beutenbergiaceae",2,0
"60","Blastocatellaceae",2116,0.26
"61","Blastocatellales_incertae_sedis",6,0
"62","Blastochloridaceae",151,0.02
"63","Bogoriellaceae",165,0.02
"64","Boseaceae",418,0.05
"65","Bradymonadaceae",7,0
"66","Bradyrhizobiaceae",8075,1
"67","Brasilonema",1,0
"68","Brevibacteriaceae",1,0
"69","Brucellaceae",36,0
"70","Burkholderiaceae",2421,0.3
"71","Burkholderiales_incertae_sedis",187,0.02
"72","Caldilineaceae",1883,0.23
"73","Calditrichaceae",23,0
"74","Calochaete",1,0
"75","Candidatus_Brocadiaceae",404,0.05
"76","Candidatus_Carsonella",508,0.06
"77","Candidatus_Pelagibacter",1,0
"78","Carnobacteriaceae",2,0
"79","Casimicrobiaceae",242,0.03
"80","Catabacteriaceae",126,0.02
"81","Catenulisporaceae",113,0.01
"82","Caulobacteraceae",4114,0.51
"83","Cellulomonadaceae",241,0.03
"84","Cellvibrionaceae",174,0.02
"85","Cephalothrix",3,0
"86","Cesiribacteraceae",7,0
"87","Chalicogloea",1,0
"88","Chelatococcaceae",214,0.03
"89","Chitinispirillaceae",3,0
"90","Chitinophagaceae",14120,1.75
"91","Chlamydiaceae",1,0
"92","Chlorarachniophyceae",1,0
"93","Chloroflexaceae",28,0
"94","Chlorophyta",1027,0.13
"95","Christensenellaceae",198,0.02
"96","Chromatiaceae",74,0.01
"97","Chromobacteriaceae",362,0.04
"98","Chthonomonadaceae",1770,0.22
"99","Clostridiaceae_1",5126,0.64
"100","Clostridiaceae_2",20,0
"101","Clostridiaceae_3",2,0
"102","Clostridiaceae_4",84,0.01
"103","Clostridiales_Incertae_Sedis_IV",1,0
"104","Clostridiales_Incertae_Sedis_XI",25,0
"105","Clostridiales_Incertae_Sedis_XII",24,0
"106","Clostridiales_Incertae_Sedis_XIII",321,0.04
"107","Comamonadaceae",4885,0.61
"108","Conexibacteraceae",2091,0.26
"109","Coriobacteriaceae",11,0
"110","Coxiellaceae",10119,1.26
"111","Criblamydiaceae",403,0.05
"112","Crinalium",7,0
"113","Cronbergia",6,0
"114","Cryomorphaceae",682,0.08
"115","Cryptomonadaceae",3,0
"116","Cryptosporangiaceae",138,0.02
"117","Cyclobacteriaceae",65,0.01
"118","Cystobacteraceae",3971,0.49
"119","Cytophagaceae",2097,0.26
"120","Deferrisoma",7,0
"121","Defluviitaleaceae",1,0
"122","Deinococcaceae",15,0
"123","Demequinaceae",124,0.02
"124","Dermatophilaceae",2,0
"125","Desikacharya",16,0
"126","Desulfarculaceae",84,0.01
"127","Desulfobacteraceae",793,0.1
"128","Desulfobulbaceae",49,0.01
"129","Desulfohalobiaceae",24,0
"130","Desulfovibrionaceae",159,0.02
"131","Desulfurobacteriaceae",1,0
"132","Desulfuromonadaceae",119,0.01
"133","Devosiaceae",1664,0.21
"134","Dictyobacteraceae",480,0.06
"135","Dissulfuribacter",86,0.01
"136","Dissulfurimicrobium",459,0.06
"137","Dissulfurirhabdus",50,0.01
"138","Dulcicalothrix",1,0
"139","Dysgonomonadaceae",3,0
"140","Ectothiorhodospiraceae",450,0.06
"141","Eggerthellaceae",34,0
"142","Egibacteraceae",113,0.01
"143","Egicoccaceae",42,0.01
"144","Elioraea",63,0.01
"145","Elusimicrobiaceae",255,0.03
"146","Emcibacteraceae",5,0
"147","Endomicrobiaceae",180,0.02
"148","Enterobacteriaceae",152,0.02
"149","Entomoplasmataceae",3,0
"150","Erwiniaceae",143,0.02
"151","Erysipelatoclostridiaceae",19,0
"152","Erysipelotrichaceae",306,0.04
"153","Erythrobacteraceae",1634,0.2
"154","Eubacteriaceae",8,0
"155","Euglenida",20,0
"156","Euzebyaceae",45,0.01
"157","Fastidiosibacteraceae",2,0
"158","Ferritrophicaceae",70,0.01
"159","Ferrovaceae",74,0.01
"160","Filobacteriaceae",1,0
"161","Fimbriimonadaceae",50,0.01
"162","Flammeovirgaceae",69,0.01
"163","Flavobacteriaceae",2029,0.25
"164","Flexibacteraceae",2,0
"165","Flexilinea",8,0
"166","Francisellaceae",27,0
"167","Frankiaceae",1799,0.22
"168","Fulvivirgaceae",4218,0.52
"169","Gaiellaceae",26030,3.23
"170","Gallionellaceae",445,0.06
"171","Geminicoccaceae",2550,0.32
"172","Gemmataceae",17212,2.14
"173","Gemmatimonadaceae",18952,2.35
"174","Geobacteraceae",2093,0.26
"175","Geodermatophilaceae",1633,0.2
"176","Gloeomargarita",1,0
"177","Glycomycetaceae",98,0.01
"178","Gordoniaceae",72,0.01
"179","Gottschalkiaceae",11,0
"180","GpI",678,0.08
"181","GpIIa",1,0
"182","GpIIb",1,0
"183","GpIV",27,0
"184","GpV",2,0
"185","GpVI",1,0
"186","GpXI",1,0
"187","GpXII",5,0
"188","GpXIII",4,0
"189","Gracilibacteraceae",1276,0.16
"190","Granulosicoccaceae",37,0
"191","Halanaerobiaceae",2,0
"192","Haliangiaceae",1143,0.14
"193","Halieaceae",415,0.05
"194","Halobacteriovoraceae",7,0
"195","Halomonadaceae",12,0
"196","Haloplasmataceae",41,0.01
"197","Halothiobacillaceae",13,0
"198","Halotia",33,0
"199","Helicobacteraceae",3,0
"200","Heliobacteriaceae",904,0.11
"201","Herpetosiphonaceae",132,0.02
"202","Holophagaceae",191,0.02
"203","Hydrogenophilaceae",9,0
"204","Hymenobacteraceae",710,0.09
"205","Hyphomicrobiaceae",3943,0.49
"206","Hyphomonadaceae",166,0.02
"207","Iamiaceae",11267,1.4
"208","Ichthyobacteriaceae",2,0
"209","Ignavibacteriaceae",226,0.03
"210","Ilumatobacteraceae",3096,0.38
"211","Immundisolibacteraceae",18,0
"212","Intrasporangiaceae",2274,0.28
"213","Iodidimonadaceae",2,0
"214","Iphinoe",2,0
"215","Isosphaeraceae",10990,1.36
"216","Jiangellaceae",8,0
"217","Jonesiaceae",16,0
"218","Kaistiaceae",1155,0.14
"219","Kallotenuaceae",776,0.1
"220","Kiloniellaceae",53,0.01
"221","Kineosporiaceae",1546,0.19
"222","Kiritimatiellaceae",3,0
"223","Kofleriaceae",6944,0.86
"224","Kribbellaceae",308,0.04
"225","Ktedonobacteraceae",1242,0.15
"226","Labilitrichaceae",3984,0.49
"227","Lachnospiraceae",2551,0.32
"228","Lacipirellulaceae",1522,0.19
"229","Legionellaceae",3820,0.47
"230","Lentimicrobiaceae",57,0.01
"231","Leptospiraceae",125,0.02
"232","Leptotrichiaceae",2,0
"233","Lewinellaceae",328,0.04
"234","Limnochordaceae",21,0
"235","Listeriaceae",4,0
"236","Longimicrobiaceae",1748,0.22
"237","Loriellopsis",2,0
"238","Marinilabiliaceae",70,0.01
"239","Mariprofundaceae",1,0
"240","Mesoaciditogaceae",1,0
"241","Methanomassiliicoccaceae",5,0
"242","Methanopyraceae",1,0
"243","Methylobacteriaceae",3076,0.38
"244","Methylococcaceae",107,0.01
"245","Methylocystaceae",389,0.05
"246","Methylophilaceae",477,0.06
"247","Microbacteriaceae",2507,0.31
"248","Micrococcaceae",657,0.08
"249","Micrococcineae_incertae_sedis",25,0
"250","Micromonosporaceae",11552,1.43
"251","Micropepsaceae",2186,0.27
"252","Microscillaceae",3,0
"253","Moraxellaceae",93,0.01
"254","Motilibacteraceae",74,0.01
"255","Mycobacteriaceae",1725,0.21
"256","Myxococcaceae",1950,0.24
"257","Nakamurellaceae",937,0.12
"258","Nannocystaceae",2049,0.25
"259","Natranaerobiaceae",1,0
"260","Natranaerovirga",17,0
"261","Neisseriaceae",126,0.02
"262","Neomegalonemataceae",3,0
"263","Nevskiaceae",1007,0.13
"264","Nitriliruptoraceae",68,0.01
"265","Nitrosomonadaceae",580,0.07
"266","Nitrosopumilus",3,0
"267","Nitrososphaera",182,0.02
"268","Nitrospinaceae",8,0
"269","Nitrospiraceae",2248,0.28
"270","Nocardiaceae",1693,0.21
"271","Nocardioidaceae",8182,1.02
"272","Nocardiopsaceae",73,0.01
"273","Notoacmeibacteraceae",10,0
"274","Oceanospirillaceae",67,0.01
"275","Oceanospirillales_incertae_sedis",15,0
"276","Oleiphilaceae",2,0
"277","Oligoflexaceae",1041,0.13
"278","Opitutaceae",1783,0.22
"279","Oscillochloridaceae",57,0.01
"280","Oxalobacteraceae",2572,0.32
"281","Paenibacillaceae_1",22204,2.76
"282","Paenibacillaceae_2",625,0.08
"283","Pantanalinema",21,0
"284","Parachlamydiaceae",8654,1.07
"285","Paraconexibacteraceae",303,0.04
"286","Parvibaculaceae",412,0.05
"287","Parviterribacteraceae",2683,0.33
"288","Parvularculaceae",32,0
"289","Pasteurellaceae",3,0
"290","Patulibacteraceae",93,0.01
"291","Pectobacteriaceae",2,0
"292","Pelomicrobium",41,0.01
"293","Peptococcaceae_1",872,0.11
"294","Peptococcaceae_2",274,0.03
"295","Peptostreptococcaceae",1184,0.15
"296","Phaselicystidaceae",834,0.1
"297","Phreatobacteraceae",29,0
"298","Phycisphaeraceae",913,0.11
"299","Phyllobacteriaceae",1715,0.21
"300","Pirellulaceae",2582,0.32
"301","Piscirickettsiaceae",2,0
"302","Planctomycetaceae",3120,0.39
"303","Planktothricoides",1,0
"304","Planococcaceae",3920,0.49
"305","Plasticicumulans",11,0
"306","Pleomorphomonadaceae",50,0.01
"307","Polyangiaceae",14356,1.78
"308","Porticoccaceae",2,0
"309","Potamolinea",19,0
"310","Procabacteriaceae",38,0
"311","Prolixibacteraceae",48,0.01
"312","Promicromonosporaceae",481,0.06
"313","Propionibacteriaceae",955,0.12
"314","Pseudoalteromonadaceae",2,0
"315","Pseudobacteriovoracaceae",225,0.03
"316","Pseudomonadaceae",857,0.11
"317","Pseudonocardiaceae",5917,0.73
"318","Pseudonocardiales_incertae_sedis",1,0
"319","Pseudoxanthobacteraceae",16,0
"320","Puniceicoccaceae",171,0.02
"321","Pyrinomonadaceae",218,0.03
"322","Pyrodictiaceae",66,0.01
"323","Reichenbachiellaceae",1,0
"324","Reyranellaceae",1790,0.22
"325","Rhizobiaceae",1551,0.19
"326","Rhizobiales_incertae_sedis",20,0
"327","Rhodanobacteraceae",2623,0.33
"328","Rhodobacteraceae",2032,0.25
"329","Rhodobiaceae",10,0
"330","Rhodocyclaceae",221,0.03
"331","Rhodospirillaceae",4193,0.52
"332","Rhodovibrionaceae",115,0.01
"333","Rickettsiaceae",229,0.03
"334","Rikenellaceae",7,0
"335","Roseiarcaceae",247,0.03
"336","Roseiflexaceae",4259,0.53
"337","Rubidibacter",14,0
"338","Rubricoccaceae",1,0
"339","Rubritaleaceae",5,0
"340","Rubrobacteraceae",167,0.02
"341","Ruminococcaceae",7348,0.91
"342","Saccharospirillaceae",1,0
"343","Salinarimonadaceae",77,0.01
"344","Salinibacteraceae",5,0
"345","Salisaetaceae",4,0
"346","Sandaracinaceae",2346,0.29
"347","Saprospiraceae",116,0.01
"348","Schleiferiaceae",2,0
"349","Sedimentisphaeraceae",8,0
"350","Selenomonadaceae",20,0
"351","Silvanigrellaceae",168,0.02
"352","Simkaniaceae",685,0.09
"353","Sneathiellaceae",538,0.07
"354","Solirubrobacteraceae",3126,0.39
"355","Soortiaceae",1,0
"356","Sphaerobacteraceae",7150,0.89
"357","Sphaerochaetaceae",1,0
"358","Sphingobacteriaceae",1553,0.19
"359","Sphingomonadaceae",3477,0.43
"360","Sphingosinicellaceae",153,0.02
"361","Spirochaetaceae",593,0.07
"362","Spongiibacteraceae",20,0
"363","Sporichthyaceae",849,0.11
"364","Sporolactobacillaceae",40,0
"365","Sporomusaceae",1710,0.21
"366","Staphylococcaceae",2,0
"367","Stappiaceae",6,0
"368","Stellaceae",705,0.09
"369","Steroidobacteraceae",2153,0.27
"370","Sterolibacteriaceae",675,0.08
"371","Streptococcaceae",4,0
"372","Streptomycetaceae",6904,0.86
"373","Streptophyta",283,0.04
"374","Streptosporangiaceae",3015,0.37
"375","Streptosporangiales_incertae_sedis",49,0.01
"376","Succinivibrionaceae",1,0
"377","Sutterellaceae",13,0
"378","Symbiobacteriaceae",296,0.04
"379","Synergistaceae",2,0
"380","Syntrophaceae",55,0.01
"381","Syntrophobacteraceae",1258,0.16
"382","Syntrophomonadaceae",10,0
"383","Syntrophorhabdus",2,0
"384","Temperatibacteraceae",3,0
"385","Tepidamorphaceae",199,0.02
"386","Tepidanaerobacteraceae",2,0
"387","Tepidisphaeraceae",113,0.01
"388","Terrimicrobiaceae",914,0.11
"389","Thalassobaculaceae",338,0.04
"390","Thalassospiraceae",19,0
"391","Thermaceae",10,0
"392","Thermoactinomycetaceae_1",1696,0.21
"393","Thermoactinomycetaceae_2",14,0
"394","Thermoanaerobacteraceae",36,0
"395","Thermoanaerobaculaceae",70,0.01
"396","Thermodesulfobacteriaceae",13,0
"397","Thermoflexaceae",632,0.08
"398","Thermoflexibacteraceae",2,0
"399","Thermogemmatisporaceae",48,0.01
"400","Thermoguttaceae",1153,0.14
"401","Thermoleophilaceae",316,0.04
"402","Thermomicrobiaceae",25,0
"403","Thermomonosporaceae",2234,0.28
"404","Thermosediminibacteraceae",10,0
"405","Thermosporotrichaceae",593,0.07
"406","Thermotomaculaceae",2,0
"407","Thioalkalibacteraceae",1,0
"408","Thioalkalispiraceae",1,0
"409","Thiobacillaceae",215,0.03
"410","Thiofilaceae",7,0
"411","Thioprofundaceae",20,0
"412","Thiotrichaceae",75,0.01
"413","Tissierellaceae",69,0.01
"414","Trueperaceae",1,0
"415","Tsukamurellaceae",1,0
"416","Vallitaleaceae",10,0
"417","Ventosimonadaceae",3,0
"418","Verrucomicrobiaceae",1620,0.2
"419","Vibrionaceae",1,0
"420","Vicinamibacteraceae",6455,0.8
"421","Vulgatibacteraceae",1540,0.19
"422","Waddliaceae",619,0.08
"423","Weeksellaceae",148,0.02
"424","Williamwhitmaniaceae",1,0
"425","Woeseiaceae",41,0.01
"426","Xanthobacteraceae",692,0.09
"427","Xanthomonadaceae",4384,0.54
"428","Yersiniaceae",5,0
"429","Zavarziniaceae",2,0
"430","Zehria",3,0
"431","Zoogloeaceae",561,0.07
